Renew,Brand Loyalty,Location Code,Years after high school graduation,Gender,Marital Status,Education Level,Monthly Income,City,Years subscribed,Active online hours
No,0.1675249822727336,Suburban,35.0,F,Married,,6066.022000029321,Manchester,3.0,4.053740987120249
Yes,0.3292664250829083,Urban,32.0,M,Married,Graduate School,5692.311126179176,New Castle,5.0,3.8837487369639665
Yes,-0.7369024645984685,Suburban,23.0,F,Divorced,High School,4162.091437177132,New Castle,6.0,3.7266166721733347
Yes,1.3070547260925336,Rural,,F,Divorced,High School,4591.995138400794,London,1.0,5.273385235768669
Yes,-0.11135266275524647,Urban,45.0,F,Single,High School,3813.5704011740872,New Castle,3.0,6.724922621347897
Yes,0.1095685558149983,Urban,36.0,F,Single,Graduate School,4871.963761719015,New Castle,3.0,5.480167233368962
Yes,-0.003135357854601145,Urban,30.0,M,Divorced,High School,4372.730642930127,New Castle,7.0,7.354883625865697
Yes,0.16224104906849796,Urban,41.0,F,Single,High School,6040.115359572624,London,3.0,3.6339987964282625
Yes,0.3597235171745629,Urban,34.0,F,Divorced,Graduate School,3178.3315516460643,,2.0,5.344112958587125
No,-0.40570605489412725,Rural,19.0,M,Married,College,2812.4370998336785,New Castle,3.0,5.827100221604019
Yes,-0.5255528829638403,Urban,28.0,F,Married,College,5551.998555136957,Manchester,4.0,4.233957506571661
No,-0.10999445607836683,Suburban,28.0,F,Married,College,4903.021475392747,Manchester,5.0,7.748022661636416
No,0.14076311156204024,Rural,32.0,M,Single,Graduate School,4363.792929852627,Manchester,6.0,5.3728112047818914
Yes,0.16881080125411702,Urban,39.0,M,Single,College,5943.821984022115,Manchester,5.0,6.535787996868592
No,-0.05164446458848898,Rural,29.0,M,Married,High School,4280.571426983169,London,4.0,4.400583337106626
No,0.06365231526663045,Rural,25.0,F,Divorced,College,4410.872831941704,Manchester,7.0,6.917981528054794
No,-0.4423092897252054,Rural,29.0,M,,Graduate School,4948.695766132504,New Castle,0.0,5.529716845386913
No,0.4147377800376991,Rural,20.0,M,Married,,5782.545076861587,Manchester,4.0,4.337428563733571
No,0.13502864145688492,Rural,20.0,M,Married,High School,2830.507902086788,New Castle,5.0,6.97780747567204
No,0.5088023632040921,Suburban,31.0,F,Married,College,3579.824854758451,New Castle,6.0,4.223132441357608
No,,Rural,21.0,M,Married,High School,2497.9916483074903,Manchester,4.0,4.883281255302473
Yes,-0.004685214642724422,Urban,27.0,F,Divorced,College,4242.442396176426,New Castle,5.0,6.877283428406843
No,0.23227895286953032,Rural,36.0,F,Married,High School,4707.61200528357,New Castle,4.0,5.311221794591656
No,-0.07076550534982062,Rural,21.0,F,Divorced,,3417.88976807311,New Castle,2.0,6.279069806605148
No,-0.26850853217121473,Suburban,14.0,F,Divorced,High School,4283.435110560158,Manchester,4.0,5.623285646896239
Yes,-0.8857331491788264,Urban,33.0,F,Divorced,Graduate School,,New Castle,3.0,5.949849558392716
Yes,0.3482809854411695,Urban,33.0,M,Divorced,Graduate School,5528.569911609916,New Castle,5.0,7.475682543830767
Yes,0.2537125635543639,Urban,36.0,M,Married,High School,5421.338334339974,New Castle,,5.555463997091201
Yes,0.12322974009581694,Rural,29.0,F,Single,High School,5097.807386428525,New Castle,4.0,6.80406099639413
No,-0.14150713214622113,Rural,19.0,F,Married,College,4241.933690670885,London,3.0,2.252985158960657
No,-0.5390338354747701,Suburban,21.0,F,Married,College,5337.48570262317,London,4.0,5.025377231103449
No,0.19775910335575586,Suburban,32.0,F,Married,College,2914.918237458335,New Castle,1.0,3.230412751375365
No,-0.2801981929409282,,22.0,F,Married,College,4631.833058214602,London,5.0,6.763092029871888
No,0.0657645491985179,Rural,29.0,M,Married,High School,5668.856384974742,Manchester,4.0,3.9763307651856263
Yes,0.8816898192953904,Urban,32.0,F,Single,Graduate School,3852.827129053303,Manchester,,3.680779987964473
Yes,-0.3060747671117207,Urban,29.0,F,Divorced,High School,4368.554654416066,Manchester,5.0,4.776805898585096
Yes,-0.004372703346648632,Urban,33.0,F,Divorced,College,3714.6020268432035,New Castle,4.0,4.449765255010703
Yes,0.07310795944797707,Urban,43.0,M,Single,Graduate School,3212.5431387697704,Manchester,3.0,7.2288917243879425
Yes,0.6086242718901519,,45.0,M,Single,College,4339.990483928559,Manchester,4.0,4.729271095429704
Yes,-0.35277082242645375,Urban,39.0,M,Divorced,College,4362.492051217667,London,5.0,5.541956004652858
No,0.19969574841573628,Suburban,29.0,M,Married,High School,3048.8245318954496,New Castle,6.0,6.091186031659818
No,-0.23127330723575684,Rural,20.0,M,Single,Graduate School,5986.745645354215,New Castle,5.0,4.359247666967665
Yes,0.3917487818854546,Suburban,40.0,M,Divorced,Graduate School,2417.72453198372,Manchester,4.0,6.084561409844288
No,-0.16374429287158823,Urban,23.0,M,Married,High School,5227.911607026986,New Castle,6.0,7.832575110216818
No,0.2816297963837027,,39.0,M,Married,College,4290.547326839867,New Castle,4.0,4.079409046343099
No,-0.19288028442654517,Rural,23.0,F,Married,College,6707.7306861319985,London,2.0,7.1030063029096215
Yes,-0.37226589010934286,Rural,25.0,F,Single,Graduate School,5463.949057742409,London,6.0,4.437317393387674
No,-0.30976340316173523,Suburban,26.0,M,Married,College,3816.1597803801697,Manchester,5.0,6.576342991156999
Yes,0.0657583342273235,Urban,36.0,F,Single,High School,2961.864731559215,Manchester,4.0,5.805453929778586
Yes,0.04883449653851463,Urban,,M,Divorced,High School,4652.111981572496,Manchester,6.0,7.369637622275837
Yes,0.18186981614564518,Urban,40.0,F,Divorced,College,3979.663149174215,New Castle,3.0,4.5675990179019825
Yes,0.06724579853600518,Urban,39.0,F,Divorced,College,3293.864052842061,Manchester,4.0,6.513625896079224
Yes,,Suburban,39.0,M,Divorced,College,5081.957932636691,London,4.0,3.762179045197377
No,0.21396188734058957,Urban,11.0,M,Married,Graduate School,4668.5668988158795,London,3.0,5.385812467747618
Yes,-0.5251598744561765,Suburban,24.0,M,Divorced,College,3748.209510510333,London,3.0,5.748046388376004
No,0.0006078988862477652,Rural,20.0,M,Married,High School,3320.2847999917985,Manchester,3.0,4.982962807315406
No,0.13075804841114036,Rural,11.0,F,Married,High School,4223.9608909055905,Manchester,4.0,7.547972538549649
Yes,-0.36556520787623714,Urban,32.0,F,Divorced,College,5873.342005077608,Manchester,4.0,3.347752041426303
Yes,-0.7352906687665677,Suburban,19.0,M,Divorced,Graduate School,3791.6741536071777,London,7.0,6.682263076123148
No,-0.2281157576955315,Rural,24.0,F,Married,Graduate School,4483.16752590981,London,2.0,5.5656874437794075
Yes,-0.1839456939137349,Urban,32.0,F,Divorced,Graduate School,,Manchester,6.0,6.070985819867288
Yes,0.4266160087286125,Urban,40.0,M,Married,College,4493.999896105156,Manchester,4.0,4.587334854221139
No,0.29359018433655615,Rural,41.0,,Single,College,5466.943021957155,Manchester,1.0,5.736807461346587
No,,Rural,18.0,M,Single,College,2780.7235155918834,,3.0,6.165208771969937
Yes,-0.6123861267004885,Urban,29.0,M,Divorced,Graduate School,4967.870855584034,New Castle,6.0,4.30603748669237
Yes,-0.27131533950527753,Urban,25.0,F,Married,Graduate School,5769.798681982547,New Castle,7.0,1.0
Yes,0.1298813004577447,,36.0,F,Single,Graduate School,1390.2794280845465,New Castle,5.0,6.205488689319619
No,-0.30643817425824427,Rural,,F,,High School,4734.438627010108,New Castle,3.0,5.018951322906485
Yes,0.33745727666621933,Suburban,39.0,M,Married,College,3713.070904766939,Manchester,4.0,8.002152599096895
Yes,-0.4366239336474671,Urban,20.0,M,Divorced,College,4647.919955859936,London,8.0,6.929905280038916
No,0.19896849923284543,Rural,35.0,M,Divorced,High School,4539.274023255047,London,5.0,4.065238446453014
Yes,-0.0846162924332528,Suburban,39.0,M,Married,Graduate School,6379.987497726276,Manchester,7.0,4.466590057306918
No,0.2743959187270611,Urban,26.0,M,Married,High School,3918.8571891066936,New Castle,6.0,5.612737110862844
No,-0.3082195880275419,Rural,19.0,M,Married,High School,5350.077157396662,London,2.0,6.479655347812092
No,0.8010263571068172,Rural,13.0,M,Married,High School,4155.711026721858,London,5.0,6.876902550643839
Yes,-0.6522296192250613,Suburban,25.0,F,Divorced,High School,3875.846081825511,London,4.0,3.5594663381216605
No,0.08264275646815203,Rural,25.0,F,Divorced,College,4826.623868053633,Manchester,3.0,6.335494117268279
Yes,0.6277135291743773,Urban,34.0,M,Single,High School,4154.834050104727,New Castle,5.0,4.766957324614045
No,0.38367505182327,Suburban,33.0,M,Married,College,3145.3238392425856,Manchester,3.0,5.699737416333848
Yes,,Suburban,25.0,F,Divorced,,3744.325791308176,London,6.0,6.782618788337524
No,0.0017130436820171902,Rural,30.0,M,Married,College,4281.550883676338,New Castle,3.0,5.926202588685662
Yes,0.6929378681041715,Urban,47.0,M,Divorced,High School,,London,4.0,8.204485510503206
Yes,-0.5200002413527489,Urban,25.0,F,Married,College,7322.547620639609,New Castle,6.0,6.549397876093986
Yes,1.0449633223002328,Suburban,48.0,M,Divorced,College,3934.1349467165537,London,2.0,3.7131277592424627
No,0.3004976251124899,Suburban,26.0,F,Single,College,3782.494142157058,London,5.0,2.9798195511991863
Yes,0.402099780207571,Urban,39.0,M,Single,College,4006.0450212284964,Manchester,6.0,5.191926023012587
Yes,1.2099372368474628,Urban,55.0,F,Single,College,3759.9765233753456,Manchester,3.0,5.204040199863419
Yes,0.15909077920213321,Rural,39.0,F,Divorced,High School,4307.812772062183,Manchester,5.0,8.004518601949723
Yes,-0.028489189384086566,Urban,34.0,M,Single,College,4275.749189709821,Manchester,4.0,4.319567902056728
Yes,-0.06092594177052148,Urban,36.0,F,Single,College,3959.864069987179,Manchester,,2.635451021032031
No,-0.6287907236393604,Rural,26.0,M,Married,College,3483.2559787949626,New Castle,4.0,5.6073246021543675
Yes,0.4832538785095516,Rural,37.0,F,Single,High School,3670.8877466988397,Manchester,6.0,5.232070244119946
No,-0.2894569604333903,Rural,28.0,F,Married,,5597.214380533437,New Castle,3.0,7.110967012297636
No,0.10016144676883001,Suburban,30.0,F,Divorced,College,4676.976858215655,New Castle,6.0,5.324686518902285
No,0.6311765715323857,Rural,41.0,F,Married,High School,5575.266338343935,London,5.0,5.627849612148366
No,0.52661625791394,Rural,18.0,M,Married,High School,3039.231466938232,Manchester,5.0,5.511939300789914
Yes,-0.3411871345871594,Rural,28.0,F,Single,College,2138.735472458486,New Castle,4.0,7.8124813491884
Yes,-0.6377782450225271,Urban,27.0,F,Married,Graduate School,3500.6480318650706,London,4.0,5.627071830782464
Yes,0.1692350216462754,Urban,37.0,F,Divorced,Graduate School,4574.261743586113,Manchester,3.0,8.10101071636198
Yes,0.701916060760796,Suburban,43.0,F,Married,College,4398.286392695005,New Castle,3.0,5.492314024812104
Yes,-0.41848547042014295,Urban,32.0,M,Single,Graduate School,4855.437458443458,London,5.0,7.724947871764734
Yes,0.9502146102715956,Urban,48.0,M,Divorced,Graduate School,2164.6661910048306,Manchester,4.0,5.994141825066399
No,0.3397183219415386,Rural,30.0,F,Married,Graduate School,4528.649723285214,New Castle,7.0,4.19041494266162
No,-0.1909155512395316,Rural,29.0,M,Divorced,Graduate School,3368.9314304223944,Manchester,5.0,
No,-0.1498018661528842,Suburban,14.0,M,Divorced,High School,3546.5539455059043,,6.0,4.825724893076575
Yes,-0.21497188699881575,Urban,31.0,M,Married,High School,6474.539219326849,London,5.0,8.004753712778117
Yes,0.28438592590581735,Suburban,41.0,F,Divorced,Graduate School,5051.480940677006,London,2.0,5.2699196443675325
Yes,0.3835806946203266,Urban,58.0,F,Divorced,High School,4913.183291238771,London,3.0,5.313536664229871
Yes,0.32605464549426977,Urban,40.0,M,Married,Graduate School,5057.479351237439,London,4.0,7.686048727527547
Yes,0.1685171898996966,Urban,30.0,F,Divorced,High School,,London,4.0,6.2306516391764575
Yes,0.3034840744538822,Suburban,41.0,F,Married,Graduate School,5091.291252531277,Manchester,4.0,4.261693474970793
Yes,0.33202236425558634,Urban,47.0,F,Married,College,5687.688402750457,Manchester,1.0,6.629053623588304
No,-0.09720552204826798,Rural,28.0,F,Married,Graduate School,2905.267547047103,New Castle,3.0,6.222942962972169
No,0.4751935694016851,Suburban,37.0,M,Divorced,Graduate School,4637.629791084582,London,4.0,
,-0.06315221983145815,Rural,32.0,M,Married,Graduate School,4712.368876259856,Manchester,4.0,7.06514643431369
No,0.056319530922678385,Rural,29.0,F,Married,High School,3858.365137415479,London,6.0,4.118091045070033
No,-0.30937298382636125,Suburban,26.0,M,Married,College,5794.475365534956,London,3.0,6.968453612751869
Yes,0.32656017904343837,Rural,35.0,F,Divorced,High School,2570.5624468131837,New Castle,6.0,7.943514174915121
No,0.17694309015239762,Suburban,32.0,F,Married,High School,3893.1288398510083,New Castle,4.0,5.272717464510018
No,-0.25666549534260075,Rural,19.0,F,Married,High School,4169.394810021378,Manchester,2.0,6.2599636473731595
Yes,0.17489463243173003,Urban,36.0,F,Single,High School,6068.819206514655,Manchester,,3.481983877046681
Yes,-0.08271597911160081,Urban,32.0,M,Single,College,3347.525968864078,New Castle,3.0,6.646577360593665
Yes,-0.4092600059403646,Urban,37.0,F,Married,High School,4173.6100038707555,Manchester,5.0,5.275892638734537
Yes,0.6020248406610407,Urban,47.0,F,Divorced,College,4495.316190971256,London,4.0,3.687418741090237
Yes,-0.38203827443735805,Suburban,22.0,M,Divorced,College,3503.2521524023227,New Castle,7.0,6.17122645146932
Yes,-0.35421628326982024,Urban,38.0,M,Divorced,Graduate School,3275.7183650185575,London,3.0,5.317063455124169
No,0.6238419054897577,Rural,13.0,F,Married,College,6262.543698742817,London,8.0,5.053743974445871
Yes,0.5533076689559684,Urban,48.0,F,Single,College,4807.418738661827,Manchester,4.0,5.767192199464623
Yes,-0.35175898953589857,Urban,32.0,M,Divorced,Graduate School,3523.114281626854,Manchester,3.0,4.994388180807287
Yes,-0.09888942441892287,Suburban,37.0,M,Single,Graduate School,5534.370962822597,Manchester,3.0,5.809107041416231
Yes,-0.5775798016292051,Suburban,42.0,M,Divorced,High School,5590.5854456695915,New Castle,3.0,4.104818823755991
Yes,0.6403240672461823,Suburban,42.0,M,Single,College,3606.081029641163,Manchester,5.0,4.233436942568322
Yes,-0.5028904378802224,Urban,31.0,F,Divorced,College,2974.0785495402606,Manchester,5.0,3.584383665618118
Yes,0.30507896229697773,Suburban,43.0,M,Divorced,Graduate School,5456.325499310819,New Castle,3.0,3.9890592240489537
Yes,0.14497852891943053,Suburban,35.0,F,Divorced,High School,5078.274374906531,London,4.0,5.359422359587387
Yes,-0.3687232561870678,Urban,29.0,M,Married,High School,4495.2283688524285,Manchester,6.0,5.897097882073369
No,0.1805492829308154,Rural,40.0,M,Divorced,High School,2455.8795598328325,Manchester,4.0,5.611275550830543
Yes,0.7403514383971255,Suburban,38.0,F,Single,College,4694.168525893765,London,3.0,7.303996779147061
Yes,-0.8423863743565704,Urban,31.0,M,Single,Graduate School,4979.708825386055,New Castle,7.0,2.287886525299495
No,-0.06975333157051788,Urban,31.0,M,Married,High School,5275.706952730882,London,4.0,6.286858435923992
Yes,-0.30393229551029155,,34.0,F,Married,Graduate School,3475.8302164424913,London,4.0,5.778794779604437
Yes,0.2824294125255255,Urban,37.0,M,Divorced,Graduate School,5301.075915094944,New Castle,7.0,4.488260738503583
Yes,0.16713919970254915,Urban,30.0,F,Divorced,High School,4782.712028552598,New Castle,,6.182884286979989
Yes,0.34633924391938314,,45.0,M,Married,Graduate School,5759.654034874655,New Castle,2.0,5.867545633951642
No,0.17796452156432224,,38.0,F,Married,Graduate School,4203.596400122582,Manchester,1.0,3.9307053898031112
No,0.5001168557866498,Suburban,19.0,M,Married,Graduate School,5482.945641062197,London,5.0,6.6767669459902335
No,0.13037525253471322,Rural,28.0,M,Married,College,6302.453816957855,London,3.0,6.260750005433728
Yes,-0.1337698031532761,Suburban,39.0,M,Divorced,High School,4148.990331254421,London,3.0,6.104166439304207
Yes,0.4056845093787844,Rural,50.0,M,Divorced,Graduate School,4017.062487022078,London,4.0,4.505553000283893
No,0.41414699806284827,Rural,22.0,M,,College,3857.157907870462,New Castle,5.0,6.017111885371231
Yes,-0.15735106280732472,Urban,36.0,M,Divorced,High School,4693.448161066021,New Castle,3.0,5.233550123653654
Yes,0.13388174308163536,Suburban,,F,Divorced,Graduate School,3349.76328782064,London,3.0,
No,0.2586461605140773,Rural,21.0,F,Married,Graduate School,4988.40228065462,London,6.0,6.123294651106258
Yes,0.31394995979574125,Urban,38.0,F,Married,High School,,London,3.0,6.635520875903299
Yes,-0.617693973042637,Suburban,29.0,M,Divorced,High School,5698.808837290697,New Castle,5.0,6.667457895418764
Yes,-0.769918671161366,Urban,23.0,F,Divorced,Graduate School,4588.437639274034,New Castle,5.0,7.002380146090466
Yes,0.6095551326261566,,38.0,M,Single,College,6223.822130594273,New Castle,5.0,2.616351388672085
Yes,0.6817220039041285,Urban,39.0,M,Married,College,6389.570252657135,New Castle,5.0,4.995012681063017
No,0.34710807893157386,Rural,43.0,F,Married,Graduate School,4634.6415547081715,New Castle,3.0,4.393988006186545
No,0.04173639787811276,Urban,15.0,F,Married,High School,2069.2082493628586,New Castle,2.0,3.619977370857197
Yes,-0.18679308146305004,Rural,38.0,F,Single,Graduate School,4958.4270771332685,New Castle,5.0,6.722501520203226
Yes,-0.3399439879178664,Suburban,22.0,M,Divorced,Graduate School,4854.237914282272,Manchester,5.0,7.2871492375193565
Yes,-0.15198871747316672,Suburban,36.0,M,Divorced,High School,6351.159103801479,Manchester,4.0,7.835600830158045
No,0.16102476570508617,Rural,25.0,M,Divorced,High School,5241.2366791258155,Manchester,3.0,5.8727352362964815
No,-0.41995895513567033,Suburban,15.0,F,Married,High School,3902.28156038226,London,6.0,7.0942358785382265
No,-0.007803511809215402,Urban,47.0,F,Married,Graduate School,5229.15345577184,New Castle,2.0,4.550784247243563
No,0.1740597322580651,Rural,43.0,M,Divorced,High School,5300.081523600409,London,3.0,4.571730675904979
Yes,0.09290094981058114,Urban,51.0,M,Married,College,2142.984954988864,Manchester,4.0,3.9514823919906563
No,0.09801734173846458,Rural,31.0,,Married,Graduate School,4347.249351096418,London,5.0,4.533971617754535
Yes,0.21786405340453385,Urban,32.0,M,Divorced,Graduate School,4293.680238730356,New Castle,4.0,7.5442020806451175
