area_type,availability,location,size,bath,balcony,price
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,3,3,90
Super built-up  Area,17-?.?.,Banashankari Stage V,3 BHK,3,3,47.57
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,4,1,326
Plot  Area,Ready To Move,Pai Layout,2 Bedroom,2,1,72
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2,2,47
Built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,2,2,110
Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,4,1,169
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,4,1,100
Plot  Area,Ready To Move,Udaya Nagar,4 Bedroom,4,2,160
Built-up  Area,Ready To Move,Laggere,1 Bedroom,2,0,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,2,60.65
Built-up  Area,Ready To Move,Hennur Road,2 BHK,2,0,45
Super built-up  Area,18-?.?.,Hosakerehalli,3 BHK,2,2,53.58
Carpet  Area,18-?.?.,Bhoganhalli,2 BHK,2,1,100
Plot  Area,Ready To Move,9th Block Jayanagar,9 Bedroom,8,3,270
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,113
Built-up  Area,Ready To Move,KR Puram,4 Bedroom,4,0,83
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,2,3,60
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,2,2,50
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,3,2,77.99
Super built-up  Area,21-?.?.,Whitefield,2 BHK,2,1,94.84
Super built-up  Area,20-?.?.,Whitefield,2 BHK,2,1,103
Super built-up  Area,Ready To Move,Kengeri Satellite Town Stage II,1 BHK,1,1,20
Super built-up  Area,18-?.?.,Vasantha Vallabha Nagar,3 BHK,2,1,100
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,3,51.77
Super built-up  Area,18-?.?.,Church Street,4 BHK,4,1,1600
Built-up  Area,Ready To Move,Anekal,2 BHK,1,1,23.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,2,2,65
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3,2,110
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,3,1,340
Super built-up  Area,Ready To Move,Srinivas Colony,3 BHK,3,2,943
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,55
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,3,3,175
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,2,1,55
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,3,128
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,4,2,160
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3,3,59
Built-up  Area,Ready To Move,Uday Nagar,3 BHK,3,1,110
Plot  Area,18-?.?.,Ambedkar Nagar,4 Bedroom,4,3,255
Super built-up  Area,19-?.?.,Varthur Road,3 BHK,2,2,30.47
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,2,2,65
Super built-up  Area,Ready To Move,Mathikere,3 BHK,2,2,75
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,3,3,50
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3 BHK,2,1,45
Super built-up  Area,18-?.?.,Hosa Road,2 BHK,2,1,32.8
Built-up  Area,Ready To Move,Kammanahalli,2 BHK,2,1,60
Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,2,2,85
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,3,2,700
Built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,2,2,60
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,3,2,55
Plot  Area,Ready To Move,Hongasandra,8 Bedroom,8,2,150
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,2,2,108
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2,1,130
Plot  Area,Ready To Move,Chaitanya Ananya,4 Bedroom,4,2,325
Built-up  Area,Ready To Move,Shankarapuram,2 BHK,1,0,130
Built-up  Area,Ready To Move,Bellandur,4 Bedroom,4,,245
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,1,35.88
Plot  Area,Ready To Move,Nagashetty Halli,2 Bedroom,1,1,99
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,2,,90
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,2,2,75
Built-up  Area,Ready To Move,EPIP Zone,3 BHK,3,1,268
Plot  Area,Ready To Move,ISRO Layout,6 Bedroom,6,,230
Super built-up  Area,18-?.?.,Byrasandra Extension,2 BHK,2,2,45
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,2,1,55.99
Super built-up  Area,18-?.?.,Raja Rajeshwari Nagar,2 BHK,2,1,70
Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,3,0,350
Plot  Area,18-??.?.,Gattahalli,3 Bedroom,2,2,95
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,1,47.65
Built-up  Area,Ready To Move,Old Madras Road,4 Bedroom,4,2,175
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,1,38.37
Super built-up  Area,Ready To Move,Arekere,2 BHK,2,2,60
Super built-up  Area,22-?.?.,Devanahalli,3 BHK,3,3,77.59
Super built-up  Area,Ready To Move,Outer Ring Road East,4 BHK,4,2,411
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,2,2,115
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,56
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,2,2,48
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,2,1,54
Super built-up  Area,19-?.?.,Thanisandra,3 BHK,4,1,123
Super built-up  Area,Ready To Move,Mallathahalli,3 BHK,2,2,55
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,3,2,240
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,3,3,175
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,90
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,,400
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,3,3,70
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,2,2,93
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,5,1,260
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,2,2,95
Plot  Area,Ready To Move,Yeshwanthpur,2 Bedroom,2,0,100
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,1,55
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,2,90
Super built-up  Area,18-?.?.,manyata park,2 BHK,2,1,61.99
Super built-up  Area,Ready To Move,Telecom Layout,3 BHK,2,1,65
Super built-up  Area,Ready To Move,Banashankari,2 BHK,2,2,67
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3,3,120
Plot  Area,Ready To Move,Whitefield,3 Bedroom,4,2,208
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,2,2,52.5
Super built-up  Area,Ready To Move,Budigere,1 BHK,1,0,27.375
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,4,2,750
Super built-up  Area,Ready To Move,Devanahalli,1 BHK,1,0,39
Built-up  Area,Ready To Move,Hoodi,2 BHK,2,2,48
Super built-up  Area,19-??.?.,Thanisandra,2 BHK,2,1,77.25
Super built-up  Area,20-?.?.,Binny Pete,3 BHK,3,2,178
Super built-up  Area,Ready To Move,Alur,1 BHK,1,1,15
Built-up  Area,Ready To Move,Nelamangala,2 BHK,2,2,30
Super built-up  Area,Ready To Move,Richmond Town,4 BHK,4,,792
Built-up  Area,Ready To Move,Hebbal,2 BHK,2,2,52
Super built-up  Area,18-??.?.,Ramagondanahalli,2 BHK,2,2,43.6
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,2,2,59
Carpet  Area,18-??.?.,Bikasipura,3 BHK,3,2,68
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,2,3,50.79
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,3,2,123
Super built-up  Area,18-?.?.,Devanahalli,1 BHK,2,1,49.87
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,3,,95
Super built-up  Area,Ready To Move,Richmond Town,4 BHK,4,3,242
Built-up  Area,Ready To Move,Electronic City,3 BHK,2,,78
Super built-up  Area,Ready To Move,Begur Road,2 BHK,2,2,44
Super built-up  Area,18-?.?.,Haralur Road,4 BHK,4,3,154
Super built-up  Area,18-??.?.,Mysore Road,3 BHK,3,0,47.6
Super built-up  Area,Ready To Move,Brookefield,2 BHK,2,1,49
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,2,60
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,2,1,45
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,1,51
Super built-up  Area,18-?.?.,Kannamangala,3 BHK,3,1,104
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,2,55.5
Super built-up  Area,17-?.?.,Electronic City,3 BHK,3,2,83
Plot  Area,Ready To Move,Virupakshapura,2 Bedroom,1,0,70
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,2,2,125
Super built-up  Area,Ready To Move,Budigere,1 BHK,1,1,35.4
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,2,1,58
Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,2,2,72
Super built-up  Area,Ready To Move,Attibele,2 BHK,2,1,29.38
Plot  Area,Ready To Move,Benson Town,4 Bedroom,4,1,600
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2,2,43.1
Built-up  Area,Ready To Move,V.V Puram,3 BHK,2,0,150
Super built-up  Area,Ready To Move,Electronic City,3 BHK,2,1,44.1
Super built-up  Area,21-?.?.,Kanakpura Road,1 BHK,,,29.25
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3,2,117
Super built-up  Area,Ready To Move,Sri Sai Layout,2 BHK,2,2,35
Super built-up  Area,Ready To Move,Gunjur,2 BHK,2,1,51
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,3,,80
Built-up  Area,Ready To Move,Frazer Town,4 BHK,2,1,341
Super built-up  Area,19-?.?.,Thanisandra main road,3 BHK,3,1,455
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,2,1,60
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,2,3,80
Super built-up  Area,21-?.?.,Kanakpura Road,2 BHK,2,2,63.22
Built-up  Area,Ready To Move,Mallasandra,2 BHK,2,2,73
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,1,35.36
Super built-up  Area,Ready To Move,Banaswadi,3 BHK,3,2,74.5
Plot  Area,Ready To Move,Devara Jeevanahalli,4 Bedroom,2,2,35
Super built-up  Area,18-??.?.,Kanakpura Road,2 BHK,,,41.145
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,1,44.55
Super built-up  Area,21-?.?.,Talaghattapura,3 BHK,3,3,147
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,2,1,72
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,3,3,132
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,2,1,55
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,2,2,56.12
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,1,46.79
Super built-up  Area,19-?.?.,Kanakpura Road,2 BHK,2,3,91.06
Super built-up  Area,19-??.?.,Hennur Road,2 BHK,2,1,87
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,2,2,88.5
Super built-up  Area,Ready To Move,Electronic City,3 BHK,3,2,66
Super built-up  Area,18-?.?.,Nagawara Junction,4 BHK,4,,280
Super built-up  Area,Ready To Move,Nagasandra,4 BHK,4,1,145
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,2,2,32
Super built-up  Area,Ready To Move,Begur Road,3 BHK,2,3,49.34
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,3,2,120
Plot  Area,Immediate Possession,Anekal,,,,16.5
Super built-up  Area,18-??.?.,TC Palaya,3 BHK,2,0,66
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,1,57.5
Super built-up  Area,18-?.?.,Whitefield,2 BHK,2,1,42.79
Plot  Area,18-?.?.,Suragajakkanahalli,3 Bedroom,3,2,72
Super built-up  Area,18-??.?.,Sarjapur,3 BHK,2,2,35.41
Super built-up  Area,21-??.?.,Tumkur Road,1 BHK,1,0,31.315
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,2,,100
Plot  Area,Ready To Move,Gattigere,5 Bedroom,6,1,95
Built-up  Area,Ready To Move,SK Garden,6 Bedroom,3,0,175
Built-up  Area,Ready To Move,Gowdanapalya,1 Bedroom,1,0,34
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3,2,95
Super built-up  Area,18-??.?.,Begur Road,2 BHK,2,1,42
Super built-up  Area,Ready To Move,PNS Layout,2 BHK,2,3,65
Built-up  Area,Ready To Move,Venkatapura,3 BHK,2,1,260
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,3,1,97
Plot  Area,Ready To Move,Mathikere,3 Bedroom,2,0,175
Super built-up  Area,18-?.?.,Haralur Road,3 BHK,2,2,96
Plot  Area,Ready To Move,Harsha Layout,4 Bedroom,6,3,100
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,2,2,50
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,2,2,68
Super built-up  Area,18-??.?.,Bommasandra Industrial Area,2 BHK,2,1,39.77
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,2,1,80
Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,4,2,370
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,77
Super built-up  Area,21-?.?.,Kanakpura Road,3 BHK,3,2,53
Plot  Area,Ready To Move,Sanjay nagar,3 Bedroom,3,3,310
Super built-up  Area,Ready To Move,Begur Road,3 BHK,2,2,56.34
Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,2,1,56
Super built-up  Area,18-??.?.,Yarandahalli,2 BHK,2,1,40.1
Plot  Area,Ready To Move,BTM 2nd Stage,3 Bedroom,2,0,360
Super built-up  Area,Ready To Move,Electronic City,3 BHK,3,3,110
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,2,52
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,4,1,145
Super built-up  Area,21-?.?.,Koramangala,2 BHK,2,1,179
Plot  Area,Ready To Move,Kammanahalli,2 Bedroom,1,1,81
Super built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,3,3,69
Plot  Area,16-??.?.,HBR Layout,4 Bedroom,5,0,320
Super built-up  Area,18-?.?.,Electronic City Phase II,2 BHK,2,1,27.43
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,1,90.33
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,4,3,185
Built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,3,,95
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,2,2,75
Built-up  Area,18-?.?.,Electronic City,3 BHK,2,1,38.12
Super built-up  Area,18-??.?.,Ananth Nagar,2 BHK,2,1,29.7
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,5,2,550
Built-up  Area,Ready To Move,KR Puram,6 Bedroom,6,3,58
Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,2,1,160
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,2,2,44.5
Super built-up  Area,18-?.?.,Kengeri,1 BHK,1,1,18
Built-up  Area,Ready To Move,Hennur Road,2 BHK,2,1,52.23
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,3,1,93
Super built-up  Area,20-?.?.,Balagere,2 BHK,2,1,63.86
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,5,2,175
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,2,1,55
Super built-up  Area,18-?.?.,Haralur Road,3 BHK,3,2,83.05
Built-up  Area,Ready To Move,Kanaka Nagar,4 Bedroom,4,2,90
Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,3,2,142
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,2,1,63
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,2,1,46.39
Super built-up  Area,19-?.?.,Hormavu,3 BHK,2,2,58.23
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,5,,345
Super built-up  Area,18-?.?.,Seegehalli,2 BHK,2,2,45
Plot  Area,Ready To Move,Nagasandra,4 Bedroom,4,2,80
Plot  Area,Ready To Move,Horamavu Agara,5 Bedroom,3,3,80
Plot  Area,18-?.?.,Whitefield,4 Bedroom,4,1,143
Super built-up  Area,Ready To Move,Nagashetty Halli,2 BHK,2,2,65
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2,1,42
Super built-up  Area,Ready To Move,Tigalarpalya,3 BHK,3,2,117
Super built-up  Area,18-?.?.,Murugeshpalya,2 BHK,2,2,48
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,2,67
Super built-up  Area,20-?.?.,Badavala Nagar,3 BHK,3,2,115
Super built-up  Area,Ready To Move,Thomas Town,2 BHK,2,,60
Super built-up  Area,18-??.?.,Kothannur,2 BHK,2,2,38.6
Built-up  Area,21-?.?.,"Electronic city Phase 1, ",2 BHK,2,1,33
Super built-up  Area,18-??.?.,Balagere,2 BHK,2,1,53.58
Built-up  Area,Ready To Move,TC Palaya,2 Bedroom,2,0,70
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,2,2,56
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,2,1,85
Super built-up  Area,Ready To Move, Banaswadi,1 RK,1,0,35
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,125
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,6,2,235
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,2,1,46
Built-up  Area,Ready To Move,Kogilu,2 BHK,2,2,49
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,4,,270
Super built-up  Area,Ready To Move,Kengeri,1 BHK,1,1,14
Super built-up  Area,19-??.?.,Mysore Road,3 BHK,2,2,64
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,2,2,108
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,5,,100
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,125
Super built-up  Area,18-??.?.,Hosur Road,3 BHK,3,2,103
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,2,1,31
Super built-up  Area,Ready To Move,Bannerghatta Road,5 BHK,4,,1400
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,1,48
Built-up  Area,Ready To Move,Channasandra,2 BHK,2,1,40
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,2,2,38.5
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,2,55
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,3,2,150
Super built-up  Area,Ready To Move,Naidu Layout,3 BHK,3,2,81
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,2,125
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,2,2,36
Super built-up  Area,Ready To Move,Hormavu,2 BHK,2,3,68
Super built-up  Area,18-?.?.,1st Block Koramangala,4 BHK,3,3,300
Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,4,2,405
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,2,,80
Plot  Area,Ready To Move,Hoskote,4 Bedroom,4,3,140
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,2,2,56
Carpet  Area,Ready To Move,Kothannur,4 Bedroom,4,2,95
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,2,2,70
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,2,116
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,2,2,35
Super built-up  Area,Ready To Move,Hongasandra,2 BHK,2,1,39
Built-up  Area,18-?.?.,Electronic City,2 BHK,2,1,31.48
Super built-up  Area,19-?.?.,Kanakpura Road,2 BHK,2,1,82
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,4,2,153
Built-up  Area,Ready To Move,Haralur Road,2 BHK,2,1,65
Super built-up  Area,18-?.?.,Hebbal,2 BHK,2,2,62
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,2,2,49
Built-up  Area,Ready To Move,KR Puram,2 BHK,2,1,22
Built-up  Area,Ready To Move,Kammanahalli,4 Bedroom,4,2,200
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,4,3,140
Built-up  Area,Ready To Move,Singasandra,1 Bedroom,1,0,45
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 Bedroom,3,0,115
Super built-up  Area,Ready To Move,Attibele,2 BHK,2,1,25
Built-up  Area,Ready To Move,Attibele,1 BHK,1,1,11.5
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,1,1,36.8
Plot  Area,Ready To Move,Kadubeesanahalli,4 Bedroom,5,2,425
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,47
Super built-up  Area,Ready To Move,Budigere,2 BHK,2,2,56.7
Plot  Area,Ready To Move,Jalahalli,4 Bedroom,4,1,90
Built-up  Area,Ready To Move,Narayanapura,5 BHK,5,2,85
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2,1,47
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,2,2,160
Built-up  Area,17-?.?.,Sarjapur  Road,2 BHK,2,1,50
Super built-up  Area,18-?.?.,Banashankari,2 BHK,2,1,50
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,2,88
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,2,2,40.25
Super built-up  Area,18-?.?.,Chandapura,3 BHK,2,2,31.37
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,5,2,335
Super built-up  Area,19-?.?.,Kanakpura Road,3 BHK,3,2,130
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,2,1,41.5
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,3,3,65
Super built-up  Area,Ready To Move,Brookefield,2 BHK,2,2,56
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,5,1,279
Super built-up  Area,19-??.?.,Hosa Road,3 BHK,3,2,103
Built-up  Area,Ready To Move,Thanisandra,3 BHK,3,1,88
Super built-up  Area,Ready To Move,Cox Town,2 BHK,2,2,95
Super built-up  Area,18-?.?.,Banashankari,3 BHK,3,2,90.75
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,1,48.7
Plot  Area,Ready To Move,Behind Don Bosco Church,4 Bedroom,4,1,110
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3,,95
Super built-up  Area,21-?.?.,Kanakpura Road,3 BHK,3,2,56.57
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,4,1,200
Super built-up  Area,Ready To Move,Bagalur,2 BHK,2,1,50
Super built-up  Area,18-?.?.,Seshadripuram,2 BHK,2,1,164
Built-up  Area,Ready To Move,Whitefield,2 BHK,2,1,50
Built-up  Area,Ready To Move,BHEL Layout,6 Bedroom,4,1,170
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,3,2,60
Plot  Area,Ready To Move,KR Puram,4 Bedroom,4,2,100
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,5,0,165
Super built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,2,1,95
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,5,1,240
Plot  Area,Ready To Move,9th Phase JP Nagar,2 Bedroom,2,0,80
Built-up  Area,Ready To Move,Devara Jeevanahalli,3 Bedroom,3,0,52
Super built-up  Area,Ready To Move,1st Block HBR Layout,1 BHK,1,0,45
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,1,35.88
Super built-up  Area,18-?.?.,Sarjapur,4 BHK,,,80.59
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,2,1,56
Super built-up  Area,19-?.?.,Thanisandra main road,4 BHK,4,2,590
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,3,3,425
Super built-up  Area,Ready To Move,Balagere,2 BHK,2,1,75
Super built-up  Area,19-??.?.,Hosa Road,1 BHK,1,0,39.99
Built-up  Area,18-?.?.,Sarjapur  Road,3 Bedroom,3,1,119
Super built-up  Area,Ready To Move,Nagavara,2 BHK,2,1,50
Plot  Area,Ready To Move,Immadihalli,1 Bedroom,1,1,27
Plot  Area,Ready To Move,Shanthi Layout,3 Bedroom,3,0,87
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,2,0,40
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,2,2,33
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,2,2,65
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,1,1,29
Plot  Area,Ready To Move,Whitefield,5 Bedroom,5,2,269
Plot  Area,Ready To Move,Sarjapura - Attibele Road,5 Bedroom,6,3,295
Super built-up  Area,Ready To Move,Kalkere,3 BHK,3,3,95
Super built-up  Area,Ready To Move,Harlur,3 BHK,3,2,132
Plot  Area,Ready To Move,Hennur Bande,5 Bedroom,4,2,150
Plot  Area,Ready To Move,1st Phase JP Nagar,5 Bedroom,7,2,350
Super built-up  Area,Ready To Move,Anugrah Layout,3 BHK,3,1,100
Super built-up  Area,Ready To Move,Hoskote,3 BHK,3,3,50
Plot  Area,Ready To Move,Hosahalli Extension,2 Bedroom,2,1,40
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,1,69.44
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,3,2,85
Built-up  Area,18-??.?.,1st Block Koramangala,3 BHK,3,2,210
Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,2,1,65
Super built-up  Area,19-?.?.,Hebbal,2 BHK,2,1,91
Super built-up  Area,18-?.?.,Bhoganhalli,4 BHK,4,3,111
