Sex,Education Level,Renew,Online Activity,Marital Status,Monthly Income,Months with Company,Brand Loyalty,Location Code,City,Years after high school graduation
Female,Graduate School,Yes,7.357194711891566,Single,6952.515684399092,48.0,0.6769799233692865,Suburban,Manchester,40.0
Male,High School,No,6.460602252049273,Married,3671.8588456806874,85.0,-0.5613573285140232,Rural,New Castle,39.0
Male,Graduate School,No,5.0513095176714415,Single,4150.818333535033,77.0,-0.46659719696727747,Rural,London,51.0
Male,High School,No,5.052737696832329,Single,4753.876484286441,68.0,-0.1367301088956172,Rural,London,29.0
Male,College,Yes,4.075528673168194,Married,2973.7674948702834,36.0,-0.5916306332603073,Urban,Manchester,26.0
Female,High School,No,4.159652155090846,Married,6228.622924940145,39.0,0.22102280736705815,Rural,New Castle,41.0
Female,Graduate School,No,4.8961970381664415,Married,4065.1333131398787,75.0,0.022498379522913114,Rural,London,27.0
Female,College,No,6.437147463017388,Married,3876.613424992079,52.0,0.44855394414346295,Rural,London,26.0
Male,College,No,5.029131404234942,Married,3965.655496829088,59.0,0.25405986026201494,Rural,Manchester,16.0
Female,Graduate School,Yes,7.0609647361806545,Single,5626.07786054306,32.0,0.4931492296188359,Urban,Manchester,36.0
Male,Graduate School,No,6.459974386999834,Married,2980.10476716186,81.0,-0.37237075394582575,Rural,New Castle,38.0
Male,College,,4.975209040030876,Single,4606.260225711506,79.0,,Rural,London,20.0
Female,College,No,5.9054077837687595,Married,4843.477186747444,,0.30859199979656393,Rural,London,34.0
Female,High School,No,3.911225820731504,Married,5055.127006550249,35.0,0.5849556684722113,Rural,New Castle,24.0
Male,Graduate School,Yes,5.194720927294558,Divorced,4368.197025369225,,0.13168068168681335,Suburban,London,32.0
Male,High School,No,4.304727556988269,Married,,51.0,0.589454443359253,Rural,Manchester,35.0
Female,College,No,6.41767781472246,Single,4414.503387256636,107.0,-0.3832351663471138,Suburban,New Castle,30.0
Male,High School,No,5.950760737323684,Married,4324.262546391087,72.0,-0.866635500820042,Suburban,London,43.0
Male,College,No,4.5473750760450224,Married,4027.7085091532003,64.0,-0.1567326984630162,Rural,London,35.0
Female,College,Yes,7.505254898324534,Divorced,4752.519621300203,61.0,-0.21889895865386017,Suburban,New Castle,14.0
Female,Graduate School,Yes,3.7866846490167916,Married,4670.937875793819,34.0,0.19866910889132794,Urban,Manchester,
Male,High School,No,3.697045450785951,Married,4411.485737766253,68.0,-0.3745073678096647,Rural,London,47.0
Male,College,Yes,6.158939265825445,Single,5305.415527039506,48.0,0.10919072490632509,Urban,Manchester,36.0
Female,Graduate School,Yes,6.695978133414908,Divorced,4373.573737728232,73.0,-0.8765322076375094,Suburban,New Castle,30.0
Male,College,No,4.8934837464955185,Married,4990.370720563462,85.0,-0.3234802046796966,Rural,Manchester,34.0
Female,Graduate School,No,4.754526638923968,Divorced,4500.590084238194,114.0,-0.6252860407551939,Rural,Manchester,2.0
Female,High School,Yes,6.69018882814213,,4507.2916576825655,41.0,0.2010098354711113,Rural,London,30.0
Female,High School,Yes,5.397402365861202,Divorced,4685.027068845121,55.0,-0.6993580823978114,Urban,London,33.0
Female,High School,Yes,5.341382328362968,Single,3874.0801215699917,45.0,-0.32103439430996616,Suburban,New Castle,39.0
Female,High School,No,5.881026816158283,Married,5382.327680475958,75.0,-0.7816083577790465,Rural,New Castle,27.0
Male,Graduate School,No,3.930675047467768,Divorced,5746.194643314864,55.0,-0.45521909679802397,Suburban,New Castle,29.0
Male,College,No,5.586841526515372,Married,4078.8791625146782,47.0,0.27156836045804783,Rural,London,38.0
Female,Graduate School,Yes,6.431431327437856,Divorced,6240.773770937932,57.0,0.26236827275578495,Urban,Manchester,38.0
Female,High School,Yes,7.658985614307184,Divorced,5112.642546118642,52.0,-0.1252038397191259,Urban,New Castle,30.0
Female,High School,No,5.762071044889078,Single,3551.9617356097483,77.0,-0.1723446388041912,Suburban,London,21.0
Female,College,No,4.07990009641582,Divorced,3650.9464386117843,47.0,1.143556053439968,Rural,London,21.0
Female,College,Yes,6.523514637804072,Divorced,6173.985111906744,48.0,0.19882036485773963,Urban,New Castle,33.0
Male,High School,Yes,4.738676102678482,Single,5511.8075552014,58.0,-0.14645186192370127,Suburban,New Castle,26.0
Female,College,Yes,5.82623026950025,Single,4211.968614797259,43.0,-0.07191581067503347,Urban,Manchester,23.0
Male,High School,Yes,6.360199131414441,Divorced,5010.939411382881,64.0,-0.3772619589212082,Suburban,London,27.0
Female,College,,5.927201913005471,Divorced,3544.9559986942927,59.0,-0.7274501376597028,Rural,London,32.0
Female,High School,No,5.35202378701088,Married,4082.2721251900607,71.0,0.37311224255289166,Urban,New Castle,45.0
Male,Graduate School,No,3.883939310171411,Married,6378.516872346208,83.0,0.21789575780576526,Rural,London,39.0
Female,College,Yes,6.320052868442122,Divorced,3731.269915435946,24.0,0.04704675093273794,Urban,London,41.0
Male,High School,Yes,4.171260614719681,Single,4116.788540782562,19.0,0.07681853347469098,Suburban,London,42.0
Female,Graduate School,No,4.315201438429683,Married,5468.290000848695,73.0,0.22718640323354072,Rural,London,34.0
Male,College,Yes,5.008188116908932,Divorced,3683.753997912657,22.0,-0.0438892392341389,Rural,Manchester,41.0
Female,High School,No,6.210952388139796,Married,4792.496205671578,38.0,0.4249189023577499,Rural,Manchester,36.0
Female,Graduate School,Yes,4.9454340559481,Divorced,5561.134527969279,34.0,0.3055068838271544,Urban,Manchester,24.0
Female,Graduate School,No,4.941959668899821,Married,6306.84425756507,86.0,-0.21970916380338465,Rural,Manchester,26.0
Male,High School,No,4.954167982021946,Single,5243.166958448719,42.0,0.7609284968301099,Rural,Manchester,30.0
Male,College,Yes,5.553084854936769,Divorced,5331.067280695231,60.0,-0.33706101991434745,Urban,Manchester,28.0
Male,Graduate School,Yes,4.995073321342472,Single,6188.9210698647385,58.0,-0.10841583287575167,Urban,,31.0
Female,College,Yes,5.167953657662041,Divorced,3703.2297121380575,56.0,-0.8953654299764764,Rural,Manchester,42.0
Male,Graduate School,No,6.0372758515688085,Single,2978.6999944742065,54.0,0.6456390621688084,Rural,Manchester,30.0
Female,College,Yes,7.116134020500919,Single,5117.79660619712,78.0,-0.46226844837126485,Suburban,New Castle,48.0
Female,College,Yes,6.121760563245832,Divorced,3669.901810226488,20.0,0.09946721093681726,Urban,New Castle,34.0
Female,High School,No,4.645780122352879,Married,5091.386223358566,65.0,0.5521979586040547,Suburban,Manchester,40.0
Male,College,Yes,6.163600059461962,Divorced,4594.720948506102,40.0,-0.10168230682636237,Suburban,London,19.0
Male,College,Yes,6.440576485846954,Divorced,5250.598644707774,61.0,-0.4472972416159804,Suburban,London,29.0
Female,High School,No,6.034236077272075,Divorced,4745.749666540692,56.0,0.1678422670495126,Rural,New Castle,31.0
Female,High School,No,5.773510002175103,Married,4477.963209446099,87.0,-0.25075321991296823,Rural,Manchester,27.0
Male,Graduate School,No,5.5797142120723136,Married,3077.0857677635267,83.0,0.31870321053480066,Urban,London,34.0
Female,Graduate School,Yes,7.512177828976734,Single,,37.0,0.20657722028042375,Suburban,New Castle,22.0
Male,Graduate School,No,6.461987536721755,Divorced,4523.091620623141,52.0,0.1568209258654346,Rural,London,41.0
Female,College,Yes,7.691247351880569,Divorced,5338.770293439692,67.0,-0.1481860047729653,Suburban,New Castle,20.0
Male,High School,Yes,5.984222911095035,Divorced,4393.401097992954,50.0,-0.2208786452435384,Urban,London,55.0
Male,High School,Yes,7.238063356506705,Divorced,4915.972964194247,62.0,-0.24572425676904813,Urban,Manchester,45.0
Female,Graduate School,No,5.0990058755642815,Single,4059.1797716089345,73.0,-0.28646613987133157,Rural,Manchester,32.0
Male,Graduate School,Yes,6.428265713417443,Single,5892.654675002177,66.0,-0.08473834058281098,Rural,New Castle,34.0
Male,College,No,3.7184715262056427,,4494.978415850209,66.0,-0.32684352077607215,Suburban,Manchester,30.0
Female,College,Yes,5.497007949668313,Divorced,5484.986513711412,42.0,0.19006612033939696,Suburban,Manchester,37.0
Female,College,No,5.16818113501777,Married,2654.2539436932966,72.0,-0.32804530817822153,Suburban,,33.0
Female,Graduate School,No,4.559598218775728,Single,5518.277693139769,86.0,-0.10036969912561985,Rural,New Castle,36.0
Female,College,No,3.1952163868494416,Married,5544.141467862459,80.0,-0.6777107721726252,Urban,Manchester,29.0
Female,High School,Yes,4.955525732135773,Divorced,6943.946922888801,30.0,0.8415062310402557,Suburban,Manchester,38.0
Male,Graduate School,No,4.562931304272816,Married,4740.2339795414455,86.0,-0.9252631975552598,Rural,Manchester,24.0
Male,High School,No,4.246977207154549,Married,3587.0389890735823,30.0,1.2894323599135806,Suburban,New Castle,41.0
Male,Graduate School,No,4.3303382311555545,Married,4277.388114633257,67.0,-0.04742049836659509,Rural,London,41.0
Male,High School,Yes,8.6683122616302,Single,4643.5531842984965,51.0,-0.22361315139489618,Urban,Manchester,32.0
Female,College,Yes,,Single,5089.370982687227,46.0,0.09944602196144259,Rural,Manchester,26.0
Female,College,Yes,4.731811739104463,Divorced,4441.448265915841,59.0,-0.6201603237415805,Urban,London,39.0
Female,High School,Yes,8.586013034766582,Married,5356.21127183526,44.0,0.19829019409706927,Urban,New Castle,36.0
Male,College,No,5.120659670674598,Married,6559.421383513668,62.0,0.30267682023835507,Rural,New Castle,45.0
Male,College,Yes,5.071993306361665,Married,4853.8009663367875,28.0,0.32563886111262863,Urban,Manchester,31.0
Male,Graduate School,Yes,5.549474623879455,Divorced,4923.467262278833,21.0,0.1929541539557913,Suburban,New Castle,24.0
Male,Graduate School,Yes,4.554280227260339,Single,4512.50809521692,18.0,0.3109418837599981,Urban,New Castle,50.0
Female,College,Yes,7.102503918587839,Married,3254.5875197404403,23.0,-0.2290772141088047,Urban,New Castle,39.0
Male,College,Yes,4.362342546100374,Divorced,4605.553949376261,44.0,,Urban,Manchester,45.0
Male,College,No,3.3294369518223057,Married,5047.357197221457,56.0,0.04024859766696712,Rural,Manchester,22.0
Male,High School,Yes,5.648256814494597,Single,4491.190019187866,28.0,0.07805519311361975,Rural,New Castle,41.0
Female,Graduate School,Yes,8.136056615331059,Divorced,6823.39378268467,71.0,0.0661960230010567,Rural,New Castle,39.0
Male,Graduate School,Yes,6.160484016996205,Married,4578.053713956326,21.0,0.34154513783507146,Urban,London,27.0
Male,College,No,7.041421187185438,Married,2883.4904060353847,69.0,-0.5407759776111098,Rural,Manchester,24.0
Male,Graduate School,No,5.280836709873008,Divorced,4093.8763421890762,69.0,-0.6720604339556411,Rural,London,38.0
Male,High School,Yes,6.051486727830463,Divorced,5542.079931659673,51.0,-0.02159654462999938,Urban,London,33.0
Female,College,No,5.461972384058426,Single,4786.189573118305,65.0,-0.23603120283169315,Suburban,New Castle,19.0
,High School,Yes,6.227118487544116,Married,6086.2890757679725,37.0,0.5115734160118465,Urban,New Castle,32.0
Male,Graduate School,Yes,4.4210225077458265,,3362.5077097620924,34.0,-0.36250766916424615,Urban,London,39.0
Male,College,No,2.9052142781968646,Single,7906.0004603784,76.0,-0.04410237804095124,Rural,Manchester,26.0
Male,High School,Yes,5.494226731881424,Divorced,6715.853164305041,41.0,0.6674203562740826,Suburban,Manchester,31.0
Male,College,Yes,6.732193246324497,Single,5179.976570868201,51.0,-0.2881243998097651,Urban,London,21.0
Male,High School,Yes,,Divorced,5670.173584559849,48.0,0.2812594903611718,Urban,New Castle,31.0
Male,,No,4.095064244793922,Married,4609.083159573214,95.0,-0.6085614260778576,Urban,London,25.0
Male,Graduate School,No,3.5924191526159897,Married,5616.866140966199,58.0,-0.2109126362575007,Rural,London,14.0
Male,College,Yes,6.3483408350571615,Married,5772.067527702535,39.0,0.4701838544504511,Urban,London,26.0
Female,High School,No,4.030943269065914,Married,5469.627811038568,52.0,0.4808187369830652,Rural,New Castle,40.0
Male,High School,Yes,7.334207853820786,Single,5842.745618968034,38.0,0.3896865564468789,Suburban,New Castle,58.0
Male,Graduate School,,6.242549634258098,Divorced,3751.9485746618057,59.0,-0.6804448767513556,Urban,Manchester,30.0
Female,Graduate School,,6.6680770708529415,Married,4110.295370214444,78.0,0.4026587052015398,Suburban,London,49.0
Female,College,Yes,3.5829313260875875,Single,3006.852115029112,35.0,-0.553895330767401,Urban,New Castle,30.0
Female,College,No,3.5120680813549856,Married,5144.6539373075375,72.0,-0.09345851786476994,Rural,Manchester,24.0
Male,Graduate School,No,4.315194164864906,Married,5390.717539888043,44.0,0.21013838943060204,Rural,London,35.0
Female,College,Yes,7.1765300299172425,Divorced,7139.341559185477,56.0,0.7297398449522406,Urban,New Castle,29.0
Female,High School,No,5.078979508296936,Married,5015.628337841172,67.0,-0.20035154147952253,Rural,New Castle,36.0
Female,Graduate School,No,4.357773105370735,Married,6227.670275328326,49.0,-0.27773631909701535,Suburban,London,27.0
Male,High School,No,5.2487325427865335,Divorced,4044.080230416998,84.0,-0.4801131438188545,Suburban,New Castle,38.0
Male,High School,Yes,6.6172143021112255,Divorced,3738.974672199813,34.0,0.005829701899773387,Urban,Manchester,45.0
Female,Graduate School,Yes,7.593780734003001,Divorced,3889.3914021290925,26.0,0.13303955147160218,Urban,London,37.0
Female,High School,Yes,5.959309137134884,Divorced,4103.513709754901,42.0,-0.3180475233302023,Rural,London,27.0
Male,Graduate School,No,6.281196620128814,Married,5081.622817623239,66.0,-0.41428581659303315,Suburban,New Castle,38.0
Male,High School,No,4.04116575416438,Married,4765.632665878071,75.0,-0.4854980750616574,Suburban,New Castle,26.0
Female,College,Yes,7.354883983532282,Single,6471.456145692106,69.0,-0.18177992465040196,Urban,New Castle,29.0
Male,,No,6.713472295203344,Married,3048.681672978217,81.0,-0.33442398206940316,Suburban,London,26.0
Male,College,Yes,6.936017593768762,Divorced,4777.954336546049,17.0,0.5283108121822914,Suburban,New Castle,31.0
Female,College,Yes,7.5148920367510925,Married,1866.879750347562,36.0,-0.5613957160206335,Suburban,Manchester,39.0
Male,College,Yes,5.158274010326444,Married,4614.439728289178,33.0,0.15756663444526314,Urban,New Castle,26.0
Female,Graduate School,Yes,7.511367161066449,Married,4733.61271758138,43.0,-0.13657419313483313,Suburban,London,37.0
Male,High School,No,5.977903736005317,Divorced,4360.457012176468,60.0,0.1029338213867323,Rural,Manchester,28.0
Male,High School,Yes,6.953828070180031,Married,5383.099079669866,61.0,-0.291068354310466,Urban,Manchester,36.0
Male,Graduate School,Yes,6.459888188772328,Single,5041.249764310699,62.0,-0.4578813908675937,Urban,London,37.0
Female,Graduate School,Yes,7.1546914395105485,Divorced,6140.6228652794,38.0,0.7287829548919705,Urban,London,41.0
Male,College,Yes,7.4833812398976605,Divorced,2499.4873469148106,30.0,-0.27503816518124813,Urban,Manchester,28.0
Female,High School,Yes,8.888285403184991,Single,5895.687877665195,51.0,0.3535445583755177,Suburban,Manchester,32.0
Male,High School,No,3.8512406346948582,Married,3599.5392618599026,48.0,-0.26453674772535285,Suburban,London,54.0
Female,College,Yes,8.227815367968002,Divorced,6956.193008388029,58.0,0.3901578782808015,Urban,New Castle,50.0
Male,College,Yes,7.282885391708905,Single,3946.4549150920293,13.0,0.3289167743075796,Urban,London,20.0
Male,Graduate School,No,4.668940401266786,Single,4448.819407234627,84.0,-1.108585285596175,Rural,London,34.0
Male,Graduate School,Yes,4.307877704048557,Married,5698.529639594451,50.0,0.04827764014835639,,Manchester,28.0
Male,High School,Yes,,Divorced,2967.4384120165996,39.0,-0.44933473564089627,Urban,New Castle,33.0
Female,College,Yes,5.662864858424325,Divorced,5617.242965724758,58.0,-0.06687990572522046,Urban,New Castle,50.0
Male,College,Yes,7.760227880967088,Divorced,3634.62726993138,26.0,-0.06224566159998521,Urban,Manchester,32.0
Male,High School,No,,Married,4727.703568177131,98.0,-0.2713456443668601,Rural,London,38.0
Male,High School,Yes,7.632420372727407,Single,3445.355716760656,30.0,-0.22701388246481466,Urban,London,33.0
Male,College,Yes,5.431849791557578,Divorced,3209.891169324897,40.0,-0.5550119695352496,Urban,New Castle,34.0
Male,Graduate School,Yes,7.796596003827922,Divorced,7432.744910569621,61.0,0.5497740700014627,Urban,New Castle,23.0
Male,Graduate School,No,3.9326340250438765,Single,5344.199462184891,76.0,-0.38294137483938706,Rural,Manchester,14.0
Female,College,Yes,10.0,Divorced,5032.433464838869,65.0,-0.37101256176463016,Suburban,London,36.0
Female,College,Yes,7.809614298454835,Divorced,4252.196799863972,8.0,0.7048769947249457,Urban,Manchester,22.0
Male,High School,Yes,6.247823537957314,Single,3507.65583793898,48.0,-0.5037651750755903,Urban,Manchester,26.0
Male,Graduate School,Yes,4.535035565421515,Single,4908.696689685866,29.0,0.3550666711472915,Urban,London,39.0
Male,High School,Yes,5.869222651971513,Divorced,4805.813866278816,45.0,-0.13162644586142458,Suburban,Manchester,39.0
Female,High School,Yes,6.09622587484927,Single,6475.42882045628,,1.1984233694986821,Urban,London,28.0
Female,College,No,4.077350299825733,Married,6850.525715208842,48.0,-0.010414627024831202,Urban,New Castle,27.0
