Marital Status,Education Level,Brand Loyalty,Online Activity,Years after high school graduation,Sex,Renew,Annual Income,Location Code,Years with Company,City
Single,Graduate School,-0.8853251062437345,6.465489799827187,30.0,Male,Yes,63082.14849468873,Suburban,4.0,London
Married,College,0.30232555870972494,6.8747761571831365,34.0,Female,Yes,45757.773948908834,Urban,5.0,London
Single,Graduate School,-0.09007398327862515,3.011940200928032,17.0,Male,Yes,61241.21096118523,Suburban,4.0,London
Married,High School,-0.3496979823870419,7.024944949032012,35.0,Female,No,40354.80362066407,Rural,5.0,Manchester
Divorced,High School,-0.7157145289416526,6.122419340126435,30.0,Female,No,70622.91085036781,Rural,6.0,New Castle
Single,Graduate School,-0.7814861815250201,4.650640196251313,13.0,Female,Yes,50494.404169977744,Urban,5.0,New Castle
Married,College,-0.0011254789584645292,5.2214527819218075,19.0,Male,Yes,68477.05989901512,Suburban,4.0,London
Divorced,Graduate School,-0.2997732614446139,3.825189734965167,23.0,Male,Yes,70584.51025418704,Suburban,5.0,London
Married,High School,-0.02225263857204178,4.208702794226664,20.0,Male,Yes,52215.12760375528,Suburban,6.0,Manchester
Single,College,0.2645760691559893,4.280087442746261,42.0,Male,No,61621.05725499251,Urban,4.0,New Castle
Divorced,Graduate School,-0.26169066869345614,5.4347202194296065,25.0,Female,Yes,30685.253960966234,Urban,7.0,London
Married,High School,0.3041696655535019,6.0801138676154745,34.0,Female,No,56611.9352401004,Rural,4.0,Manchester
Single,College,0.5475171343339764,7.0076518466254125,24.0,Female,Yes,58537.08751297508,Suburban,7.0,Manchester
Divorced,Graduate School,0.02653490871810009,5.926581261142321,32.0,Female,Yes,64579.86716534596,Urban,4.0,Manchester
Married,Graduate School,-0.42172076610518855,3.8883550611758473,36.0,Male,,66694.42675410368,Urban,3.0,Manchester
,College,-0.3309323668746992,4.732472777626068,18.0,Male,Yes,63991.7734595354,Urban,7.0,London
Single,College,0.35283701042863524,5.248315900698306,15.0,Male,Yes,59629.27349653101,Urban,6.0,London
Divorced,Graduate School,-0.5121462145857181,5.035779093708428,22.0,Female,Yes,63579.35238380258,Urban,2.0,New Castle
Married,Graduate School,-0.8612081546786488,8.695930098447057,23.0,Male,No,40874.48585712393,Urban,7.0,New Castle
,College,0.637004730724748,7.82397927084482,32.0,Female,Yes,59089.39015560185,Suburban,4.0,Manchester
Single,High School,-0.4520141987001328,8.117451841422078,31.0,Male,Yes,80729.56093351645,Urban,8.0,Manchester
Divorced,Graduate School,-0.2751826850299273,5.4817553501140965,32.0,,Yes,61886.26560652793,Urban,5.0,London
Single,College,-0.722269449410101,7.330018564923034,32.0,Female,Yes,48395.16971069621,Urban,6.0,
Married,College,-0.2482953499327587,5.262452509667974,,,No,47146.21262228339,Rural,6.0,New Castle
Single,College,-0.11435449539341752,6.491197532765568,24.0,Male,Yes,59164.71670373697,Urban,8.0,Manchester
Divorced,Graduate School,-0.1643567209296458,5.422044912589623,29.0,Male,Yes,60830.11800877419,Urban,4.0,New Castle
Divorced,Graduate School,-0.7344351625597246,7.748566082508425,21.0,Female,Yes,53537.44268313743,Suburban,6.0,Manchester
Married,High School,0.4482564767542544,4.786272958489557,38.0,Female,No,44939.185031321686,Rural,5.0,Manchester
Married,High School,0.052796258907712675,6.358297979682213,26.0,Male,Yes,51505.094661606956,Urban,4.0,New Castle
Married,College,-0.25884380384124706,3.0033371970712803,28.0,Male,Yes,42993.51998914484,Rural,5.0,London
Single,High School,-0.14615023132220734,4.139629437813341,12.0,Male,Yes,70525.21780912708,Urban,7.0,Manchester
Divorced,Graduate School,-0.4879426278961708,6.44025371189521,23.0,,No,59165.790819329864,Rural,3.0,Manchester
Married,High School,0.4504292848974057,7.193963394748747,26.0,,,50014.012028835285,Rural,4.0,Manchester
Married,High School,-0.5487590952251702,6.867657180191714,15.0,Male,No,56100.19042699093,Rural,6.0,London
Divorced,Graduate School,-0.04212550942183883,3.681759866415774,17.0,Female,Yes,55640.783494379764,Rural,4.0,New Castle
Divorced,Graduate School,-1.0307742631323076,,21.0,Male,Yes,67432.12780427396,Urban,2.0,Manchester
Divorced,High School,-0.449037816814688,7.080920111942465,28.0,Male,Yes,62899.80363885578,Suburban,,New Castle
Divorced,High School,0.4273989024778698,4.093137909483368,22.0,Female,Yes,60715.04028132726,Urban,5.0,New Castle
Single,Graduate School,0.3178701225542706,3.709709667019561,24.0,Female,Yes,57134.08586738903,Urban,7.0,London
Married,High School,-0.015984127638384887,4.750080196803064,21.0,Female,Yes,58417.77242851247,Suburban,6.0,London
Married,College,-0.3648460925714308,5.358518819131173,15.0,Male,Yes,59267.02235926737,Suburban,4.0,London
Married,Graduate School,0.4133589116272891,4.834218889087761,21.0,Male,Yes,67586.75348134957,Urban,6.0,Manchester
Divorced,College,-0.4796683806372639,4.349066934146245,18.0,Male,Yes,49378.79741666923,Urban,3.0,London
Single,High School,-0.08935591404098703,5.156043149934585,30.0,Male,Yes,49689.41395921928,Urban,3.0,Manchester
Divorced,College,-0.4780814623783227,7.28192166478143,20.0,Female,No,60773.34217479634,Rural,3.0,London
Divorced,,-0.01029383976073453,3.9636034793510486,14.0,Male,Yes,52304.07416760724,Urban,6.0,New Castle
Married,Graduate School,-0.33007513824576046,6.155532077090031,37.0,Female,No,46889.08714124973,Urban,5.0,Manchester
Married,College,0.33730130397183905,6.711112490069367,26.0,Female,No,52319.963744701316,Suburban,7.0,New Castle
Married,High School,0.2618143389367288,7.239431518322261,28.0,Male,No,54295.09571611637,Suburban,3.0,Manchester
Divorced,High School,-0.047157256413420265,5.62580370457176,28.0,Male,,66930.98120126015,Rural,6.0,Manchester
Single,Graduate School,-1.208583560628412,3.5892366661133206,21.0,Female,No,45795.652315782805,Rural,4.0,New Castle
Single,High School,0.29917913126603046,6.549634821252363,34.0,Male,Yes,53818.92634067062,,7.0,New Castle
Single,College,0.27035354449156423,4.686585161053573,28.0,Male,Yes,50471.54157991182,Urban,4.0,New Castle
Married,Graduate School,0.19930735267896804,7.865698064448589,35.0,Male,No,58320.98350592778,Rural,8.0,London
Married,Graduate School,0.052136924418653335,6.78812611709594,26.0,Male,No,54962.32545818604,Rural,4.0,New Castle
Single,Graduate School,-0.3269306993414833,8.036801222575814,26.0,Female,No,47217.312190868535,Rural,6.0,New Castle
Married,High School,-0.10582231537132247,6.699085746171382,47.0,Male,No,59566.16681472333,Rural,2.0,London
Single,Graduate School,-0.021811288288048444,2.9712244163975736,19.0,Female,Yes,62958.14570818493,Suburban,4.0,Manchester
Married,College,0.5436614299348037,6.171106940050933,32.0,Female,No,43732.37838230825,Rural,5.0,New Castle
Single,Graduate School,0.777975577843463,2.5727240317917794,26.0,Female,Yes,53971.33833906242,Urban,2.0,Manchester
Divorced,College,1.0138479473521986,5.422971578004833,33.0,Female,No,51532.493829885905,Suburban,4.0,Manchester
Married,Graduate School,-0.24024074981249194,6.726075248465719,30.0,,No,53450.49572879482,Rural,4.0,London
Divorced,High School,-0.01470124528997413,6.322743157268453,25.0,Male,Yes,63671.96005475124,Urban,2.0,London
Single,High School,-0.1017779611558389,6.781923828094958,28.0,Male,Yes,32219.937554634173,,6.0,Manchester
Divorced,College,0.9564979056923265,5.7461549863278565,26.0,Female,No,,Rural,5.0,New Castle
Divorced,High School,0.6953836885590764,3.985982365484714,18.0,Male,Yes,49234.910692324345,Urban,5.0,Manchester
Married,Graduate School,-0.02386156958454841,6.407992682695717,25.0,Male,Yes,72097.34976566755,Urban,8.0,Manchester
Married,Graduate School,0.20352204374881372,9.717664222661778,22.0,Female,Yes,57871.318528123455,Suburban,7.0,London
Married,College,1.0182979096377829,4.711059016923194,23.0,Male,Yes,68223.08266223976,Suburban,4.0,Manchester
Married,High School,,7.179935525687384,33.0,Female,Yes,77599.57936169984,Urban,4.0,London
Single,Graduate School,-0.012651947682211492,6.038452915211499,24.0,Male,No,54887.387220637815,Suburban,6.0,Manchester
Divorced,Graduate School,0.488763399129633,7.670800034097461,30.0,Female,Yes,37947.66012821871,Urban,4.0,Manchester
Divorced,Graduate School,0.07645001706619715,4.604068631253158,25.0,Female,Yes,54577.2309081054,Suburban,7.0,London
Divorced,Graduate School,0.48730786390498515,7.087212383168134,37.0,Male,Yes,66164.28333914948,Urban,3.0,Manchester
Single,College,0.2688253310174762,5.687143994460434,26.0,Female,Yes,62458.03115277041,Urban,5.0,New Castle
Married,Graduate School,-0.31256098239577706,6.711638851950679,32.0,Male,No,40459.96245041079,Suburban,5.0,Manchester
Single,High School,0.4802042996964809,4.189317436225903,25.0,Male,Yes,72488.78214516211,Urban,3.0,London
Single,Graduate School,-0.7604850897235673,3.8994027082157796,37.0,Male,No,60283.30049848655,Rural,6.0,London
Divorced,College,0.07094597723926589,6.962217552234831,34.0,Male,Yes,53682.87806346509,Suburban,6.0,Manchester
Divorced,High School,-0.11314128901065976,5.5900793086405995,24.0,Female,Yes,69482.71640899823,Rural,6.0,London
Married,Graduate School,-0.37128983429699497,7.003884127275191,21.0,Female,No,45494.487203484,Rural,4.0,
Married,,0.1724596910037566,7.742948647459092,23.0,Male,No,42091.21806063583,Rural,3.0,London
Married,Graduate School,0.48668368802404083,5.514266890885956,45.0,Female,No,79219.78186239004,Suburban,3.0,London
Divorced,Graduate School,0.3144376604342304,2.666897213630738,31.0,Male,No,47490.46140380429,Rural,5.0,New Castle
Single,High School,0.625674222926514,5.118665408290163,24.0,Female,No,62479.206391576314,Rural,4.0,New Castle
Single,Graduate School,0.44444163281550053,6.366127176518162,21.0,Male,Yes,53287.06563809055,Urban,4.0,London
Single,College,-0.5339084919639946,5.064322347421764,25.0,Female,No,51155.185633152236,Rural,8.0,London
Single,Graduate School,-0.13907532183901078,6.024972386736335,32.0,Male,Yes,66718.18284561363,Urban,2.0,New Castle
Divorced,Graduate School,0.5255806647327279,3.3855403985359933,27.0,Male,Yes,54531.045547459085,Urban,4.0,Manchester
Single,High School,0.25050990907349174,,40.0,Female,No,68492.00251680032,Rural,6.0,Manchester
Married,College,-0.4279057459916662,6.82936162467033,35.0,Female,No,83368.2642283049,Suburban,4.0,New Castle
Single,Graduate School,-0.10207463514703535,6.133721700713923,31.0,Male,No,43588.32978171908,Suburban,5.0,Manchester
Married,High School,-0.3462716999854889,6.4671829837065875,33.0,Male,Yes,43915.556457661034,Suburban,4.0,London
Married,High School,-0.17331688486424718,7.908923306041443,12.0,Female,No,45636.342579806995,,6.0,New Castle
Divorced,College,0.1305616455343811,6.345135978230648,33.0,Female,Yes,58261.76134584884,Urban,5.0,Manchester
Married,High School,0.46955833908319483,4.648242733734915,35.0,Male,No,58779.24232405402,Rural,6.0,Manchester
Divorced,College,0.19875233274230017,7.656635050415565,33.0,Male,Yes,42546.42500031582,Urban,2.0,New Castle
Divorced,College,-0.4745879367520288,5.639613065229158,31.0,Male,No,57008.18134968459,Rural,6.0,London
Single,Graduate School,0.49044375427472786,7.023848087681721,26.0,Female,No,42714.623499710615,Rural,5.0,New Castle
Divorced,College,0.21777575205763247,7.105605735620127,35.0,Male,No,69739.36429995825,Rural,4.0,London
Married,High School,0.7980361358925915,4.079308209400142,14.0,Female,Yes,60664.25482521426,Urban,8.0,Manchester
Married,Graduate School,0.053474007651172994,6.334549678219989,34.0,Male,No,52084.41316776031,Rural,6.0,Manchester
Divorced,Graduate School,-0.10231501517066036,4.801947891112112,22.0,Male,Yes,,Rural,6.0,Manchester
Divorced,Graduate School,-0.27364321030646355,9.032629805806422,27.0,Female,Yes,21267.819153047,Suburban,4.0,Manchester
Married,College,-0.4111940322638309,6.503192156692247,36.0,Male,No,70686.67195728091,Rural,5.0,New Castle
Single,Graduate School,-0.02613789669921121,6.110622213594973,25.0,Male,No,62207.64251298674,Rural,7.0,London
Divorced,Graduate School,-0.27047445997555875,5.119778461910698,32.0,Female,No,60288.67835968763,Rural,6.0,London
Married,College,0.5811440992227977,5.0148708972893505,20.0,Female,No,46887.07592129888,Suburban,6.0,New Castle
Married,High School,-0.36614191079071,4.096228096672879,46.0,Male,No,68036.04067682974,Suburban,5.0,Manchester
Divorced,,0.11642498053312607,5.101668057021838,33.0,Male,Yes,32163.019505853554,Suburban,6.0,London
Divorced,Graduate School,0.12645383588283174,5.952994039133931,21.0,Male,Yes,55381.7176385285,Urban,4.0,Manchester
Married,Graduate School,-0.2514650647742608,5.949333431728272,27.0,Female,Yes,52172.44732612675,Urban,7.0,Manchester
Single,Graduate School,0.4719682184918327,4.793636948483303,23.0,Female,Yes,58474.0142894421,Urban,3.0,London
Divorced,Graduate School,-0.29189143220617075,4.676487242728682,49.0,Male,No,60912.87151347376,Rural,3.0,Manchester
Divorced,Graduate School,-0.9794060608786335,7.53676808285801,39.0,Male,No,71109.74167657545,Rural,4.0,New Castle
Divorced,High School,0.7350031132447603,3.525980509799587,22.0,Female,Yes,49399.785996520586,Suburban,7.0,London
Divorced,Graduate School,0.05201388060871087,4.981500265250992,32.0,Female,No,58114.786927475514,Suburban,6.0,London
Married,High School,-0.46538614699175407,8.244318989792554,39.0,Female,No,46529.18741878315,Rural,4.0,Manchester
Married,Graduate School,-0.2149791163980564,4.507901304187433,35.0,Male,No,43519.39338324072,Rural,6.0,Manchester
Married,Graduate School,-0.15001841945253747,4.926477876924624,33.0,Female,No,48768.951898446605,Suburban,5.0,London
Divorced,College,-0.31374251031598965,3.693626820478344,14.0,Female,Yes,73099.46728953536,Urban,2.0,Manchester
Single,Graduate School,-0.08495412028409097,4.323329042011906,23.0,Male,Yes,55731.82492860584,Suburban,6.0,London
Single,College,0.3521455606545739,8.731629822131858,22.0,Female,No,66042.34327373568,Rural,6.0,London
,Graduate School,-0.16271165726258344,6.856314606023872,16.0,Female,No,51972.629359338454,Suburban,4.0,London
Married,High School,-0.09402910922112118,5.461748101967955,29.0,,No,60924.52442260453,Rural,5.0,Manchester
Married,Graduate School,0.22768260234839374,4.868793155665521,37.0,Female,No,58334.94516509582,Rural,2.0,New Castle
Single,Graduate School,-0.1613195670019884,6.974343300193212,27.0,Male,Yes,55235.29549822131,Suburban,7.0,New Castle
Married,Graduate School,0.8789043863900081,6.197985476832976,34.0,Female,No,53043.03235726947,Rural,4.0,Manchester
Divorced,High School,-0.28346274786676023,6.0439184908628025,20.0,Male,Yes,46769.75555445941,Suburban,7.0,New Castle
Single,High School,0.301487677755644,7.33695008911244,37.0,Female,Yes,61954.385575803375,Urban,4.0,New Castle
Divorced,Graduate School,0.4423587160535073,8.802689121520379,29.0,Male,Yes,38307.051807683965,Suburban,3.0,Manchester
Single,High School,-0.16756082631171365,7.369562713295017,42.0,Male,No,75723.5622075321,Rural,4.0,London
Married,College,0.17059979974048178,4.714694667268245,28.0,Male,No,52802.747471873714,Rural,3.0,London
Divorced,College,0.5202995793019374,3.5909627738731293,13.0,Male,Yes,62757.32791439038,Urban,5.0,Manchester
Married,,0.4476231187839576,6.02746240142827,35.0,Female,Yes,55325.268258514036,Suburban,3.0,New Castle
Divorced,College,0.14892943345522508,4.877973100601125,25.0,Female,Yes,61680.942255489725,Urban,5.0,London
Single,Graduate School,0.9823661985303576,3.238319343401683,21.0,Female,Yes,63573.85877662171,Urban,5.0,London
Divorced,Graduate School,-0.20665213894755735,6.251188297379315,19.0,Male,Yes,,Urban,3.0,Manchester
Married,College,0.21354333869466346,4.279523606328323,27.0,Male,No,48245.05799960591,Rural,8.0,London
Divorced,Graduate School,-0.49092710585216204,6.836054337463482,32.0,Male,No,78210.77707562942,Urban,3.0,New Castle
Divorced,Graduate School,0.1494209935709267,5.154740979189321,25.0,Male,Yes,56507.46324749206,Urban,3.0,New Castle
Married,College,0.01314133368250956,6.041977966872334,37.0,Male,Yes,68553.24266030153,Suburban,8.0,New Castle
Divorced,High School,-0.20769850315573246,6.701198512705387,29.0,Male,No,66295.92703513101,Suburban,5.0,New Castle
Married,Graduate School,-0.24360446458683743,6.785351560367323,,Male,No,62218.85107106565,Urban,3.0,Manchester
Divorced,Graduate School,-0.5209503658352945,4.353614701499895,23.0,Female,Yes,62438.48749929429,Suburban,3.0,New Castle
Single,High School,-0.2809244110931208,6.83443228704709,19.0,Female,Yes,59276.2043855107,Suburban,3.0,Manchester
Divorced,Graduate School,0.05088904354441201,3.85726050857983,23.0,Female,Yes,40536.66596752956,Suburban,6.0,London
Single,College,0.5938123818282864,7.440722519615834,34.0,Female,Yes,57983.507472360216,Urban,5.0,New Castle
Divorced,Graduate School,0.14249624713159575,3.9713375462829186,15.0,Male,Yes,58224.48067664227,Urban,3.0,New Castle
Single,Graduate School,0.06654965013965246,6.092053656259905,25.0,Male,No,62444.883233579334,Rural,4.0,
Divorced,College,-0.06549261670769349,8.868336495907482,27.0,Male,Yes,24811.66917688363,Urban,4.0,New Castle
Divorced,High School,-0.2376805376962376,6.744847820564885,27.0,Male,Yes,51411.317803562495,Urban,5.0,New Castle
Divorced,Graduate School,0.663631332015505,5.075508350936595,26.0,Male,Yes,57098.28956588026,Urban,,New Castle
Single,Graduate School,-0.42403580209622527,2.218660758112913,14.0,Female,Yes,47542.74393339585,Urban,5.0,London
Married,High School,,4.290850623019297,44.0,Male,No,49742.00465894386,Suburban,3.0,New Castle
Single,High School,0.03713153999034459,6.43980648852958,21.0,,Yes,46724.73931562871,Urban,6.0,Manchester
