Renew,Years subscribed,City,Sex,Marital Status,Education Level,Active online hours,Location Code,Years after high school graduation,Brand Loyalty,Monthly Income
No,3.0,Udon,Female,Divorced,Graduate School,4.408553890329472,Urban,37.0,0.6515348465513414,3739.7663363953197
Yes,5.0,Udon,Male,Single,College,5.851653401516917,Suburban,29.0,0.1793449199856635,5982.9835985493955
Yes,7.0,Khon Kaen,Female,Married,College,3.6228884961138377,Urban,43.0,-0.13036693795371657,2735.355237803453
Yes,4.0,Udon,Male,Divorced,Graduate School,5.230321038475405,Suburban,28.0,-0.2849768960804451,4573.443309142076
No,3.0,Udon,Male,Married,High School,3.779112677028307,Suburban,27.0,-0.2684766699823288,4520.590372181239
Yes,5.0,Khon Kaen,Female,Divorced,College,5.2326534948352466,Urban,13.0,0.28416853650970664,7093.938234964209
No,4.0,Mahasarakam,Female,Married,College,4.238984962810622,Suburban,18.0,0.8624331919436112,4082.7482329475492
No,6.0,Udon,Female,Married,High School,4.368641975684925,,48.0,-0.36090548485764706,5736.4415846688735
No,4.0,Khon Kaen,Male,Married,High School,4.706228302143273,Suburban,24.0,-0.1230697233906914,2984.393636372167
Yes,6.0,Udon,Female,Single,College,5.5997141429050705,Urban,38.0,0.33271798460439816,4781.566384943998
Yes,6.0,Khon Kaen,,Single,Graduate School,4.961205680008649,Rural,39.0,0.11399259104525683,6522.296044434588
No,6.0,Udon,Male,Divorced,College,4.036199581261193,Suburban,24.0,0.28626650032833445,6142.809428249707
Yes,5.0,Udon,Female,Divorced,High School,4.57518812667357,Suburban,37.0,-0.09902269694973301,4086.0470667734508
Yes,4.0,Udon,Female,Divorced,Graduate School,4.766617015916462,Rural,31.0,0.16663585565412903,5323.469459843052
No,3.0,Mahasarakam,Female,Married,High School,3.636856756521901,Rural,21.0,-0.04373164730490778,4393.334913248068
No,6.0,Udon,Male,Married,College,2.997568096013646,Rural,37.0,0.593036569882364,5373.271073241893
No,7.0,Udon,Female,Single,College,3.9120890177550076,Suburban,32.0,0.47669586782449935,3818.3029269802637
Yes,4.0,Mahasarakam,Male,Married,High School,8.327023409167994,Urban,50.0,0.6603896244493751,4220.6978993759
Yes,2.0,Udon,Female,Married,Graduate School,5.494331449261242,Suburban,29.0,0.06180375873518035,5057.034462774732
Yes,4.0,Mahasarakam,Female,Single,High School,6.3232684461190605,Urban,51.0,0.38087826840758476,4711.584757463846
Yes,2.0,Khon Kaen,Female,Single,College,7.381711460555637,Urban,22.0,-0.03209401507673332,3633.420861070069
No,3.0,Udon,Female,Married,Graduate School,2.2806296243640727,Rural,33.0,0.18862126967070725,4146.563936024449
No,7.0,Khon Kaen,Male,Single,High School,3.37977095076707,Rural,28.0,-0.3268937463068179,5372.278161614958
No,4.0,Khon Kaen,Male,Married,Graduate School,3.7038599338354774,Suburban,,-0.5021726777205942,6160.257513292378
No,4.0,Mahasarakam,Male,Married,College,4.494188095895352,Suburban,25.0,-0.16313301674873368,5139.013670181182
Yes,4.0,Mahasarakam,Female,Single,Graduate School,6.318705529152327,Rural,12.0,-0.1192858274789613,3491.8096789666647
Yes,3.0,Mahasarakam,Female,Single,College,4.858851308209141,Urban,19.0,0.02940576928114394,5693.094727557366
No,4.0,Mahasarakam,Male,Divorced,College,3.298072546547945,Rural,38.0,0.5216788804941875,5219.090847891193
No,4.0,Khon Kaen,Male,Divorced,High School,4.699737944862185,Rural,22.0,0.9608906893545064,4995.342464735385
No,4.0,Udon,Female,Single,High School,3.2099266185403006,Suburban,41.0,-0.7506083789067938,6889.1667224814055
Yes,4.0,Khon Kaen,Male,Divorced,College,4.764130693979265,Urban,28.0,-0.15016397648764943,4088.803967634688
Yes,3.0,Udon,Male,Single,High School,6.389201978407806,Suburban,30.0,0.2756514684842267,4620.242579375864
No,5.0,Mahasarakam,Male,,College,4.79585945566001,Suburban,13.0,0.3297751587288562,4428.813393420781
Yes,4.0,Udon,Male,Single,Graduate School,5.331987873710103,Urban,45.0,0.06850479478830923,4195.41374956241
Yes,5.0,Khon Kaen,Female,Divorced,Graduate School,1.4006967817375817,Rural,35.0,-0.2611156563302416,3683.6043801164938
Yes,4.0,Udon,Male,,Graduate School,4.066700111394922,Suburban,22.0,-0.1678456216575408,4769.180087686713
No,5.0,Khon Kaen,Female,Married,College,,Rural,22.0,-0.24364558415344148,4775.735301208515
Yes,3.0,Mahasarakam,Male,Divorced,High School,7.305495621433904,Suburban,34.0,0.138155381529393,5385.272470516542
Yes,5.0,,,Divorced,College,3.527910120797166,Suburban,31.0,-0.5364902753529145,3561.2418895922237
Yes,4.0,Khon Kaen,Female,Single,Graduate School,6.949421866115706,,32.0,0.6093502369770252,6873.441024091684
Yes,4.0,Mahasarakam,Female,Married,High School,6.684126484231216,Urban,28.0,0.35158238228912464,5668.04800206783
No,8.0,Khon Kaen,Male,Married,High School,4.615369701857395,Suburban,19.0,0.4805882334477325,3073.7264931910977
Yes,4.0,Mahasarakam,Male,Divorced,College,2.387502237352711,Rural,24.0,-0.17228725772214423,4751.062643379573
Yes,4.0,Khon Kaen,Female,Single,Graduate School,5.795238622958318,Urban,39.0,-0.09824456172632122,5775.0104674749655
Yes,3.0,Mahasarakam,Female,Divorced,Graduate School,9.443501452377024,Urban,20.0,0.3853637399778205,4645.054430600374
No,3.0,Udon,Male,Married,High School,2.144222966277567,Suburban,21.0,0.5502022067207312,2892.3817570042256
No,2.0,Mahasarakam,Male,Married,Graduate School,4.273208685866229,Suburban,26.0,0.7001903657046106,2031.858550309802
Yes,3.0,Khon Kaen,Male,Single,Graduate School,6.502094232375368,Urban,49.0,0.016931593935493428,6384.615849644534
No,6.0,Khon Kaen,Female,Married,Graduate School,3.468126251011059,Suburban,47.0,,5366.921515707316
No,,Udon,Male,Single,College,4.075377798580173,Rural,43.0,0.6212089519063887,
No,6.0,Mahasarakam,Male,Single,High School,2.626637934501834,Rural,13.0,0.17494852740675054,4632.80168955277
Yes,3.0,Udon,Male,Married,High School,5.495757318950365,Rural,42.0,0.4331180501321428,5731.467999414086
No,5.0,Udon,Male,Divorced,Graduate School,5.046789426884301,Suburban,37.0,-0.981442540981394,4401.714851296542
No,3.0,Khon Kaen,Male,Single,College,4.079907006734573,Suburban,29.0,,4130.455268715069
Yes,5.0,Khon Kaen,Male,Divorced,Graduate School,4.632764327202967,Urban,35.0,0.22429638124570922,5126.748493305796
Yes,7.0,Mahasarakam,Female,Single,Graduate School,3.6639798126536203,Urban,31.0,-0.11303149015288395,5168.264702643662
Yes,4.0,Khon Kaen,Male,Single,High School,3.018854641931333,Suburban,24.0,0.0729212225925242,5470.182001326264
No,6.0,Udon,Female,Single,Graduate School,3.1497478478485137,Suburban,45.0,-0.24695642188541014,4837.991129251068
No,6.0,Udon,Female,Married,Graduate School,3.06449779201215,Rural,27.0,-0.595461213640259,4891.9460773476
Yes,3.0,Udon,Female,Divorced,High School,9.260028473019648,Urban,40.0,0.24653811865327474,4672.634271593336
No,4.0,Mahasarakam,Male,Married,College,2.683032286496527,Rural,27.0,0.2037155330988485,5460.4539678243955
No,5.0,Khon Kaen,Male,Divorced,College,4.124244740165369,Rural,29.0,0.2658915862299216,5269.278131248848
Yes,6.0,Udon,Female,Divorced,High School,3.557861824985292,Urban,44.0,0.11238551739720826,1952.0945784279088
Yes,4.0,Udon,Male,Single,High School,7.619590181184881,Suburban,26.0,0.8410539439665861,6887.648808740168
Yes,2.0,Mahasarakam,Female,Single,College,6.429890118870485,Urban,30.0,0.1425972473252527,3724.151326244185
Yes,5.0,Udon,Female,Divorced,Graduate School,4.46105206512007,Urban,30.0,0.0020543879307962642,4172.879884044978
Yes,4.0,Udon,Male,Single,Graduate School,3.836006498091238,Urban,40.0,-0.013428689811495531,4620.749135023846
No,5.0,Udon,Male,Divorced,High School,3.8595611493307946,Rural,42.0,0.7138280303942651,3527.6469775195474
Yes,4.0,Mahasarakam,Female,Divorced,College,7.114198709945504,Urban,32.0,0.37327252189194227,6288.6937486509805
No,5.0,Udon,Male,Married,College,3.0909399775959856,Urban,19.0,-0.43760555705151927,3922.583320341191
Yes,3.0,Udon,Female,Divorced,High School,8.821851249524741,Urban,27.0,0.24443504113292897,6454.518974001432
No,4.0,Khon Kaen,Male,Single,College,3.3959702965941307,Rural,33.0,1.010139569796748,2946.434227341636
No,2.0,Khon Kaen,Male,Married,College,1.5476445160179777,,30.0,-0.1592277662943924,5447.788192420676
Yes,5.0,Udon,Female,Married,College,3.5012038626885653,Urban,37.0,-0.021125051432891506,4774.149052191508
Yes,5.0,Khon Kaen,Female,Single,High School,2.7957875036627815,Rural,48.0,-0.4640597484383894,4176.766229902872
Yes,6.0,Udon,Male,Married,Graduate School,7.527474193629201,Urban,32.0,-0.05565376965667809,6449.413790067556
No,4.0,Khon Kaen,Male,Divorced,College,3.6612629693765286,Rural,40.0,0.10900682203524431,5668.986056113928
No,3.0,Mahasarakam,Female,Divorced,College,2.821096615154044,Suburban,51.0,0.008608914263755957,5634.915734045353
No,4.0,Khon Kaen,Male,Married,College,4.196008933600298,Urban,28.0,0.1820979241356821,3906.5728327074708
Yes,6.0,Mahasarakam,Male,,College,3.8348250084756836,Suburban,21.0,-0.09023089903275686,5871.694507432087
No,6.0,Udon,Male,Married,College,3.9604263567429765,Rural,17.0,-0.5897326806562337,5877.846120196498
No,5.0,Mahasarakam,Female,Married,High School,,Suburban,24.0,1.103848023217519,3875.869249660119
No,5.0,Mahasarakam,Female,Married,High School,2.3420418572191726,Rural,30.0,1.2690091038889986,3769.251066460021
No,6.0,Mahasarakam,Female,Married,College,3.647137114744892,Urban,33.0,0.35627948777462026,4491.46627968573
Yes,5.0,Khon Kaen,Male,Single,Graduate School,4.491037943305639,Rural,28.0,-0.07470961723157112,5045.458928138931
No,4.0,Mahasarakam,Female,Divorced,College,3.170543552877084,Suburban,23.0,0.23187450257332765,4472.999543243249
No,3.0,Udon,Male,,,3.48414023177959,Rural,31.0,0.05355298465068817,5487.364671768686
No,4.0,Mahasarakam,Female,Single,College,4.8614599342052465,Rural,30.0,0.30797584538147427,5275.203682042352
Yes,6.0,Khon Kaen,Male,Married,College,6.409745807456952,Suburban,24.0,0.24770954187964628,
Yes,5.0,Udon,Female,Divorced,High School,4.571890753456677,Suburban,,-1.7245887005190585e-05,5226.918719466557
Yes,7.0,Udon,Female,Single,College,,Urban,43.0,0.31765446892129323,5734.894560499006
Yes,5.0,Mahasarakam,Female,,High School,6.324733237942387,Urban,26.0,0.5776211529978466,6212.315379038807
Yes,5.0,Khon Kaen,Male,Single,High School,5.463123974998703,Urban,38.0,0.04104131186759691,3447.384466083029
No,5.0,Mahasarakam,Male,Married,Graduate School,4.77406117801498,Rural,,0.26682440041778027,3802.4298483624343
No,,Mahasarakam,Female,Married,College,6.413032463376444,Suburban,21.0,0.2864260242610357,3863.7790254246343
Yes,4.0,Mahasarakam,Male,Single,Graduate School,5.399868501815113,Suburban,41.0,0.20840472435981822,5614.214493967362
No,4.0,Udon,Male,Married,College,3.3302745659316573,Suburban,32.0,0.04206167997197302,5955.2046370323205
Yes,6.0,Mahasarakam,Female,Married,College,4.2255563668504115,Suburban,28.0,0.08750723471113614,4053.1265800278456
No,6.0,Mahasarakam,Male,Married,High School,2.7622668891680293,Rural,29.0,0.24807401961534947,6118.230070543645
Yes,3.0,Mahasarakam,Female,Divorced,Graduate School,6.681171084086644,Suburban,40.0,0.5392624720491046,5410.91145735257
No,4.0,Khon Kaen,Female,Single,Graduate School,4.143740286478823,Suburban,28.0,0.4711066567975155,3766.5383236448
Yes,3.0,Mahasarakam,Female,Divorced,College,4.433914451982264,Urban,32.0,0.04457736401045234,5607.5169845372
Yes,5.0,Khon Kaen,Male,Single,College,4.3825752859859195,Urban,5.0,0.5162910452880767,4183.902511727416
Yes,4.0,Mahasarakam,Male,Single,Graduate School,2.900295210770542,Urban,29.0,-0.09603561775846498,3695.235835161344
No,3.0,Mahasarakam,Male,Single,High School,4.318385106124163,Suburban,27.0,0.43919841439177554,3358.3226729667244
Yes,3.0,Mahasarakam,Female,Divorced,College,4.438052479027117,Suburban,33.0,-0.10654736736848064,4901.298433429294
Yes,3.0,Khon Kaen,Male,Single,High School,3.732680099412193,Suburban,36.0,-0.09561246430405049,5766.071728696092
Yes,2.0,Mahasarakam,Male,Divorced,College,6.635985139747863,Rural,26.0,0.3499414938770632,4500.481556624279
Yes,6.0,Khon Kaen,Male,Divorced,High School,1.5761784415061992,Urban,13.0,0.09087214117960724,4076.855525244438
Yes,6.0,Khon Kaen,Female,Divorced,Graduate School,6.673670496494369,Urban,41.0,0.6278326046605476,7291.967016884469
Yes,4.0,Khon Kaen,Male,Married,,6.454782218385803,Urban,32.0,0.3480669671008033,5022.39312974598
No,5.0,Khon Kaen,Female,Married,High School,4.0206323263203485,Rural,39.0,-0.513286640774403,
No,2.0,Mahasarakam,Male,Married,Graduate School,4.2137071903286225,Suburban,24.0,0.3404020434516315,6062.853002364397
Yes,4.0,Mahasarakam,Male,Single,High School,6.439642674338934,Urban,34.0,0.15793817339510452,3078.365650551197
Yes,3.0,Khon Kaen,Female,Divorced,Graduate School,3.533711037034376,Urban,28.0,-0.06880053199432312,5186.563005456597
No,2.0,Udon,Male,Married,College,3.1854097205126477,Rural,7.0,0.6850371674451469,5460.13267893937
Yes,8.0,Mahasarakam,Male,Single,Graduate School,6.184602069382291,Suburban,23.0,0.40491678961203814,5517.127584813909
Yes,3.0,Khon Kaen,Male,Divorced,High School,5.417921105841152,Suburban,38.0,0.21300952244493015,4588.016741995802
Yes,2.0,Udon,Male,Divorced,Graduate School,3.4995620384192536,Suburban,21.0,0.09088675829354986,5371.362746947672
Yes,3.0,Khon Kaen,Male,Divorced,High School,7.061322826594349,Urban,42.0,0.18840697947842194,4368.862367150292
Yes,6.0,Khon Kaen,Male,Married,High School,5.614717484974777,Suburban,19.0,0.05002517520952607,6667.688174241108
Yes,6.0,Mahasarakam,Male,Divorced,Graduate School,6.40382348617276,Suburban,20.0,0.5669266024903173,4935.610874084069
No,4.0,Khon Kaen,,Married,Graduate School,3.783474016567246,Rural,23.0,-0.525373622307636,5801.204717113708
No,4.0,Mahasarakam,Male,Married,Graduate School,4.070627255615459,Suburban,35.0,-0.22544694914356242,5311.580504885174
Yes,7.0,Khon Kaen,Male,Divorced,High School,6.069169938661211,Urban,38.0,0.3319975569021216,4981.983886657192
Yes,5.0,Khon Kaen,Female,Single,High School,4.595394290819089,Urban,47.0,-0.3045890734272869,4533.369140555224
Yes,4.0,Udon,Female,Single,College,4.343120371296602,Urban,25.0,-0.30569330368632036,3841.941440634377
Yes,6.0,Udon,Male,Divorced,High School,7.216401524929696,Rural,22.0,-0.19368880686176926,4680.0942821081
No,5.0,Khon Kaen,Male,Married,High School,2.6882201693048646,Rural,45.0,0.9767546077099982,2931.0304983075507
No,4.0,Mahasarakam,Male,,Graduate School,2.740075130176324,Suburban,32.0,0.14285447884600172,4115.072875151916
Yes,5.0,Khon Kaen,Female,Single,College,2.583793625199462,Suburban,39.0,0.9660348220040846,5139.379547454163
Yes,5.0,Mahasarakam,Female,Married,High School,,Urban,16.0,0.594821649992644,5109.091405079083
No,4.0,Mahasarakam,Male,Divorced,College,3.3487134482277625,Rural,28.0,0.03847524658412732,5086.317840026469
Yes,3.0,Khon Kaen,Female,Divorced,High School,5.819788951616611,Urban,32.0,,5602.096737475469
,4.0,Khon Kaen,Male,Married,High School,5.269796475460007,Rural,39.0,0.0476147950148999,5301.574821511087
Yes,6.0,Udon,Female,Single,College,5.293596423856155,Urban,34.0,-0.24450050663403594,3958.820100264812
Yes,1.0,Udon,Male,Divorced,College,3.5568273334533913,Suburban,29.0,-0.42708741185674726,6288.858631757868
No,3.0,Udon,Male,Married,High School,4.2617648206616385,,23.0,0.5574104782456744,4634.172797232833
,4.0,Mahasarakam,Male,Single,College,6.480770888371079,Suburban,,0.4540958855087016,5408.395236664563
No,3.0,Khon Kaen,Male,Divorced,Graduate School,,Suburban,40.0,0.6268675232445752,4748.442006279931
No,7.0,Khon Kaen,Female,Married,Graduate School,3.66631675221234,Rural,24.0,-0.12137186892053836,4274.7948890676025
Yes,3.0,Udon,Female,Single,College,6.350737947632536,Rural,24.0,0.017076713050489856,4019.571575701141
Yes,8.0,Mahasarakam,Female,Divorced,High School,5.443429014986127,Suburban,32.0,0.12183941890066308,3651.3005540810345
Yes,6.0,Mahasarakam,Male,Single,Graduate School,4.134024649386165,,31.0,0.25756182516204157,6667.766282756174
Yes,5.0,Udon,Male,Divorced,Graduate School,5.822692847177386,Urban,35.0,,4900.825256734739
Yes,6.0,Mahasarakam,Female,Single,College,6.392992806297551,Urban,17.0,8.771603989002341e-05,4961.599899881154
Yes,6.0,Udon,Male,Single,High School,,Urban,11.0,-0.23206123603221696,6475.82680207142
Yes,6.0,Udon,Female,Divorced,College,4.7707505964470975,Urban,23.0,0.10212234864404968,3373.7379049379165
Yes,6.0,Khon Kaen,Male,Married,Graduate School,5.484538436091063,Suburban,40.0,-0.12017516977861006,5301.491437997471
Yes,2.0,Mahasarakam,Female,Single,College,3.658192818128452,Urban,32.0,-0.1406180601865987,3758.1345255463384
Yes,4.0,Khon Kaen,Female,Divorced,Graduate School,5.906697057599317,Suburban,19.0,0.13059762027645916,5600.8144909001685
Yes,4.0,Udon,Male,Divorced,High School,4.435663641966063,Urban,36.0,0.10420055882431167,6170.728331292165
Yes,7.0,Udon,Female,Divorced,High School,4.236475897326569,Urban,22.0,0.10159276981865067,4959.175025685368
Yes,5.0,Udon,Female,Single,Graduate School,3.7277305114771897,Urban,24.0,0.07831819326923611,4840.97063774013
Yes,3.0,Udon,Male,Divorced,High School,4.332252934083603,Suburban,19.0,-0.31908449731199284,4853.226183072458
Yes,7.0,Khon Kaen,Female,Single,High School,5.783398970997016,Rural,37.0,0.23406340692597843,5340.4333430873885
Yes,6.0,,Male,Divorced,College,7.59665348172793,Urban,41.0,0.36704202842031675,5899.155576042756
No,2.0,Khon Kaen,Male,Married,High School,4.596263531620198,Rural,25.0,0.3443898861706195,4798.139076978569
Yes,6.0,Mahasarakam,Female,Divorced,College,3.9380778373063308,Urban,32.0,0.37525950786730644,5223.8640417414645
Yes,5.0,Khon Kaen,Male,Divorced,High School,7.893279103799971,Urban,30.0,0.20221300665664477,7129.357057631554
Yes,5.0,Udon,Male,Married,Graduate School,4.660760195732985,Urban,45.0,-0.29959443246083434,
No,2.0,Mahasarakam,Male,Divorced,Graduate School,5.176286456480251,,39.0,0.06755951329406534,3052.041242431616
Yes,5.0,Khon Kaen,Male,Divorced,College,4.035232101987949,Urban,46.0,-0.1869456459827004,2715.86502327582
Yes,3.0,Udon,Female,Married,High School,3.923828689834293,Suburban,34.0,-0.2948066975454312,2398.794332984533
No,5.0,Mahasarakam,Female,Divorced,College,3.3351210414175796,Rural,,0.3773523727470347,4664.586146789643
Yes,,Khon Kaen,Male,Married,Graduate School,5.359745179385676,Suburban,33.0,0.3619838700807244,5028.548334922213
No,3.0,Khon Kaen,Female,Divorced,High School,3.8407448137687097,Suburban,42.0,-0.057191448521491994,5095.3420266693665
Yes,5.0,Mahasarakam,Male,Single,High School,5.556887183615985,Suburban,41.0,0.12165072554251943,4473.847050096979
Yes,,Udon,Male,Single,High School,3.03549296518149,Urban,24.0,-0.3732844774325164,3760.0364129897234
Yes,6.0,Mahasarakam,Male,Divorced,High School,2.5733159034027544,Urban,34.0,0.124152974770534,5000.587492582999
Yes,4.0,Mahasarakam,Male,Divorced,High School,5.075581956716951,Suburban,33.0,-0.03629832247519124,4158.161992873354
No,5.0,Udon,Female,Married,High School,,Suburban,41.0,0.13040254701786158,4091.4130406382787
Yes,3.0,Udon,Male,Single,High School,8.27135632613532,Rural,26.0,0.5863232506826879,6728.183561766567
