Marital Status,Active online hours,Brand Loyalty,Sex,City,Age,Renew,Location Code,Annual Income,Years subscribed,Education Level
Divorced,6.8646325616717405,-0.32747083592620657,Female,Osaka,42.0,Yes,Suburban,36497.44617503292,5.0,High School
Single,5.6367277847459585,-0.7056095476902673,Female,Tokyo,34.0,Yes,Suburban,54297.99786381128,6.0,Graduate School
Single,5.4739259913729565,0.2676958814885809,Female,Osaka,49.0,Yes,Urban,45759.03525195263,4.0,Graduate School
Divorced,5.370629857055377,-0.5927084680441335,Male,Tokyo,33.0,Yes,Suburban,41890.21141030857,5.0,High School
Divorced,5.28508582073631,-1.0071789812377157,Male,Osaka,28.0,Yes,Suburban,42837.554172818796,5.0,College
Married,6.252399817054261,-0.1472725036523982,Male,Kyoto,49.0,No,Rural,61972.597064116715,5.0,Graduate School
Single,5.849548949488804,-0.3713033031720549,Female,Tokyo,43.0,Yes,Suburban,63938.035500684106,6.0,College
Single,5.457681884599472,0.030836217699542257,Female,Kyoto,46.0,Yes,Urban,51469.581769092096,4.0,Graduate School
Single,6.728600303739411,-1.2517004413003103,Female,Osaka,48.0,No,Rural,70108.58972314214,5.0,Graduate School
Married,5.981088202847094,0.11720361164699444,Female,Kyoto,52.0,No,Rural,60289.09127254059,4.0,Graduate School
Married,6.481876436409074,-0.010568771141375333,Male,Osaka,44.0,No,Rural,58750.63586552555,6.0,High School
Married,5.949458536580914,0.18914697902637523,Male,Kyoto,48.0,Yes,Suburban,52411.4393430678,5.0,College
Single,5.629222794881888,-0.10501965662468793,Male,Tokyo,54.0,No,Rural,71996.74793501571,5.0,High School
Single,5.330529093211942,0.38985136378391194,Male,Kyoto,49.0,Yes,Urban,54595.25086818783,4.0,College
Divorced,5.577235426204013,-0.24658213823104352,Female,Osaka,37.0,No,Rural,54400.4468214009,4.0,College
Single,7.322095753383298,-0.6795425776563232,Male,Kyoto,44.0,Yes,Suburban,58921.32110389032,6.0,High School
Divorced,6.048442736111872,-0.18949880022345394,Male,Osaka,29.0,No,,37180.77479355573,3.0,Graduate School
Married,4.98342839956685,0.6631119938094298,Male,Kyoto,45.0,No,Rural,57002.56176347833,4.0,Graduate School
Married,4.353368446922138,0.2811603812101674,Male,Kyoto,64.0,No,Rural,43873.63557036132,6.0,Graduate School
Divorced,7.246210733395685,-0.006028147860259736,Female,Osaka,56.0,Yes,Urban,40038.061624026894,6.0,High School
Divorced,4.364927837138357,-0.29901580247950976,Female,Tokyo,41.0,Yes,Urban,56963.040120261874,4.0,Graduate School
Married,5.198991028383888,-0.5159972482813224,Male,Osaka,43.0,No,Rural,62838.35622157085,4.0,High School
Married,6.177284914434783,-0.3999426786045722,Female,Tokyo,49.0,Yes,Rural,62917.4265298058,4.0,High School
Married,4.403766690610413,-0.02165127450946469,Female,Kyoto,47.0,Yes,Urban,75010.66247861675,4.0,High School
Divorced,5.012391272203647,-0.6285725868296967,Male,Osaka,61.0,No,Suburban,61537.56761913311,5.0,High School
Married,6.599527059588923,-1.0101002354951323,Female,Osaka,46.0,No,Rural,52543.99549962262,4.0,High School
Married,5.848734006863831,-0.8952004798908049,Male,Kyoto,39.0,No,Urban,43693.775159722005,4.0,Graduate School
Married,5.568652806332481,-0.2709761618403814,Female,Osaka,50.0,No,Rural,52680.52204058962,5.0,College
Single,5.620677396491649,-0.799219201063232,Male,Osaka,34.0,Yes,Suburban,73431.20341157899,5.0,College
Divorced,6.8391485036884,-0.5744387328037885,Female,Kyoto,41.0,Yes,Urban,32736.29789929421,6.0,Graduate School
Single,3.1442678228537453,-0.07853798011397506,Female,Osaka,23.0,Yes,Suburban,41592.406266757185,3.0,Graduate School
Married,5.015229997079967,-0.509433128372155,Female,Osaka,48.0,Yes,Urban,70230.85628047137,3.0,College
Single,6.330280681678421,-0.12691373276330176,Male,Osaka,56.0,No,Rural,57738.30164133974,5.0,Graduate School
Single,6.327367536136522,-0.06808106128379832,Female,Tokyo,50.0,No,Rural,43722.526601249374,4.0,College
Divorced,4.742445567144752,-0.4932357275568729,Female,Tokyo,33.0,Yes,Urban,59931.332978441846,3.0,Graduate School
Divorced,6.275700535603046,0.365685981408866,Male,Kyoto,54.0,Yes,Urban,57398.474523696226,4.0,High School
Divorced,5.4695981363389015,-0.34861085318048296,Male,Tokyo,41.0,Yes,Urban,49020.95459237028,4.0,College
Single,4.750143096372887,0.3190955452747448,Female,Osaka,34.0,Yes,Urban,41855.734609285006,4.0,High School
Divorced,5.7125168059224976,-0.05632582484382492,Male,Osaka,62.0,No,Suburban,50472.538515298525,5.0,Graduate School
Single,8.161984763969587,-0.4416737295444585,Female,Kyoto,53.0,Yes,Urban,57015.78826825839,8.0,Graduate School
Divorced,5.865950307426877,-0.13210434914265412,Male,Tokyo,44.0,Yes,Suburban,56664.62402789972,4.0,College
Married,5.453891395129001,-0.3749982540019943,Female,Tokyo,59.0,No,Rural,30720.341713412312,6.0,Graduate School
Married,5.443256275506098,-0.13398452213977524,Male,Kyoto,53.0,No,Rural,62651.3368997971,5.0,College
Single,6.058615601893507,-0.5771220544463721,,Kyoto,,Yes,Rural,65990.07630494083,6.0,High School
Divorced,5.369080359889803,0.49571949751531574,Male,Tokyo,54.0,Yes,Urban,69674.26838210416,4.0,College
Single,6.336981929961976,-0.6274046436738162,Male,Osaka,63.0,No,Suburban,64956.7092544769,6.0,College
Divorced,4.414552068741537,0.11228692936135487,Female,Tokyo,42.0,Yes,Urban,56959.09810566734,3.0,High School
Divorced,7.1483934648089615,-0.1579817846448388,Female,Kyoto,46.0,Yes,Urban,62209.86856725355,7.0,Graduate School
Single,5.713174970578663,0.097496933151622,Male,Tokyo,67.0,No,Rural,52023.373466568,7.0,Graduate School
Single,5.661940727140638,-0.3747533442255385,Female,Kyoto,39.0,Yes,Urban,46361.783209192065,5.0,College
Divorced,6.404786349337137,-0.0025961549138431295,Male,Osaka,50.0,Yes,Urban,50772.542440194935,5.0,High School
Married,5.133946122889099,-0.2405634764947016,Female,Osaka,58.0,No,Urban,46525.529276654524,5.0,High School
Single,5.821376328275639,-0.5514143113986943,Male,Tokyo,41.0,Yes,Urban,49150.11122090701,5.0,Graduate School
Single,6.348491459594116,-0.7763807704697376,Female,Tokyo,48.0,No,Rural,53953.44001102429,6.0,High School
Married,5.7309661794945495,-0.1386673253311438,Male,Osaka,58.0,No,Urban,75177.4813654638,5.0,College
Divorced,3.982350000277748,0.16660789249494745,Female,Kyoto,31.0,Yes,Urban,60015.539277731354,4.0,College
Single,7.116025942933179,-0.23435248795167885,Female,Kyoto,58.0,Yes,Urban,64070.37558776512,5.0,High School
Divorced,5.523804301893019,0.21358579970116165,Female,Kyoto,56.0,Yes,Urban,50175.85995556029,5.0,College
Married,6.414944573005281,0.06468147770970811,Female,Tokyo,41.0,No,Rural,56666.30403775178,3.0,College
Married,7.506084714018883,-0.1687243102074355,Male,Kyoto,43.0,Yes,Urban,44610.47711979842,7.0,
Married,6.207165003489694,-0.16736276898262353,Female,Osaka,46.0,No,Rural,53530.656594689535,5.0,High School
Single,6.04527307026137,-0.23551362882656202,Female,Osaka,46.0,Yes,Urban,,5.0,High School
Divorced,8.103258001364757,-0.2842333041026528,Female,Tokyo,40.0,Yes,Suburban,62964.44236631352,7.0,Graduate School
Single,6.2043561426292575,-0.4352802055932899,Male,Kyoto,51.0,No,Rural,62410.393414794074,4.0,College
Married,4.255744604574959,-0.28159112207821135,Male,Kyoto,51.0,No,Rural,48125.441501703426,5.0,Graduate School
Divorced,4.461894106976013,0.2789969711144198,Female,Kyoto,45.0,Yes,Suburban,76086.85393706447,,Graduate School
Divorced,6.06917046483643,-0.8505492736465942,Male,Osaka,67.0,No,Rural,56504.6839767667,7.0,Graduate School
Single,6.99374201419062,0.3460693178934009,Female,Kyoto,58.0,Yes,Rural,41784.21422818099,5.0,College
Single,8.16211094727168,-0.40709742421163486,Female,Osaka,50.0,Yes,Urban,84240.22867012209,7.0,High School
Divorced,5.497772402453893,0.3464326494512773,,Tokyo,47.0,Yes,Urban,62617.56040037563,4.0,Graduate School
,7.108111240888532,0.2683840037686045,Female,Tokyo,52.0,Yes,Urban,66952.37681082085,6.0,Graduate School
Divorced,4.402027056009832,-0.520879100245114,Male,Osaka,35.0,Yes,Urban,64965.8125250525,4.0,College
Divorced,4.150522389806222,-0.32324388613206345,Female,Tokyo,40.0,Yes,Suburban,51947.30681651807,3.0,Graduate School
Divorced,6.894557790362845,-0.42798026297818337,Female,Osaka,50.0,No,Rural,75084.43453293128,6.0,Graduate School
Married,5.949138300011995,-0.515821508823686,Female,Kyoto,36.0,Yes,Urban,68955.51643289923,5.0,College
Single,4.953288049336248,0.308873807462241,Female,Kyoto,43.0,Yes,Rural,63736.26409151072,4.0,College
Divorced,6.661348966874745,0.269328916925472,Female,Osaka,55.0,Yes,Urban,70065.01738209576,4.0,College
Single,5.511963848664869,0.05507647254426584,Female,Kyoto,56.0,No,Urban,49467.51535684045,4.0,High School
Divorced,5.310505475654798,0.6221507774971834,Male,Kyoto,62.0,No,Urban,73871.80369204278,6.0,Graduate School
Married,6.7909525176939,0.0915474289434064,Female,Osaka,54.0,Yes,Suburban,36552.456312757466,5.0,College
Married,4.698303377139101,0.030422495832823415,,Tokyo,74.0,,Suburban,56779.33602312143,6.0,High School
Divorced,5.816979378586625,-0.04669086746497947,Male,Kyoto,61.0,No,Rural,44434.80954506568,6.0,High School
Married,5.17027144147334,-0.05433375243856026,Male,Kyoto,39.0,No,Urban,61658.41989602864,4.0,High School
Divorced,5.368834036335038,0.13953829568050724,Male,Tokyo,42.0,Yes,Urban,63630.10465618892,5.0,College
Single,6.79844307982213,-0.013752406994545996,Female,Tokyo,53.0,No,Suburban,55944.86733212292,5.0,Graduate School
Married,4.779113579916434,0.6248128086999,Male,Kyoto,49.0,No,Suburban,31799.166752988272,5.0,Graduate School
Divorced,5.781276468081331,0.13863767097130786,Male,Kyoto,53.0,Yes,Rural,,5.0,High School
Married,4.457007433092021,0.20747096425040334,Female,Tokyo,52.0,No,Suburban,56780.63975376514,5.0,Graduate School
Married,6.650991990240013,0.09188960552979575,Male,Osaka,73.0,No,Rural,52312.804396626314,7.0,High School
Married,6.3532752152213545,-1.3021172461712816,Female,Kyoto,47.0,No,Rural,63320.67137887683,3.0,Graduate School
Single,7.505843808459551,0.7839117512999444,Male,Tokyo,59.0,Yes,Urban,29007.0454575551,4.0,Graduate School
Single,3.6411536356811913,-0.4661050645518772,Male,Tokyo,44.0,Yes,Suburban,50464.6344536226,2.0,College
Single,5.482963099855098,0.19642305236823465,Male,Osaka,62.0,No,Suburban,35124.94243232544,6.0,Graduate School
Single,,-0.9902406342030068,Male,Osaka,37.0,Yes,Urban,69524.24694404138,5.0,College
Divorced,5.4724755238798855,-0.29004894720648716,Female,Tokyo,53.0,No,Suburban,62525.66543557905,5.0,College
,4.2150794285017135,-0.10886476658544525,Male,Osaka,27.0,Yes,Suburban,68759.61234271088,4.0,College
Single,8.508243965514968,-0.17818349550535445,Female,Osaka,,Yes,Urban,48890.72606536555,8.0,College
Divorced,5.84350095052745,-0.2345194303702675,Female,,53.0,No,,58957.86449387508,4.0,High School
Single,5.109271649842176,-0.21670063825335845,Male,Tokyo,28.0,No,Suburban,55313.64584811844,2.0,High School
Single,6.118979784108359,-0.19921124575125843,Male,Osaka,63.0,No,Suburban,64320.66155725725,5.0,College
Divorced,7.219493302558091,-0.5517517499054645,Female,Tokyo,42.0,Yes,Rural,24244.417075532892,7.0,High School
Divorced,7.784764484969525,0.11577513024150154,Female,Osaka,52.0,Yes,Suburban,44673.209797358315,7.0,Graduate School
Married,6.017469594831775,0.18163542898473017,Male,Kyoto,48.0,Yes,Suburban,58071.42547109455,5.0,High School
Divorced,5.846664730341681,-0.9178641223321828,Male,Osaka,36.0,Yes,Urban,42639.03130411036,4.0,College
Married,5.857859487470752,-0.6818558378712753,Female,Osaka,39.0,Yes,Urban,54049.50665668422,5.0,High School
Single,6.072017227217105,-0.4308573670512114,Male,Tokyo,46.0,No,Urban,54906.80598615699,4.0,College
Divorced,3.221205097912995,0.329757532134606,Female,Kyoto,45.0,Yes,Urban,67375.82713408883,1.0,Graduate School
Divorced,7.07439005117977,-0.9896092162581877,Male,Osaka,46.0,No,Rural,66576.21788012206,,Graduate School
Divorced,6.38249167471676,-0.45525789953536616,Male,Tokyo,43.0,Yes,Urban,43576.189283575666,4.0,College
Married,5.005778280361737,-0.2003893156953644,Male,Kyoto,46.0,Yes,Urban,64956.99833022779,4.0,High School
Single,6.437326512702183,-1.2413709923739058,Female,Kyoto,46.0,No,Suburban,43311.10401118002,3.0,High School
Married,6.376350996504831,-0.15520145788931522,Male,Kyoto,43.0,No,Rural,78920.25194883591,4.0,College
Married,4.1106948191508526,-1.0126813940278474,Female,Tokyo,26.0,Yes,Urban,43038.9604829171,5.0,College
Divorced,5.491903204373226,-0.19949624546756584,Male,Osaka,36.0,Yes,Urban,31291.577453352813,5.0,Graduate School
Single,6.735208297237048,0.014246731476702967,Female,Kyoto,54.0,Yes,Urban,48765.45455621822,5.0,High School
Divorced,5.817046696825318,0.0780184403863442,Female,Osaka,34.0,Yes,Urban,55235.56044375039,6.0,High School
Divorced,7.378865211758285,0.38254789295226044,Female,Osaka,59.0,Yes,Urban,39535.079816124446,6.0,College
Single,5.89215352834006,-0.6196620088670369,Male,Kyoto,31.0,Yes,Urban,52217.368201554076,5.0,Graduate School
Married,5.536350072298838,-0.22583333698408609,Female,Osaka,48.0,No,Rural,58706.35221852467,4.0,College
Married,5.5302196704916,-0.07626978713546961,Male,Kyoto,55.0,No,Rural,49381.92039045173,6.0,High School
Divorced,6.016908837278359,0.3169004927539867,Male,Osaka,49.0,Yes,Rural,64582.42298764277,6.0,College
,8.017642797717349,0.10582091298379148,Female,Tokyo,59.0,Yes,Suburban,57291.093176460534,6.0,Graduate School
Divorced,6.0872712623197955,0.18873951306397063,Male,Tokyo,53.0,Yes,Suburban,64181.07797692811,5.0,College
Married,5.936514334079996,-0.09875064375469272,Female,Osaka,55.0,No,Rural,68230.59369203709,7.0,College
Married,4.828298080175794,-0.21970398423975673,Female,Tokyo,72.0,No,Suburban,30180.97549139022,6.0,Graduate School
Single,6.299998488984603,0.4641678981421711,Female,Osaka,51.0,Yes,Suburban,55759.50544027074,5.0,High School
Married,7.74546619345322,-0.5370613119809203,Male,Tokyo,50.0,Yes,Urban,,,Graduate School
Divorced,4.7471034199193145,0.36839536578115517,Male,Tokyo,47.0,Yes,Urban,62709.736245968874,3.0,College
Divorced,5.517154316570429,-0.6798695415060045,Male,Osaka,46.0,No,Rural,54646.24422960826,3.0,Graduate School
Married,6.4401626868357615,0.19539359342511342,Male,Tokyo,62.0,No,Rural,50496.533642563285,7.0,College
Married,5.963502264609517,-0.5451846940466555,Male,Kyoto,50.0,No,Rural,78700.60338236007,4.0,College
Married,6.3114821194954525,-0.6292826020043358,Female,Kyoto,44.0,No,Rural,46433.53787963353,4.0,High School
Married,6.0783967471024924,-0.5498394053269932,Male,Tokyo,47.0,No,Suburban,56957.01502632738,5.0,Graduate School
Single,5.145004461829894,-0.4061452220118548,Male,Osaka,41.0,Yes,Suburban,64492.35343905908,4.0,Graduate School
Divorced,7.803707161452898,0.7142401745541517,Male,Kyoto,63.0,Yes,Suburban,53495.357175954145,6.0,College
Divorced,4.360990905995276,-0.3415552978368503,Female,Osaka,40.0,Yes,Urban,43813.91393237178,3.0,High School
Single,6.254525375327319,,Female,Kyoto,34.0,No,Suburban,58702.06486232717,5.0,College
Divorced,5.84775209938318,0.3222100720460743,Female,Kyoto,41.0,Yes,Suburban,41697.32414935625,6.0,College
Divorced,6.148236462486882,0.021129701818647595,Male,Osaka,50.0,Yes,Suburban,38761.217245890606,5.0,College
Single,7.2256448371251825,-0.8751602146900401,Male,Osaka,47.0,Yes,Suburban,67508.57156899213,6.0,High School
Single,,-0.6264941554383772,Female,Kyoto,58.0,No,Rural,54591.52595272256,5.0,High School
Married,4.701394102336687,0.4923537069240146,Male,Osaka,56.0,No,,64559.61357159899,7.0,High School
Single,7.26699620460886,0.31840774374684333,Female,Kyoto,,,Rural,41012.94944581762,6.0,College
Divorced,7.9281026159738035,-1.0342266244168177,Female,Kyoto,47.0,Yes,Urban,56262.31229261801,7.0,Graduate School
Divorced,7.409462430440915,-0.2545629515507508,Male,Tokyo,42.0,Yes,Urban,45260.834077350264,7.0,High School
Divorced,6.568306425093529,0.5195981540577989,Male,Kyoto,61.0,Yes,Urban,49986.44444713499,4.0,Graduate School
Married,5.665742845616632,,Male,Osaka,69.0,No,Suburban,53553.33209121805,6.0,High School
Single,4.288131356940332,0.09033715775556317,Male,Osaka,48.0,Yes,Urban,61960.46437488543,4.0,College
Single,4.94789755411507,0.03894653576822571,Male,Osaka,48.0,Yes,Urban,52286.91799615691,3.0,High School
Divorced,6.10007746026795,0.2128323497859872,Male,Kyoto,44.0,No,Rural,38845.794186560175,5.0,High School
Divorced,6.514394349063132,-0.3114529978685687,Female,Tokyo,48.0,Yes,Urban,55619.53875097835,6.0,College
Divorced,5.512236319365476,-0.2691525878502916,Male,Tokyo,38.0,Yes,Urban,56825.22045927822,5.0,Graduate School
Married,7.295651548257949,-1.1843035498298464,Female,Osaka,56.0,No,Suburban,53013.15498875243,5.0,College
Single,4.536122898126605,-0.16568001174850144,Female,Kyoto,32.0,Yes,Urban,51326.48032919221,5.0,Graduate School
Married,,0.23274042605003942,Male,Osaka,59.0,Yes,Suburban,55870.45994112043,4.0,College
Married,4.689344147309564,-0.2750427568598792,Male,Kyoto,70.0,No,Rural,52308.1924070972,6.0,High School
Divorced,6.239838980236621,-0.14290322127671634,Male,Kyoto,66.0,No,Suburban,44023.1945487556,6.0,College
Divorced,4.55997267061171,-0.18428619403016,Male,Osaka,42.0,Yes,Suburban,38567.548448462076,4.0,College
Divorced,6.180200349891061,-0.7820788633360183,Female,Tokyo,37.0,Yes,Suburban,65151.87358711696,6.0,Graduate School
Divorced,4.410297889611587,-0.7730700938090578,Male,Tokyo,36.0,Yes,Urban,52539.75531988504,5.0,College
Married,8.057036024526349,-0.3907834079073576,Male,Osaka,53.0,Yes,Suburban,90163.80728395717,6.0,Graduate School
Divorced,5.621852992883067,0.016188408722697334,Female,Kyoto,47.0,Yes,Urban,66467.10095825237,5.0,High School
Married,5.6450173162704385,,Female,Tokyo,52.0,No,Rural,62356.12505927157,6.0,College
Divorced,3.5805647628639554,0.14978418998412857,Female,Osaka,44.0,Yes,Suburban,32366.207749437148,3.0,High School
Divorced,7.60904615058085,0.14887019476064467,Female,Kyoto,50.0,No,Rural,62449.565082827496,5.0,College
Single,7.0716710596343155,0.14173262085920124,Female,Tokyo,56.0,No,Rural,67472.37979257976,6.0,College
Divorced,6.818602671722987,-0.3958751983483048,Male,Tokyo,41.0,Yes,Urban,83817.74496579573,6.0,High School
Married,6.161642166390012,0.04278907872834803,Female,Osaka,,No,Rural,58898.779917733234,5.0,High School
Divorced,,-0.483643955810354,Male,Kyoto,49.0,Yes,Urban,51111.44909141272,6.0,High School
Married,4.592379817963817,0.15611232396367636,Female,Tokyo,39.0,Yes,Urban,67032.30850629606,4.0,Graduate School
Divorced,5.063309294553708,-0.7206028696988285,Female,Kyoto,56.0,No,Suburban,61784.73369196648,5.0,High School
Divorced,4.551352635410185,-0.29037972094033915,Female,Kyoto,40.0,Yes,,67419.62162875634,3.0,High School
Single,4.332041516021023,-0.26487615492925143,Female,Tokyo,39.0,Yes,Urban,49706.98235526048,4.0,High School
Divorced,6.2095569031398155,-0.8434940743204364,Female,Tokyo,43.0,No,Rural,75801.22890618848,5.0,College
Divorced,6.370025173485574,-0.4068403007441844,Female,Tokyo,43.0,No,Rural,41175.44600600235,4.0,High School
Married,4.717374708094339,1.1179360266505292,Male,Osaka,54.0,No,Rural,40225.66699860503,6.0,College
Divorced,4.95184139022378,0.025026268310752053,Male,Osaka,49.0,Yes,Suburban,51499.49910555574,4.0,Graduate School
Divorced,5.9960908762138185,0.7354659973499197,Female,Kyoto,56.0,No,Suburban,36892.206062339,5.0,High School
Single,4.984917196920752,-0.4251024073542691,Female,Tokyo,31.0,Yes,Urban,58341.13406160311,5.0,College
