Location Code,Renew,Age,Online Activity,Education Level,City,Brand Loyalty,Monthly Income,Sex,Months with Company,Marital Status
Suburban,No,59.0,4.24625662520361,Graduate School,Manchester,-1.1812464257955437,6409.697573269371,Male,64.0,Married
Urban,Yes,48.0,5.410044246403414,Graduate School,London,0.19012562827272722,4730.205000765128,Male,56.0,Divorced
Urban,Yes,50.0,4.518370059354538,College,Manchester,,4449.555934418376,Female,96.0,Divorced
Rural,No,39.0,6.0989656623572746,Graduate School,Manchester,0.1579783926352335,4266.728223408357,Male,61.0,Married
Urban,Yes,57.0,6.326992841201658,Graduate School,New Castle,-0.546505911539704,3402.467212583404,Female,59.0,Divorced
Urban,No,38.0,4.899345999267838,Graduate School,London,-1.1606035385833602,4722.4056060738,Male,65.0,Single
Rural,No,54.0,3.5747783186151425,Graduate School,London,0.11876808086834861,5676.370300855127,Female,78.0,Married
Rural,No,58.0,3.558134039952402,Graduate School,New Castle,-0.889782982564039,6076.3013530277,Female,60.0,Married
Rural,Yes,46.0,5.460031296586954,College,Manchester,-0.011846307135554901,4063.217558001281,Male,63.0,Single
Suburban,No,42.0,5.787519645430673,Graduate School,Manchester,-0.18404940747014698,3182.701433525558,Female,,Married
Rural,No,44.0,5.84885352024512,College,Manchester,0.12379690882377059,2257.608598938723,Male,61.0,Married
Rural,No,62.0,6.051701123390584,High School,Manchester,-0.32204106917050374,3004.470627093454,Female,72.0,Married
Suburban,No,42.0,4.30046266665838,College,London,-0.518433882964233,3157.9444506396517,Female,51.0,Married
Rural,No,31.0,5.425678735464453,Graduate School,Manchester,,5204.937007006827,Male,42.0,Married
Urban,Yes,45.0,6.078527845754387,High School,London,-0.08442247252121327,4462.8888147971,Female,40.0,Married
Urban,Yes,,6.974379576510212,High School,Manchester,0.2539718298718282,4678.333765848531,Male,58.0,Married
Urban,Yes,47.0,4.438120646496633,Graduate School,Manchester,-0.2779657028906585,4462.971372085579,Female,59.0,Divorced
Urban,Yes,46.0,2.260793300869465,High School,London,-0.4881685147027793,2362.095277189282,Male,52.0,Single
,Yes,51.0,3.7905549727834202,Graduate School,Manchester,0.4254611000106393,4857.172038744814,Male,78.0,Divorced
Suburban,No,49.0,5.60231693300043,Graduate School,London,-0.22275510005642427,5557.945890616151,Female,71.0,Single
Urban,Yes,35.0,6.071346984197385,Graduate School,Manchester,-0.746822372117409,4649.28477501941,Female,73.0,Married
Urban,Yes,51.0,5.366418605494848,College,New Castle,0.41333318119339735,3784.485613344971,Male,115.0,Single
Urban,Yes,44.0,4.959417679562447,College,London,0.029258947491818177,5675.944078307994,Female,57.0,Divorced
Suburban,No,68.0,6.879918754828571,High School,London,-0.09573587983357154,6848.047382674713,Male,85.0,Divorced
Urban,Yes,53.0,7.390085537572063,High School,New Castle,-0.10724068426965239,3545.853082073698,Female,109.0,Married
Urban,Yes,44.0,5.45879578500885,College,Manchester,0.4133040665630239,3492.4718081362794,Male,90.0,Married
Suburban,No,56.0,7.253780730667671,College,Manchester,0.7406745342604601,5260.369501430173,Male,62.0,Divorced
Suburban,Yes,42.0,8.179021233791287,High School,,-0.6861421301732216,5448.604555033016,Male,87.0,Married
Rural,No,40.0,4.734273540231718,College,Manchester,-0.2594489365849239,3456.2663236995436,Male,66.0,Married
Urban,Yes,44.0,6.104487879799012,College,New Castle,0.21245580287733,4296.548072446907,Female,78.0,Divorced
Rural,No,50.0,5.283593460920325,College,New Castle,-0.9053197603106433,,Female,67.0,Married
Urban,Yes,50.0,7.138765297112763,College,London,-0.13987110872767736,5479.338795242345,Male,63.0,Single
Suburban,Yes,45.0,5.677345537458588,High School,Manchester,0.26162137639165994,3824.758498160892,Male,80.0,Single
Rural,No,51.0,4.161471485195778,Graduate School,London,-0.8675541771970987,5898.971783179365,Male,62.0,Married
Rural,No,56.0,5.267702240522784,Graduate School,London,0.46513404833962835,,Female,65.0,Married
Rural,No,40.0,2.6300856061755775,College,New Castle,-0.40770785597126136,5613.4685378068325,Female,55.0,Married
Suburban,Yes,47.0,3.636721815254637,College,Manchester,-0.28327340248456323,4760.044114017497,Female,36.0,Divorced
Rural,No,40.0,3.737368534584845,Graduate School,Manchester,-0.3944117135205031,4979.061000338988,Male,65.0,Married
Suburban,No,48.0,4.205441606734901,College,Manchester,0.1985431241930491,6724.1930795172575,Male,66.0,Married
Urban,No,58.0,4.0120431273623565,Graduate School,New Castle,0.0229460861209842,5099.636492638192,Female,89.0,Married
Urban,Yes,52.0,5.940631661864781,High School,Manchester,-0.21323027185890553,4861.53231693688,Male,55.0,Single
Urban,Yes,52.0,5.521520600539666,High School,New Castle,0.43662751681394474,4925.086944363071,Male,103.0,Single
Suburban,No,46.0,5.4958436196075136,Graduate School,Manchester,-0.29897872994639757,5705.624354617138,Female,65.0,Single
Suburban,Yes,47.0,5.049051514033798,High School,London,-0.46718248700909504,3665.7844121991357,Male,,Divorced
Rural,Yes,53.0,7.047129016740229,Graduate School,New Castle,-0.3697496586327536,3739.5549107654133,Male,55.0,Divorced
Urban,Yes,37.0,4.647824564196805,High School,New Castle,-0.9356407264706829,5913.515102595518,Female,36.0,Divorced
Urban,Yes,49.0,6.194869410653417,Graduate School,New Castle,-1.5,4744.76519089483,Male,12.0,Single
Suburban,Yes,48.0,4.6276558533624765,College,Manchester,-0.6037903955865874,3341.883556505319,Male,25.0,Single
Urban,Yes,50.0,5.261489616252272,High School,London,-0.3293563058433081,4361.749046200735,Female,43.0,Divorced
Urban,No,51.0,7.536739806349504,Graduate School,New Castle,-0.4843847702080519,4716.0983180452895,Female,78.0,Married
Urban,Yes,53.0,4.777006317038631,Graduate School,Manchester,-0.2464905643027847,4972.127879190205,Female,45.0,Single
Rural,Yes,57.0,6.312353414958927,High School,New Castle,0.16966506295771178,6010.883409338095,Female,,Single
Suburban,Yes,37.0,4.889648553910104,Graduate School,New Castle,-0.05479636648618841,5228.932627686809,Female,100.0,Divorced
Suburban,Yes,48.0,3.002975447255892,Graduate School,New Castle,0.39059456249718305,4394.4869010473485,Female,96.0,Single
Urban,Yes,48.0,5.983254870269501,High School,London,0.11365703180280562,5349.127565160258,Male,91.0,Divorced
Rural,Yes,53.0,4.71904595288872,High School,Manchester,-0.2673248551438085,3300.639434021188,Female,103.0,Divorced
Suburban,No,38.0,7.658210233587161,College,New Castle,-0.22760358384937873,6217.334719091079,Male,60.0,Married
Suburban,No,51.0,5.701976899042441,Graduate School,New Castle,-0.2232533418175548,2116.852384990942,Female,70.0,Married
Urban,No,43.0,4.162669338753302,High School,,-0.2503398718553741,5072.008158983428,Female,55.0,Single
Rural,No,62.0,6.45202639236031,High School,New Castle,-0.4874543474238746,4031.4307230479117,Female,78.0,Married
Urban,Yes,45.0,6.396795756006144,High School,New Castle,0.08556393649888794,4255.8282060155925,Female,68.0,Married
Suburban,Yes,43.0,7.1136377291816295,High School,London,0.16940762056332626,4393.315150348239,Female,58.0,Divorced
Urban,Yes,48.0,6.171335676768888,High School,New Castle,0.048652928733514345,4430.57932148619,Male,103.0,Divorced
Urban,No,57.0,6.148571547178353,College,New Castle,0.423407336531471,2539.8469418145855,Female,70.0,Married
Suburban,Yes,54.0,6.044222356491025,College,London,-0.008906584036211196,5144.189696632417,Male,62.0,Single
Urban,Yes,54.0,3.4406597224315996,Graduate School,London,-0.24257406107656368,5307.278107233242,,34.0,Divorced
Suburban,No,37.0,4.899313237075713,High School,London,1.2127651956273373,3787.0503138686217,Male,44.0,Married
Suburban,No,58.0,5.062051804923533,College,Manchester,-0.30524640857009083,4035.89777940741,Female,80.0,Single
Urban,Yes,39.0,4.339796023333909,High School,London,0.18896630024205474,4747.449540480953,Female,92.0,Single
Urban,Yes,53.0,4.152556232026661,High School,New Castle,0.34307093811675493,5113.000350686217,Male,55.0,Divorced
Suburban,No,60.0,4.186400820018764,College,Manchester,0.32561631306219874,5126.926704981535,Male,61.0,Married
Suburban,No,64.0,6.43552820429319,College,New Castle,-0.3217914528556109,3465.2986286873843,Male,72.0,Single
Urban,Yes,48.0,4.85665599575387,Graduate School,Manchester,0.32881467882675863,,Male,94.0,Divorced
Suburban,Yes,63.0,4.897260289322286,High School,New Castle,0.26161047362172307,4877.607501679786,Female,87.0,
Suburban,No,47.0,5.362579529522324,High School,New Castle,-0.35790127810143296,5513.021248910454,Male,68.0,Single
Rural,No,52.0,7.582239629777726,Graduate School,London,0.11723870129783548,5807.106412979154,Female,71.0,Divorced
Rural,No,37.0,6.716613681576785,High School,Manchester,-0.2934215095597925,4673.613564645616,Female,52.0,Divorced
Urban,Yes,48.0,5.512019908963091,Graduate School,New Castle,0.1683590799603264,5864.106240997251,Male,36.0,Divorced
Urban,No,48.0,5.385104014230174,College,Manchester,0.10810882506980402,4924.038023452738,Female,66.0,Divorced
Suburban,Yes,53.0,4.556563457047,High School,Manchester,0.033605551597715,5297.709241921595,Male,89.0,Married
Rural,No,46.0,4.659281527497667,Graduate School,New Castle,0.21317495367906902,5875.870534238672,Female,66.0,
Urban,,52.0,5.06464861393656,Graduate School,Manchester,0.3914254381290856,5502.050865036255,Female,48.0,Divorced
Urban,Yes,62.0,7.048424076577202,,New Castle,0.2726615449197012,2901.395297845526,Female,65.0,Married
Urban,Yes,44.0,4.730335323847022,College,New Castle,0.40575381336058347,5238.174936736443,Female,98.0,Divorced
Urban,Yes,42.0,4.591584983807152,College,New Castle,-0.63231287404192,4975.949399790659,Female,15.0,Single
Suburban,No,34.0,4.581965438786891,College,Manchester,-1.1804772390161364,5065.229207873531,Female,68.0,Married
Urban,No,37.0,6.97246875246472,Graduate School,,0.14138043030720887,5402.493701167721,Male,,Married
Urban,Yes,47.0,6.645659216008039,High School,New Castle,-0.36372472519233356,4209.557652663705,Female,48.0,Divorced
Urban,Yes,53.0,4.755878772080323,College,New Castle,0.06762388191110463,4491.109402492785,Female,58.0,Single
,Yes,57.0,5.823798947443219,Graduate School,New Castle,0.07137606868362212,4290.004474232553,Male,63.0,Divorced
Rural,No,63.0,9.07164052003144,Graduate School,Manchester,-1.2831643828404344,4463.140598079647,Male,88.0,Married
Suburban,No,47.0,6.61263024646612,High School,Manchester,0.27116318609847023,7366.816554936499,Male,62.0,Married
Rural,No,,5.025078804762824,Graduate School,Manchester,0.28034174667599654,5257.760364488087,Male,61.0,Married
Rural,No,54.0,6.912719132277469,Graduate School,New Castle,-0.45615124510786986,6183.675586101283,Male,68.0,Married
Rural,No,46.0,5.2973111698945194,Graduate School,New Castle,-0.19584712980405142,6477.213091996329,Female,64.0,Married
Urban,Yes,41.0,4.8697860890854825,Graduate School,Manchester,-0.49692574490795494,4165.266830828144,Male,53.0,Divorced
Rural,No,51.0,,Graduate School,New Castle,-0.6522531831048688,6082.321871110669,Male,81.0,Married
Rural,Yes,48.0,5.753042829491602,Graduate School,London,0.0416109874550602,3217.6669063527124,Male,83.0,Divorced
Rural,No,46.0,5.863262668906931,College,Manchester,-0.25143286824293704,3689.801588296145,Male,49.0,Married
,No,41.0,2.5463267649625734,College,New Castle,-0.2878215298792827,5263.995384453778,Female,48.0,Married
Rural,No,30.0,6.452803537117509,College,New Castle,-0.868747342212375,3355.5344820249084,Female,65.0,Married
Suburban,No,32.0,4.353992035754382,Graduate School,Manchester,-0.6095892404211831,5918.653096368913,Male,49.0,Married
Urban,Yes,56.0,4.0445799817450805,College,Manchester,0.37378132550758314,5265.277154701855,Male,84.0,Divorced
Urban,,52.0,6.059240523089596,Graduate School,London,0.5528660213024569,5267.3081962424485,Female,74.0,Married
Urban,Yes,37.0,4.765717034828684,College,New Castle,-0.99125900106197,6160.522799867549,Male,37.0,Single
Rural,No,56.0,4.807094285349037,College,London,-0.07377570161840052,5236.078970276075,Male,73.0,Married
Urban,Yes,40.0,6.235883104018617,High School,New Castle,0.020026689656317653,4060.6214636147893,Male,41.0,Divorced
Rural,No,39.0,6.583626365428824,Graduate School,New Castle,-0.055799823304853086,,Female,52.0,Divorced
Rural,No,47.0,4.182733280273085,Graduate School,London,-0.45529059088672624,6192.4006318419815,Female,65.0,Married
,Yes,51.0,3.2543516725729824,College,Manchester,-0.054581803446164506,6278.567970292607,Female,58.0,Divorced
Suburban,No,40.0,5.35287286071593,High School,Manchester,0.3775269256890641,3347.3628401113556,Female,61.0,Married
Urban,Yes,60.0,8.11208964885072,High School,Manchester,-0.08678661986572295,3525.7187988292176,Male,59.0,Divorced
Suburban,Yes,51.0,6.262928192201797,College,Manchester,-0.3759432679721513,5372.354287847637,Male,43.0,Married
Suburban,Yes,46.0,4.834867336447158,Graduate School,London,0.48036073192652595,6713.755340573428,Female,74.0,Divorced
Suburban,Yes,51.0,6.832841082487173,Graduate School,London,0.002766173781069192,6242.669953661958,Male,51.0,Divorced
Urban,Yes,51.0,4.081016792204943,College,London,-0.15836367799625917,3297.1952433059346,Female,86.0,Divorced
Rural,No,50.0,5.055198900354905,College,New Castle,-0.4648907128116625,2880.3044897930904,Male,67.0,Married
Suburban,Yes,37.0,,College,New Castle,-0.284009020871476,6144.488027250589,Female,65.0,Divorced
Urban,Yes,51.0,7.122463661373103,High School,Manchester,0.11401751509888564,3181.458123733889,Female,76.0,Divorced
Urban,Yes,48.0,4.877583301123588,Graduate School,London,-0.26761034171251974,4249.4083691788055,Female,60.0,Divorced
Rural,No,62.0,5.550642346963665,Graduate School,Manchester,-0.3635728888638352,3034.316526971351,Female,63.0,Married
Urban,No,54.0,3.7578019601086607,College,Manchester,0.08743599617292636,4143.4862411841805,Female,74.0,Married
Suburban,Yes,65.0,4.758917723576145,High School,Manchester,0.37647408949819494,3650.1578433581963,Female,81.0,Divorced
Urban,Yes,51.0,6.011900125301197,College,Manchester,-0.3135722821177926,5440.296083755837,Female,54.0,Married
Suburban,Yes,54.0,4.785650333009503,College,London,0.029892097637940984,5399.75811862135,Male,59.0,Divorced
Rural,No,38.0,,College,New Castle,,2046.0866342694212,Male,71.0,Divorced
Urban,Yes,,,High School,London,0.058417390934520086,3546.070716158085,Female,79.0,
Suburban,No,41.0,4.243968639991262,College,Manchester,-0.1494728318985088,2966.9039853600843,Male,69.0,Married
Urban,Yes,47.0,5.021151318951869,Graduate School,New Castle,-0.017366690527590267,3283.0632367733297,Female,71.0,Single
Urban,Yes,44.0,5.511552329437224,High School,Manchester,-0.5830486910025285,2284.2513637353914,Female,78.0,Married
Suburban,No,63.0,6.262807429203944,College,Manchester,-0.38331224943875836,2037.9035916818598,Female,74.0,Married
Rural,No,58.0,5.05686536487149,College,New Castle,0.1780091366244113,5360.028628825596,Female,63.0,Married
Rural,No,52.0,6.690417145422467,Graduate School,Manchester,-0.07922588624005275,6094.9291222488655,Female,76.0,Single
Urban,Yes,36.0,6.578612029283142,College,London,-0.747052084770728,5394.095042758763,Male,,Single
Suburban,No,72.0,3.3502212476665707,High School,London,-0.5070986247322812,5521.526786917303,Female,87.0,Married
Urban,Yes,49.0,5.557895070167017,College,Manchester,0.4088801960610269,4301.163673682765,Female,63.0,Married
Rural,Yes,53.0,6.112017309735709,Graduate School,Manchester,0.3320605849263971,3513.5384778152566,Male,,
Urban,Yes,66.0,5.401388829910174,High School,Manchester,0.04868749594418481,4264.779940589124,Male,88.0,Divorced
Suburban,No,36.0,5.4529740319174955,Graduate School,London,-0.11713878819178175,4198.143887935162,Female,,Single
Suburban,Yes,,4.690811687029029,College,London,-0.027988086501226195,,Female,68.0,Divorced
Urban,Yes,65.0,4.808974939178018,Graduate School,London,0.44825229216494955,4607.356033185935,Male,63.0,Single
Urban,Yes,38.0,7.60645097320921,High School,Manchester,-0.15048538474114884,5651.021286406896,Male,80.0,Married
Suburban,Yes,59.0,5.272034297911969,College,London,0.0004766009520605907,3700.6634966652523,Female,51.0,Married
Urban,Yes,36.0,4.994825675285501,,London,-0.1997985977270952,3840.6750566149412,Female,72.0,Married
Urban,Yes,43.0,6.840435007156988,Graduate School,New Castle,-0.5243168040232942,4864.065314916467,Male,56.0,Divorced
Rural,Yes,60.0,5.826787970192692,High School,London,-0.28646019665080474,7464.493233974698,Male,43.0,Single
Urban,Yes,46.0,5.808369309419875,High School,Manchester,-0.8445009072707207,3153.02515491511,Male,49.0,Divorced
Rural,No,49.0,3.870270023952675,High School,Manchester,0.3660137014082553,7044.455584795647,Female,61.0,Married
Suburban,Yes,58.0,7.452040292893109,Graduate School,London,-0.10832219319665151,4375.27370381205,Female,85.0,Divorced
Urban,Yes,59.0,4.753065089640282,Graduate School,Manchester,-0.4697620475064651,4829.255346455972,Female,92.0,Single
Suburban,Yes,47.0,6.393874943540395,Graduate School,Manchester,-0.20036466916467954,5344.127245863887,Male,54.0,Divorced
Urban,Yes,44.0,4.040578717912,High School,London,0.32052195043667175,4756.875479694444,Female,72.0,Divorced
Rural,Yes,39.0,7.468136954971453,College,Manchester,0.2123343442086293,4127.7606861238255,,53.0,Divorced
Urban,Yes,40.0,7.002644349023941,College,London,-0.6455892828862795,5002.111657381503,Male,70.0,Single
Urban,Yes,49.0,6.706145011471084,College,Manchester,0.1849901701377099,5896.59142450434,Male,75.0,
