Location Code,Months with Company,Annual Income,Age,Marital Status,City,Sex,Renew,Brand Loyalty,Online Activity,Education Level
Urban,37.0,39110.31998831182,50.0,Single,Khon Kaen,Female,Yes,0.418061061966878,7.621977439168521,College
Urban,67.0,42497.17007836699,,Divorced,Mahasarakam,Male,Yes,0.1379043405315366,5.830224474447999,College
Urban,63.0,38486.72125172272,50.0,Married,Mahasarakam,Female,Yes,0.03119704137074678,5.63634232444611,Graduate School
Suburban,112.0,34068.42565784273,35.0,Divorced,Mahasarakam,Male,No,0.13277644733576166,5.224264898559104,College
Rural,47.0,51801.94276089825,38.0,Divorced,Udon,Female,Yes,0.5687248748672982,5.80351162314584,Graduate School
Urban,59.0,40957.37699309845,41.0,Divorced,Udon,Female,Yes,-0.3885951115371106,7.18922662988278,High School
Rural,58.0,75342.24067389028,45.0,Divorced,Mahasarakam,Male,No,-0.4510220371364788,4.260250946860916,High School
Urban,37.0,49404.36100565426,48.0,Divorced,Khon Kaen,Male,Yes,0.2557618928313933,8.659015086097863,College
Rural,77.0,56497.25839991748,34.0,Divorced,Khon Kaen,Female,No,0.23463546587388753,5.4799988393417305,College
Urban,61.0,34948.00984704569,50.0,Divorced,Mahasarakam,Male,Yes,-0.06028553006084415,6.979426330112482,High School
Urban,55.0,35441.20188720141,64.0,Divorced,,Male,Yes,0.6780002316616119,5.480135011154696,College
Suburban,94.0,49922.70992734972,46.0,Married,Mahasarakam,Male,No,0.029679495132739455,6.1731843873617045,High School
Urban,67.0,32283.12469955156,43.0,Single,Mahasarakam,Male,Yes,0.3073194479155012,6.317782789916154,High School
Suburban,63.0,34736.09895189562,32.0,Divorced,Khon Kaen,Male,Yes,0.4285277206044129,5.376015690196862,College
Urban,88.0,61376.307991080226,57.0,Married,Mahasarakam,Female,No,-0.2518688205057697,4.499155433453561,High School
Urban,38.0,52463.88912147728,47.0,Divorced,Udon,Female,Yes,0.5684773774745301,6.274185163058787,Graduate School
Suburban,50.0,45770.24200463656,41.0,Divorced,Mahasarakam,Female,Yes,0.2568996734157549,6.788544172878072,Graduate School
Urban,29.0,46586.14534263995,53.0,Married,Udon,Female,Yes,0.3499732681795634,7.381992718063567,College
Rural,60.0,,52.0,Married,Khon Kaen,Female,No,-0.12475270399320904,7.0117039125641725,College
Suburban,71.0,55397.6607455896,56.0,Single,Udon,Female,No,-0.24915409376225456,5.398005186975791,High School
Rural,56.0,71138.07361888712,40.0,Married,Khon Kaen,Female,No,-0.0011540485097832134,3.3357779776812237,High School
Rural,46.0,59641.25148242165,61.0,Married,Udon,Female,No,-0.29057931594287945,6.63156574940429,College
Rural,66.0,61499.883575276974,50.0,Single,Mahasarakam,Male,,0.03297613223501376,5.041270627807634,Graduate School
Rural,52.0,46616.68290313836,58.0,Divorced,Mahasarakam,Male,Yes,0.29744155888099766,5.4609782257101225,College
Rural,22.0,55170.679882714234,35.0,Married,Mahasarakam,Male,Yes,0.11362990243466682,8.788453306284424,College
Rural,68.0,59786.525751086396,45.0,Married,Udon,Male,No,-0.3048484205857752,5.297810861215275,
Suburban,73.0,71722.49469343101,54.0,Divorced,Udon,Female,No,0.04129225436829499,5.143037606466172,College
Urban,24.0,52387.77339288419,46.0,Married,Udon,Female,Yes,0.8773371102873267,7.111377470800274,
,46.0,49257.330592149825,63.0,Divorced,Khon Kaen,Female,,,4.8104800351104124,High School
Urban,37.0,49851.76197275692,47.0,Single,Khon Kaen,Male,Yes,1.1313995892765132,6.081233607310207,Graduate School
Suburban,46.0,53897.10021078748,40.0,Single,Udon,Male,No,0.6708785329489413,6.0819747873813395,College
Urban,49.0,51599.973012734496,41.0,Divorced,Khon Kaen,Male,Yes,1.4099584386568305,4.101014501425819,Graduate School
Suburban,62.0,37734.451659254846,57.0,Married,Mahasarakam,Male,Yes,0.37642042160540035,5.207225889329459,High School
Suburban,45.0,48268.87719056645,39.0,Divorced,,Male,Yes,-0.15243372325674512,7.521486992525333,College
Suburban,63.0,64940.86161496308,44.0,Single,Mahasarakam,Female,No,0.0020800586746861013,3.630842865965822,Graduate School
Suburban,52.0,33061.9322008519,48.0,Single,Khon Kaen,Female,Yes,0.567592708871925,5.842427516329265,High School
Rural,80.0,66965.01257653546,32.0,Married,Mahasarakam,Male,No,-0.22568723584579048,6.398077292272317,Graduate School
Urban,46.0,53324.048154731994,58.0,Single,Mahasarakam,Male,Yes,0.13396164638560426,6.62654889823328,Graduate School
Rural,53.0,70396.41088750759,35.0,Married,Khon Kaen,Female,,-0.05262604221287384,3.9128111953036466,Graduate School
Rural,105.0,52610.07943947466,44.0,Divorced,Udon,Female,No,-0.19876572556185915,6.081194568817641,
,69.0,32540.865169900087,44.0,Single,Udon,Male,Yes,-0.4350920725633026,6.093171917458213,College
Rural,82.0,44300.13859396163,43.0,Married,Mahasarakam,Male,No,0.22389026200603876,4.404714465641825,High School
Urban,62.0,45296.79194127018,53.0,Married,Udon,Female,Yes,0.3335055656689123,4.343791258062682,High School
Rural,46.0,63817.94587328458,53.0,Married,Mahasarakam,Female,No,,,Graduate School
Suburban,51.0,46553.946753150485,49.0,Divorced,Khon Kaen,Female,No,-0.8335712916145965,6.086587330164276,High School
Urban,42.0,50262.8412780142,43.0,Single,Khon Kaen,Male,Yes,0.8968438892376798,5.208627169283949,High School
Urban,56.0,37028.97025276861,45.0,Divorced,Udon,Female,Yes,-0.08802977000984338,7.58899446484557,High School
Suburban,58.0,62655.997627383455,61.0,Married,Mahasarakam,Female,No,-0.35925606430494433,3.6984736665182645,High School
Suburban,31.0,58224.16611596522,44.0,Single,Khon Kaen,Male,Yes,0.18340704911407796,7.316086549851461,Graduate School
Urban,98.0,27327.90490039826,39.0,Single,Khon Kaen,Male,Yes,-0.17169318925540458,4.652141803998004,Graduate School
Urban,34.0,88178.20769210954,47.0,Married,Mahasarakam,Female,No,-0.6405589285544624,6.320852804267605,Graduate School
Urban,63.0,54139.46368088682,59.0,Divorced,Mahasarakam,Female,No,0.11187689404673407,5.00682931112214,College
Rural,42.0,,45.0,Divorced,Mahasarakam,Male,Yes,0.08584578934011478,7.671609400336858,College
Urban,68.0,31068.14360078458,45.0,Divorced,Mahasarakam,Male,Yes,0.9348340057679987,,Graduate School
Suburban,50.0,44763.078510596606,68.0,Married,Khon Kaen,Female,Yes,0.1411326465300065,8.246503525176792,College
Rural,92.0,44809.51251735637,46.0,Married,Khon Kaen,Male,No,-0.01583606888571315,4.050608736591196,College
,59.0,77354.20148672533,69.0,Married,Khon Kaen,Male,No,-0.3430688737856381,3.9453591339960803,College
Rural,61.0,81834.33713038916,72.0,Married,Mahasarakam,Male,No,-1.2248286603024532,7.852825684729911,College
Suburban,48.0,49598.2709514901,39.0,Divorced,Khon Kaen,Male,Yes,0.553696044304753,5.945274639241431,Graduate School
Rural,80.0,50179.16392023137,43.0,Married,Udon,Female,No,,5.391352078023188,Graduate School
Rural,65.0,52349.270683319715,45.0,Married,Khon Kaen,Male,No,0.9320378937439139,3.6657762725837166,Graduate School
Urban,30.0,57757.95031982821,28.0,Divorced,Mahasarakam,Male,Yes,0.056862069565194455,8.586615348685244,College
Suburban,37.0,49618.974909030076,50.0,Single,Udon,Female,Yes,0.23919952756697346,7.369385835393995,High School
Suburban,50.0,43073.069086036354,,Single,Udon,Female,Yes,0.19679756114929697,6.974090307498266,
Suburban,72.0,24342.995649760473,46.0,Divorced,Khon Kaen,Female,Yes,-0.8711421734901034,7.872154300773595,High School
Rural,63.0,65334.47157556956,53.0,Married,Khon Kaen,Female,No,-0.10414245859765164,,College
Suburban,78.0,49065.46602446958,65.0,Married,Khon Kaen,Female,No,-0.3560711421126637,5.447460743202006,College
Urban,41.0,51777.60877084748,42.0,Divorced,Mahasarakam,Female,Yes,0.25310294241506703,7.494850069610241,College
Suburban,76.0,46433.64576137033,46.0,Single,Mahasarakam,Male,Yes,0.24045008559032816,5.568433952451249,High School
Rural,44.0,37542.30264544544,36.0,Divorced,Udon,Female,Yes,0.4382397337181873,8.113123555765325,College
Rural,77.0,45963.58347644644,37.0,Married,Mahasarakam,Female,No,0.16412508357781258,5.002814507207065,High School
Urban,57.0,52557.99567349822,53.0,Divorced,Udon,Female,Yes,0.37071733276672186,5.580520348438872,High School
Suburban,80.0,48119.36410329006,38.0,Married,Khon Kaen,Female,No,-0.009040083060019799,5.536738562033469,College
Suburban,77.0,66651.90387667993,55.0,Single,Khon Kaen,Female,No,0.17920084295409316,5.4291196991747475,High School
Urban,30.0,53754.84894104556,55.0,Single,Udon,Male,Yes,0.39444161535868116,7.711162547820106,Graduate School
Urban,52.0,43439.04164908572,36.0,Single,Udon,Female,Yes,0.062604419358591,7.579791604411771,Graduate School
Urban,43.0,,42.0,Divorced,,Male,Yes,0.3626027787625626,8.013572312602108,Graduate School
Rural,36.0,42660.27731312376,41.0,Divorced,Udon,Female,Yes,-0.2777227131057651,9.137212895899232,Graduate School
,38.0,52765.54659011128,51.0,Divorced,Udon,Male,Yes,0.5508106190735939,6.562086286782024,High School
Rural,75.0,23887.325436544055,48.0,Single,Udon,Female,Yes,-0.05079973094774143,6.016542909114114,Graduate School
Urban,20.0,65651.31297282928,41.0,Single,Mahasarakam,Male,Yes,1.252187983736935,4.95997412941783,High School
Urban,37.0,65267.36994413519,49.0,Divorced,Mahasarakam,Female,Yes,0.9165136015424749,6.369418752372495,Graduate School
,55.0,45805.27528390773,40.0,Divorced,Mahasarakam,Male,Yes,0.8010909910478311,4.435560093030038,College
Suburban,39.0,51852.35955091659,42.0,Divorced,Udon,Female,Yes,0.09854404266498132,7.096914548069329,Graduate School
Suburban,88.0,42013.520897389426,43.0,Married,Mahasarakam,Male,No,0.48062965134146485,4.3684011471358355,Graduate School
Suburban,85.0,54535.07724412912,56.0,Divorced,Udon,Female,No,-0.3820459318770331,,College
Urban,39.0,58644.76788349177,49.0,Single,Udon,Male,Yes,0.8358095263828018,7.051131521584045,College
Urban,24.0,81099.87733490721,,Married,Khon Kaen,Female,No,-0.3766021454712238,3.871220631456141,High School
Urban,53.0,,41.0,Married,Udon,Female,Yes,0.6802990613672705,4.962235301447649,Graduate School
Suburban,29.0,67206.9699544667,54.0,Married,Udon,Female,Yes,0.8008492128042787,6.445141445183997,College
Rural,56.0,84579.07939584533,61.0,Married,Khon Kaen,Male,No,-0.32685309279262037,6.770225470633008,High School
Urban,54.0,44650.1978703257,42.0,Single,Khon Kaen,Female,Yes,0.037254459920488786,8.86179554090112,High School
Suburban,56.0,39316.42318002309,41.0,Married,Mahasarakam,Male,Yes,,5.134520162317655,High School
Urban,42.0,43010.21303520383,54.0,Single,Mahasarakam,Male,Yes,-0.3376118684957731,8.691741039744707,Graduate School
Urban,55.0,47163.91735165553,50.0,Divorced,Khon Kaen,Female,Yes,0.08990899982287692,,Graduate School
Suburban,39.0,61859.1581231271,48.0,Divorced,Khon Kaen,Female,No,0.9792381683610563,4.887137518190836,High School
Urban,35.0,62419.130935203124,47.0,Single,Udon,Female,Yes,0.6135227028473264,6.528265081983052,College
Urban,71.0,28589.583759328383,44.0,Divorced,Mahasarakam,Female,Yes,-0.07997743469914809,7.09808552190702,Graduate School
Rural,69.0,51039.57720200744,53.0,Married,Khon Kaen,Male,No,-0.16016059878598587,3.8657589978817892,College
Rural,74.0,69388.77770337352,48.0,Divorced,Khon Kaen,Female,No,-0.6721150181511996,6.028045814955137,High School
Suburban,67.0,35681.94691583956,56.0,Divorced,Mahasarakam,Female,Yes,0.08883598374741193,5.374688659270326,Graduate School
Urban,75.0,29893.11728617918,48.0,Single,Mahasarakam,Male,Yes,-0.46782028311700197,5.656815258301563,College
Urban,39.0,39778.9359247883,51.0,Single,Udon,Female,Yes,0.6885958500406305,5.658972820723958,Graduate School
Urban,39.0,46188.73315036869,62.0,Single,Mahasarakam,Female,Yes,0.9721828800128057,4.594618416216863,High School
Urban,30.0,48656.409759747854,48.0,Divorced,Mahasarakam,Male,Yes,0.7731978271649224,7.230392710811351,High School
Rural,63.0,66481.14206581886,47.0,Married,Udon,Male,No,-0.8666187138077615,7.883493131880962,Graduate School
Rural,62.0,55589.607501222956,,Divorced,Khon Kaen,Male,No,-0.3002357555618618,4.864636346921921,High School
Suburban,61.0,44366.13468384785,61.0,Divorced,Mahasarakam,Male,Yes,0.36664049982872055,5.712390338860622,Graduate School
Urban,37.0,52300.402117180594,46.0,Married,Khon Kaen,Male,Yes,0.5575256778051494,6.666025224940251,College
Rural,48.0,75227.0255832075,42.0,Divorced,Khon Kaen,Male,No,-0.9218547118385979,7.091546153670988,Graduate School
Suburban,65.0,57982.91706244738,50.0,Married,Udon,Female,No,0.11797814228855967,3.9959852464168772,College
Suburban,54.0,58222.88875099637,40.0,Married,Mahasarakam,,Yes,0.9971494945470782,5.18530449748255,High School
Urban,73.0,36632.06979080439,33.0,Divorced,Mahasarakam,Male,Yes,0.26156535948523674,6.404525720135884,College
Rural,,35406.93330742172,37.0,Married,Udon,Male,No,-1.3147045445778618,5.585226138865849,High School
Suburban,61.0,40083.394723285826,48.0,Divorced,Udon,Male,Yes,0.07587393878415952,5.589059619353363,College
Rural,60.0,74123.12435852528,34.0,Married,Mahasarakam,Female,No,-0.53431140920385,4.440016256188738,Graduate School
Urban,52.0,42798.73133126942,38.0,Single,Khon Kaen,Female,Yes,-0.06629656354097985,7.065789558479854,College
Urban,45.0,45945.113269043424,53.0,Married,Mahasarakam,Female,Yes,0.9059040097891736,5.608984170574604,College
Suburban,60.0,53699.60986358777,39.0,Divorced,Udon,Male,Yes,-1.2001008023981126,6.527251348227203,High School
Suburban,45.0,65127.88094908388,45.0,Single,Udon,Female,No,-0.09180498985239338,5.174745610461869,College
Suburban,63.0,35520.772543930885,53.0,Single,Khon Kaen,Male,Yes,0.2626137331574791,5.550204499805092,College
Urban,42.0,47549.43752183818,42.0,Married,Khon Kaen,Male,Yes,0.6141867312164104,6.408196794101846,Graduate School
Suburban,52.0,66129.58071805805,27.0,Divorced,Khon Kaen,Male,No,0.23762133352150105,5.345890655233538,College
Rural,48.0,57217.03750520584,49.0,Married,Udon,Female,No,-0.10593837940168335,6.182480267895989,High School
Urban,40.0,57860.27875876317,70.0,Single,,Male,Yes,0.6813071867074244,7.1713458683841305,High School
Rural,33.0,56252.60418413013,43.0,Single,Mahasarakam,Female,Yes,0.6420178162304863,7.360175623784205,High School
Suburban,67.0,64674.70598953993,47.0,Divorced,Mahasarakam,Male,No,0.057870422159629786,7.137864123245755,College
Rural,61.0,62953.503798530204,40.0,Divorced,Udon,Male,No,-0.1424121086452613,5.854821251025444,Graduate School
Rural,34.0,58499.16624706362,52.0,Divorced,Udon,Female,Yes,0.30029801732840294,8.245905463965876,Graduate School
Suburban,31.0,56261.742803002824,48.0,Divorced,Udon,Female,Yes,-0.04855148385130366,7.316695491292757,Graduate School
Rural,61.0,43536.20681198365,50.0,Divorced,Mahasarakam,Male,Yes,0.36497141422152213,5.511041866900548,College
Suburban,10.0,71647.9620243759,50.0,Divorced,Khon Kaen,Male,Yes,1.4999999999999998,6.355707287246261,Graduate School
Rural,43.0,37314.62824500967,46.0,Married,Udon,Male,No,0.6319351221722935,5.809919156490809,High School
Rural,76.0,53191.41665182754,61.0,Married,Khon Kaen,Male,No,0.27221569056954,2.234080761923429,High School
Urban,40.0,48693.27045432041,54.0,Married,Udon,Male,Yes,0.26564616483187875,7.417505152933254,Graduate School
Rural,65.0,67921.11286148975,23.0,Married,Mahasarakam,Female,No,-0.5412674779296385,5.514545511563605,Graduate School
Urban,44.0,47215.67205863129,36.0,Single,Khon Kaen,Male,Yes,0.38445565039760066,6.726098535452069,College
Rural,53.0,42144.81701096096,52.0,Divorced,Udon,Female,Yes,0.2542143260152945,5.754183034238889,High School
,48.0,71996.76952813944,50.0,Divorced,Mahasarakam,Female,No,,4.653756529158079,High School
Rural,48.0,72703.88047848405,65.0,Divorced,Khon Kaen,Female,No,0.03945141536429396,4.808689448585847,College
Urban,57.0,47331.908296828275,55.0,Divorced,Khon Kaen,Female,Yes,0.6125201383915156,4.7694949184457,High School
Rural,24.0,46833.52807944999,41.0,Married,Mahasarakam,Female,Yes,1.0169547345508594,6.64583324099755,High School
Rural,80.0,55863.38657193918,40.0,Divorced,Mahasarakam,Male,No,-0.13884446285921925,5.597241904701935,High School
Urban,30.0,62685.37503452736,41.0,Single,Udon,Male,Yes,0.4780763826086379,7.931843355680789,College
Rural,66.0,73317.18877374301,41.0,Married,Mahasarakam,Female,No,-0.34114376505846306,5.2308281962227285,High School
Suburban,33.0,54161.704818861865,50.0,Divorced,Mahasarakam,Female,Yes,-0.6115232892736887,9.494453469803727,College
Suburban,47.0,64480.86136853397,46.0,Married,Khon Kaen,,No,-0.31862498969957265,5.5960127639812995,
Rural,61.0,59412.762340472706,36.0,Married,Mahasarakam,Male,No,-0.5050241436224838,4.36550348719245,Graduate School
Rural,64.0,70699.8719990628,35.0,Married,Khon Kaen,Female,No,-0.6554898014234778,6.143865666974795,College
Urban,46.0,42752.2440876052,35.0,Single,Mahasarakam,,Yes,0.6349265250577404,4.637437876600083,College
Rural,93.0,48169.974641200446,60.0,,Khon Kaen,Female,No,-0.024362607119949725,5.7791332872033285,College
Urban,56.0,37291.836033331914,35.0,Married,Udon,Male,Yes,0.8780437052546226,5.048519511371117,College
Rural,73.0,74571.52353739615,57.0,Married,Mahasarakam,Male,No,-1.3783655223436546,7.064931269810536,Graduate School
Rural,76.0,63512.14316295166,59.0,Married,Udon,Female,No,-0.6621419148385508,6.894332234462783,High School
Rural,67.0,56003.62973701479,48.0,Divorced,Udon,Male,No,0.19984434529602269,6.590194867839664,College
Rural,50.0,49419.37904737072,35.0,Divorced,Mahasarakam,Female,Yes,0.3649955519827592,6.0465637203895355,Graduate School
Rural,49.0,56954.519018035426,48.0,,Udon,Male,Yes,0.4299280260528161,5.736372924757201,Graduate School
Urban,47.0,54579.38224575783,50.0,Divorced,Khon Kaen,Female,Yes,0.9281088150729299,5.097757028454747,High School
Urban,72.0,33278.579780364904,49.0,Divorced,Khon Kaen,Female,Yes,-0.376842970238653,6.200966572817358,Graduate School
Urban,45.0,49574.517065107466,61.0,Divorced,Mahasarakam,Male,Yes,0.7043663785758113,6.239481748816665,High School
Rural,73.0,61439.29841706734,61.0,Divorced,Khon Kaen,Male,No,0.5327696613829727,4.255792268120452,College
Urban,78.0,51899.0026644008,51.0,Married,Mahasarakam,Female,No,-0.16185886857800819,7.023283791971667,Graduate School
Suburban,50.0,35544.83390136592,34.0,Divorced,Khon Kaen,Male,Yes,-0.02064902390231893,6.602452451109169,High School
Rural,52.0,50218.19640462295,30.0,Single,Khon Kaen,Male,Yes,0.07019141073893592,5.270923103678722,College
Suburban,58.0,49128.961371744415,61.0,Married,Mahasarakam,Male,Yes,0.47232231105246025,5.2041606824862185,Graduate School
Rural,59.0,52706.607218387595,47.0,Single,Khon Kaen,Female,,0.0464756363224109,5.44673235915471,High School
Rural,53.0,80973.06700608533,53.0,Married,Mahasarakam,Male,No,-0.7654623040494202,7.5878528992719065,High School
Rural,59.0,57253.2270625137,42.0,Single,Khon Kaen,Female,No,-0.19763979118035124,3.8938744002393326,Graduate School
Rural,101.0,41432.28904755514,50.0,Married,Khon Kaen,Male,No,-0.3625653755004699,5.250615863401801,College
