Location Code,Annual Income,Years after high school graduation,Marital Status,Sex,Renew,Brand Loyalty,Hours Online,Years subscribed,City,Education Level
Urban,48445.88255241232,34.0,Divorced,Male,Yes,-0.12049696669057296,6.647500542545718,3.0,Khon Kaen,High School
Rural,59660.55698210194,43.0,Married,Female,No,0.10634525838442238,6.089937252707331,4.0,Khon Kaen,High School
Urban,53377.79000834714,39.0,Divorced,Female,Yes,-0.49386236344885015,7.438965133990582,4.0,Udon,College
Rural,45657.61323966117,20.0,Married,Female,No,0.3961468877670742,3.869530526561518,5.0,Udon,
Urban,53555.72817865424,42.0,Married,Male,No,-0.4023819644866271,5.020051577184285,3.0,Mahasarakam,High School
Suburban,56625.2180483784,38.0,Divorced,Male,Yes,-0.3685747996862033,5.782364417683277,5.0,Mahasarakam,College
Urban,33926.13183781873,51.0,Single,Female,Yes,-0.011641670976172136,5.183412924927436,2.0,Khon Kaen,High School
Urban,58654.867877473094,31.0,Single,Male,Yes,-0.6419441986587083,7.643965124041614,4.0,Khon Kaen,High School
Suburban,56769.16698217055,36.0,Single,Female,Yes,-0.6348941360210667,6.467282361281316,3.0,Mahasarakam,High School
Suburban,59461.57673720147,43.0,Divorced,Male,,-1.1728333709940602,7.216090958344399,4.0,Mahasarakam,College
Urban,39056.640889694536,29.0,Single,Male,Yes,0.3152416504599228,4.7800701327542985,3.0,Mahasarakam,College
,76961.58045409169,24.0,Married,Male,No,-0.22230951217651737,4.691110688649396,4.0,Mahasarakam,High School
Suburban,22966.715053204705,27.0,Single,Female,Yes,0.7423754574817543,3.8340381320747197,1.0,Khon Kaen,College
Urban,26785.93325230251,31.0,Divorced,Male,Yes,0.7495186067351044,5.060939327069966,2.0,Mahasarakam,High School
Urban,32665.81619081005,43.0,Single,Female,Yes,0.6224204367376572,5.515553079953433,2.0,Udon,High School
Urban,68640.4106982433,31.0,Married,Female,Yes,,7.202506485580569,7.0,Khon Kaen,High School
Suburban,57803.86822191458,29.0,Single,Female,Yes,-0.7515445569453135,8.21207977512538,5.0,Mahasarakam,College
Urban,74976.39474906474,31.0,Married,Female,Yes,-0.6683636874696316,8.919308766501961,6.0,Mahasarakam,College
Suburban,50186.03947291067,30.0,Divorced,Male,No,0.46226511361365163,3.90994647101682,4.0,Udon,College
Suburban,56949.071745322035,35.0,Married,Female,No,0.2638037459103398,6.127208018824993,2.0,Mahasarakam,College
Rural,32802.273504032375,50.0,Married,Female,No,-0.0032876201542491323,5.338284243334607,4.0,Khon Kaen,High School
Suburban,55066.05436532766,40.0,Divorced,Female,No,-0.9525729290655437,4.509536795547742,7.0,Mahasarakam,Graduate School
Suburban,51500.720877974316,20.0,Married,Female,No,-0.1534396965863312,5.701246115465567,5.0,Udon,Graduate School
Urban,27042.426072518647,41.0,Divorced,Female,Yes,0.19168818152290973,4.180390327211837,2.0,Khon Kaen,Graduate School
Rural,,,Married,Female,No,0.060403819073875514,5.450383174306576,6.0,Mahasarakam,High School
Suburban,64376.50988265569,24.0,Divorced,Male,Yes,-0.10629412123354429,3.5594236803331865,3.0,Khon Kaen,High School
Urban,59812.8488447085,32.0,Married,Male,Yes,-0.24266232034373353,7.305449991936705,4.0,Mahasarakam,High School
Urban,40338.21162880288,30.0,Single,Female,Yes,-0.18011892954047612,5.342608164466243,4.0,Khon Kaen,College
Rural,58677.21749038133,36.0,Married,Male,No,-0.9003186753423704,5.94118064015071,6.0,Khon Kaen,High School
Suburban,62068.60250145267,20.0,Married,Male,No,0.8063268676199912,3.103962305738007,3.0,Mahasarakam,High School
Suburban,74614.40909123258,19.0,Married,Male,No,,4.156235634458514,2.0,Udon,Graduate School
Urban,50921.42748567526,31.0,Single,Female,Yes,0.1633120337103922,6.338433690665358,4.0,Mahasarakam,Graduate School
Urban,44766.55654121073,18.0,Divorced,Male,Yes,0.15238155006566018,5.341292965669829,4.0,Khon Kaen,Graduate School
Suburban,56312.76690495557,25.0,Single,Female,Yes,-0.30027666324544294,6.801115425799489,3.0,Mahasarakam,Graduate School
Urban,28901.01187286678,26.0,Single,Male,Yes,0.698505116047319,4.357486122652013,2.0,Khon Kaen,College
Urban,51153.956280324135,25.0,Divorced,Male,Yes,-0.08737709392121473,6.163560850364205,3.0,Khon Kaen,High School
Urban,41251.989310387,26.0,Single,Female,Yes,0.3592583404386439,5.824579551757369,4.0,Khon Kaen,High School
Urban,57431.91060934863,38.0,Married,Male,No,-0.5332199397932951,4.472177867502461,5.0,Udon,High School
Urban,45528.46895288614,30.0,Single,Female,Yes,0.6398182436667396,4.986723658008959,4.0,Mahasarakam,High School
Rural,87234.30990951895,45.0,Married,Female,,0.43485884850584855,2.403843808718146,3.0,Khon Kaen,College
Urban,51432.24839355078,,Single,Female,Yes,0.028050691533084093,6.439302185242001,4.0,Khon Kaen,High School
Urban,64970.75709896148,20.0,Divorced,Female,Yes,,7.833806623603378,5.0,Khon Kaen,College
Urban,51739.073361099356,39.0,Divorced,Male,Yes,0.39906812662079616,6.136100770499278,4.0,Udon,High School
Rural,62012.65593365829,41.0,Single,Female,No,-0.4639140925804644,4.008755396776909,6.0,Udon,College
Urban,70929.17413119327,33.0,Married,Male,Yes,-0.8717212807229299,8.59635895387703,4.0,Udon,High School
Suburban,38970.08777408075,21.0,Single,Male,No,0.6225867013902906,3.198269627775112,2.0,Khon Kaen,High School
Urban,34209.63455020576,43.0,Divorced,Male,Yes,0.5735320675998726,4.234239760755905,1.0,Mahasarakam,Graduate School
,,46.0,Single,Male,Yes,-0.9470960360921169,6.6552624533567695,5.0,Khon Kaen,College
Urban,47880.41153169971,31.0,Divorced,Female,Yes,-0.03050308262835083,6.3669426960237825,3.0,Khon Kaen,College
Urban,39015.30179262636,32.0,Single,Female,Yes,0.538117989953632,6.427963389154434,3.0,Udon,College
Suburban,31932.6940550959,35.0,Married,Female,Yes,0.27357348148946814,5.045415794257314,2.0,Mahasarakam,Graduate School
Urban,58667.42393263833,40.0,Single,,Yes,-0.2355648751545153,6.08198009133919,4.0,Udon,High School
Urban,45983.018869289874,24.0,Divorced,Female,Yes,-0.33233447321234544,5.72885083006725,1.0,Udon,High School
Rural,45310.698556601914,29.0,Divorced,Male,Yes,-0.08116603729791931,6.4028590480009075,3.0,Udon,High School
Suburban,42011.09426421324,28.0,Married,Female,No,-0.3397113503048824,6.324576766998399,4.0,Mahasarakam,College
Rural,63970.11676235909,32.0,Married,Female,No,0.19731618150253555,5.471107028560018,5.0,Khon Kaen,College
Rural,63007.9780257727,24.0,Divorced,Male,No,0.34909565217056004,3.7386847351790515,3.0,Khon Kaen,College
Suburban,57460.35751482804,29.0,Married,Female,Yes,-0.8494788661172212,7.63092744252436,6.0,Udon,High School
Urban,55959.14424172318,20.0,Divorced,Male,Yes,-0.2674294064801108,7.034395574410855,4.0,Udon,High School
Suburban,53109.98193824998,25.0,Single,Male,No,-0.26155470700948397,5.224577632359815,3.0,Mahasarakam,Graduate School
Suburban,63242.629010905235,34.0,Divorced,Male,No,0.25672511571231277,4.955893252655331,3.0,Khon Kaen,College
Rural,54008.04413707185,27.0,Married,Male,No,-0.400175743045398,4.890024476059447,8.0,Mahasarakam,Graduate School
Rural,71262.06155518179,30.0,Married,Female,No,0.03625126931933481,4.305453864161928,5.0,Khon Kaen,Graduate School
Rural,50956.96755792742,39.0,Single,Female,,0.39191152785290806,2.887708524011969,5.0,Khon Kaen,Graduate School
Rural,45581.32122274582,50.0,Married,Female,No,0.12071268313026445,5.0281830599116475,6.0,Mahasarakam,High School
Rural,58774.5577752704,30.0,Divorced,Male,Yes,-0.7225051678516597,8.678411155862985,5.0,Khon Kaen,Graduate School
Rural,53947.726627952004,51.0,,Female,Yes,-0.3439789996909044,5.976001582076038,4.0,Khon Kaen,College
Suburban,67571.83908583329,35.0,Married,Female,,-0.06164758858400396,5.374332879912918,4.0,Udon,College
Suburban,26735.554342125193,43.0,Divorced,Male,Yes,0.3158523440630857,4.233531297355224,2.0,Khon Kaen,College
Rural,51432.021544848896,16.0,Single,Female,Yes,-0.25734417902632967,6.508642444542419,5.0,Khon Kaen,High School
Rural,,26.0,Divorced,Female,Yes,-0.5990094071734191,6.239224700930923,3.0,Mahasarakam,College
Suburban,44109.90596128055,29.0,Married,Female,No,-0.568941705494828,5.4057446697158,5.0,Udon,High School
Rural,85734.45542113304,32.0,Single,Female,No,0.12390148802552647,2.2921140365599593,4.0,Mahasarakam,Graduate School
Suburban,42960.517300527434,44.0,Single,Female,Yes,-0.08627972354553896,5.926439226357521,3.0,Mahasarakam,College
Urban,46011.70487907799,,Divorced,Female,Yes,-0.17379611019755276,5.5685349034324645,4.0,Mahasarakam,High School
Rural,72420.3742977414,32.0,Single,Male,No,0.6278693697380209,3.915209759027998,6.0,Udon,Graduate School
Urban,41724.88547998392,39.0,Single,Male,Yes,0.027649123351063287,5.398116446380864,3.0,Mahasarakam,Graduate School
Urban,27345.54849563432,39.0,Single,Female,Yes,1.0191619445147173,4.533711175406204,2.0,Mahasarakam,Graduate School
Rural,57622.856335968245,38.0,Single,Female,No,-0.7208240603027867,3.895119349003396,6.0,Udon,College
Suburban,20335.47806229027,45.0,Single,Female,Yes,0.338138319259882,3.921292102767823,0.0,Udon,College
Rural,74908.08680039232,15.0,Married,Female,No,0.4211053713696695,2.532369558767946,4.0,Udon,College
Suburban,49720.502868707474,39.0,Single,Male,Yes,0.005544369678719713,6.374788216409268,4.0,Mahasarakam,High School
Suburban,39371.406149954964,25.0,Married,,Yes,0.7802051182508271,5.344250810790403,2.0,Mahasarakam,College
Urban,59022.48921662684,27.0,Married,Female,No,0.6282125211171798,4.389417906744378,3.0,Khon Kaen,High School
Suburban,76465.12897306352,39.0,Divorced,Male,No,,2.712289075164808,,,High School
Urban,52528.092149075084,37.0,Divorced,Female,Yes,0.37577774533471053,5.242100846372042,4.0,Khon Kaen,College
Suburban,56011.351753473886,32.0,Single,Male,No,-0.3691738406994892,5.491859333227908,7.0,Udon,Graduate School
Urban,56920.31375769381,46.0,Single,Female,Yes,-0.7309532302347883,6.590761227957141,4.0,Khon Kaen,Graduate School
Urban,,38.0,Divorced,,Yes,-0.14224075062223543,,3.0,Udon,High School
Urban,40578.9047919645,21.0,Divorced,Female,Yes,0.5295823552190169,5.288667442887592,2.0,Khon Kaen,Graduate School
Urban,29419.820606602814,37.0,Single,Female,Yes,-0.18011107138823657,4.60258815803988,3.0,Udon,Graduate School
Rural,75891.66721005665,27.0,Married,Male,No,0.29458721232045176,2.7690689762484473,6.0,Mahasarakam,College
,34844.99397277287,30.0,Married,Female,Yes,0.8086370938576712,3.901502481489609,2.0,Khon Kaen,Graduate School
Suburban,66629.6114809915,21.0,Divorced,Female,Yes,-0.7853730887635262,7.5411659899255366,4.0,Khon Kaen,College
Urban,38632.04218975818,39.0,Married,Female,Yes,0.5460022197892311,3.9505932685805787,2.0,Khon Kaen,College
Rural,42011.56888846379,35.0,Divorced,Male,Yes,0.004580707044833543,5.007756665468489,1.0,Khon Kaen,High School
Suburban,62182.493424340006,19.0,Single,Male,No,0.3552469771545066,5.0216003301099335,4.0,Mahasarakam,Graduate School
Urban,31237.299193081602,37.0,Single,Female,Yes,0.3012877437699823,4.197132368126053,1.0,Udon,High School
Suburban,42252.20175094365,30.0,Married,Female,No,-0.1974435901789258,4.857166641510148,4.0,Khon Kaen,College
Rural,40628.67679897927,39.0,,Female,Yes,-0.13652408698140717,6.327504653648707,3.0,Udon,High School
Urban,50145.20727869109,37.0,Married,Male,No,0.026493978578607358,3.8796448032932975,6.0,Khon Kaen,College
Rural,44959.7513757871,34.0,Married,Male,No,-0.39561192283688074,5.035013389697218,4.0,Mahasarakam,College
Suburban,34603.656861006006,38.0,Single,Male,Yes,0.9459189663993606,4.811336448271795,3.0,Udon,College
,39680.34556242075,35.0,Married,Male,No,-0.07263152273938962,3.8897911277815007,3.0,Khon Kaen,High School
Suburban,47508.527445237414,45.0,Divorced,Female,No,-0.6745197328033354,4.416562335072115,6.0,Mahasarakam,High School
Suburban,36039.51624158728,18.0,Divorced,Male,Yes,0.2879784705502947,4.987214494051856,2.0,Mahasarakam,College
,75884.42046261021,33.0,Married,Male,,0.5101398123724333,4.086142322309556,6.0,Udon,High School
Rural,68714.48252662367,31.0,Single,Female,No,0.3594062963297773,4.096614234864613,5.0,Mahasarakam,Graduate School
Urban,28179.413876061903,29.0,Single,Female,Yes,0.5146618208143914,4.529656017920602,2.0,Khon Kaen,Graduate School
Suburban,40434.61279866104,42.0,Married,Female,Yes,,5.593989942782729,2.0,Udon,Graduate School
Urban,33135.86400111291,30.0,Single,Male,Yes,0.2213127396334168,5.439086425074482,2.0,Mahasarakam,High School
Urban,44035.67772801098,25.0,Married,Female,Yes,-0.39953400519422216,6.341293445816088,3.0,Udon,High School
Suburban,41652.6759452057,52.0,Divorced,Female,Yes,0.2303535172372178,6.366958570461838,3.0,Khon Kaen,High School
Urban,22524.20357635203,7.0,Single,Male,Yes,-0.030068939596729627,6.116430746388745,2.0,Mahasarakam,Graduate School
Urban,25307.834549518033,23.0,Married,Male,Yes,0.3907008884529706,3.896683399156756,2.0,Khon Kaen,Graduate School
Urban,42081.03713832123,,Divorced,Male,Yes,-0.5084487111585728,5.963064466528859,3.0,Khon Kaen,High School
Rural,56415.3604703564,27.0,Divorced,Male,No,0.10655927249414154,5.736256070516148,3.0,Khon Kaen,
Rural,55207.68298862981,29.0,Divorced,Male,No,0.08608196289192388,4.222615290638156,2.0,Mahasarakam,High School
Urban,36639.49957232372,28.0,Divorced,,Yes,0.6810247405315463,4.2910998323960925,2.0,,College
Rural,30633.740857878627,47.0,Divorced,Female,No,-0.30196268031036644,6.422127308944801,4.0,Khon Kaen,High School
Urban,48168.17096162451,38.0,Single,Male,Yes,0.0344818178111439,5.594212230992934,3.0,Khon Kaen,College
Urban,25343.644714752245,21.0,Single,Female,Yes,0.6394878292775003,,2.0,Khon Kaen,Graduate School
Urban,41524.67676095189,38.0,Single,Female,Yes,0.27955295764822785,5.650919231301931,4.0,Khon Kaen,College
Urban,55224.83483183714,28.0,Divorced,Male,Yes,-0.4969013827780446,7.357543470334091,4.0,Udon,College
Urban,47591.45644968114,38.0,Divorced,Female,Yes,-0.5742329671855574,6.350751968934951,4.0,Mahasarakam,College
Suburban,41564.512979138766,20.0,Married,Male,Yes,-0.6626899612711284,5.548884498948395,2.0,Udon,High School
Rural,71295.86550228034,27.0,Married,Female,No,0.055606712470479824,3.8462407044086224,4.0,Udon,High School
Rural,44825.081791250544,31.0,Married,Female,No,-0.12106606887334695,5.247385814029938,4.0,Khon Kaen,College
Rural,33771.45992003956,24.0,Single,Female,Yes,-0.029701882413371433,5.827324968149476,4.0,Udon,College
Suburban,36584.79564390489,29.0,Divorced,Male,Yes,0.2688148069541133,5.763455520994528,4.0,Khon Kaen,Graduate School
Suburban,39442.625739099734,17.0,Divorced,Male,No,0.09353931477823957,7.547682613750543,3.0,Khon Kaen,College
Rural,55833.586060770875,24.0,Single,Female,No,-0.036563257287066,4.517961883183117,4.0,Udon,College
Suburban,71156.50661425799,31.0,Married,Male,No,-0.41598916546610787,3.3499742931492626,7.0,Khon Kaen,Graduate School
Rural,56307.34311433434,42.0,Married,Male,No,-0.2713769030568973,5.1864650375272365,1.0,Mahasarakam,Graduate School
Suburban,64488.12829478206,21.0,Married,Male,No,-0.1058706610921278,6.349751096758067,6.0,Udon,High School
Suburban,42829.93667304165,22.0,Married,Female,No,0.24980672028287715,5.706526595660866,3.0,Mahasarakam,High School
Urban,21596.242119981896,25.0,Divorced,Male,Yes,0.7095648296820275,4.012321185191494,1.0,Khon Kaen,Graduate School
Urban,39020.22455689083,16.0,Divorced,Female,Yes,0.09061442570581618,4.879769564139437,3.0,Khon Kaen,College
Rural,61627.361931198735,29.0,Divorced,Male,No,0.35715433559948917,2.452948840124937,5.0,Udon,High School
Urban,49349.420175314066,49.0,Married,Female,Yes,-0.5334723623735986,5.615652692302797,4.0,Khon Kaen,High School
Urban,58774.22247008806,21.0,Divorced,Male,Yes,-0.44117361955457457,7.402562169522524,4.0,Khon Kaen,Graduate School
Urban,37501.89518226097,32.0,Divorced,,Yes,,4.665405893637555,3.0,Udon,High School
Urban,54657.09492613572,27.0,Married,Female,No,-0.1316043551358631,5.245818911019441,6.0,Udon,Graduate School
Suburban,38855.76215117682,35.0,Divorced,Male,Yes,0.35720130472222444,5.174963877532259,2.0,Udon,College
Urban,73652.899629378,26.0,Single,Female,Yes,0.10842784385532556,8.115999475731869,6.0,Khon Kaen,High School
Urban,50900.42811831099,49.0,Divorced,Male,Yes,0.04484963570921785,6.467831762357002,4.0,Khon Kaen,High School
Suburban,46012.07732007784,26.0,Divorced,Female,Yes,-0.26711963731116134,6.662920392450356,4.0,Mahasarakam,High School
Rural,71958.3232060629,43.0,Single,Male,No,0.11461633419307055,3.2751354394221224,4.0,Udon,College
Rural,65384.69177773626,24.0,Single,Male,No,-0.49289039514603916,4.543841950474757,5.0,Udon,High School
Urban,56693.50571708371,1.0,Divorced,Male,Yes,-0.41416614163203047,8.004394495548548,5.0,Udon,High School
Suburban,75117.16530619313,18.0,Married,Male,No,0.4890712511828256,2.457621064361337,8.0,Udon,College
Rural,45861.18962091807,36.0,Married,Male,No,-0.14151762082289313,3.9207254698688234,3.0,Udon,High School
Suburban,39508.334741911174,24.0,Divorced,Female,Yes,-0.12679461590412633,5.028202741507041,,Khon Kaen,
Urban,48657.77293445882,27.0,Single,Male,Yes,-0.6339998095438877,6.713317490074408,4.0,Khon Kaen,College
Rural,58173.070399185,34.0,Married,Female,No,-0.47249596467447386,4.374117138161864,5.0,Udon,Graduate School
Urban,62103.77986039825,31.0,Single,Female,No,-0.05122162983612075,5.440992321195193,5.0,Khon Kaen,College
Urban,67916.08583078157,27.0,Married,Male,No,-0.5713906073182355,4.440708440078394,6.0,Khon Kaen,High School
Rural,36793.495047412514,32.0,Married,Female,No,-0.4193154331989981,5.710823889671376,5.0,Udon,College
Suburban,65442.09606402813,35.0,Married,Female,No,-0.489527625232235,4.768885515491298,5.0,Khon Kaen,Graduate School
Rural,45672.05801596306,25.0,,Female,Yes,-0.07990354875157009,6.940675178840259,4.0,Mahasarakam,Graduate School
,49740.21081906503,44.0,,Female,Yes,-0.09049565480763302,6.638721592029241,3.0,Khon Kaen,High School
Rural,67541.03361416694,16.0,Married,Male,No,0.29931195913879427,3.9340588293945373,4.0,Udon,Graduate School
Urban,49849.415080666666,41.0,Married,Female,No,-0.1424551897289341,6.1817143073809,3.0,Mahasarakam,College
Suburban,39073.905191209225,42.0,Divorced,Female,Yes,-0.22008934630542792,5.336299909164564,3.0,Khon Kaen,High School
Suburban,43707.55191083161,25.0,Married,Male,No,0.11513729544157608,4.786941809232214,6.0,Mahasarakam,High School
Rural,40126.11003212021,32.0,Married,Female,No,-0.3089988440853414,4.3583271310056,4.0,Mahasarakam,Graduate School
Rural,64385.07706787662,41.0,Single,Female,No,0.1705176006623899,4.135376702236869,4.0,Mahasarakam,Graduate School
Urban,22100.08462696338,35.0,Single,Female,Yes,0.8688648811334674,3.232474468036475,2.0,Udon,College
Urban,50885.11216021742,11.0,Divorced,Male,Yes,-0.5535198970970931,6.840682645469278,3.0,Khon Kaen,Graduate School
Rural,64227.68539247364,36.0,Single,Male,No,-0.0027674225477119507,3.836444993755638,4.0,Mahasarakam,High School
Suburban,66041.02214532955,19.0,Divorced,Female,No,-0.03767956841439357,4.078785536007877,6.0,Khon Kaen,College
