Education Level,Years after high school graduation,Hours Online,Monthly Income,Gender,Marital Status,Location Code,City,Years subscribed,Brand Loyalty,Renew
College,27.0,5.8459345851257165,5112.072641452853,M,Divorced,Urban,Khon Kaen,4.0,-0.09583189392369995,Yes
High School,29.0,4.891456911299975,4581.465277737322,F,Single,Urban,Mahasarakam,4.0,-0.17408027787326838,Yes
High School,24.0,5.471538609180028,2773.2654964454014,F,Divorced,Urban,Khon Kaen,6.0,0.7322066595277873,Yes
High School,30.0,3.993955884134997,2291.517426234146,M,Divorced,Urban,Udon,5.0,0.831996344215521,Yes
Graduate School,35.0,4.447368047740264,3994.4117632871225,M,Divorced,Rural,Mahasarakam,4.0,-0.61068295241322,No
High School,17.0,4.81536078716052,4119.652910523036,M,Single,Suburban,Mahasarakam,6.0,0.009555575301760821,Yes
College,46.0,3.6184493628948644,5195.659649174724,M,Divorced,Urban,Mahasarakam,1.0,-0.19952681531656458,Yes
High School,36.0,5.215310206673184,4242.254215370575,M,Divorced,Rural,Udon,6.0,-0.5920631547274395,No
High School,23.0,3.371867421146099,,M,Married,Rural,Mahasarakam,4.0,0.05140466657385648,No
High School,24.0,8.044658219546312,5738.713221800618,M,Divorced,Urban,Udon,4.0,-0.40790714624751856,Yes
Graduate School,27.0,2.7871214012401127,3858.3709240755,F,Married,Rural,Mahasarakam,3.0,0.1247990329895601,No
High School,23.0,5.38365178949633,3981.6649550880634,F,Divorced,Urban,Khon Kaen,5.0,0.2750114697245679,Yes
Graduate School,38.0,5.9298391715965915,5558.367445013878,M,Single,Suburban,Mahasarakam,6.0,-0.3251112268535083,No
College,35.0,3.822914115081928,3090.2671686541858,F,Divorced,Urban,Mahasarakam,3.0,0.3521835402552926,Yes
High School,31.0,5.374203018595876,5407.191631307678,F,Divorced,Rural,Mahasarakam,5.0,-0.7152581642130732,No
College,39.0,5.407532983915985,2950.181923128124,M,Married,Urban,Khon Kaen,5.0,-0.8442725888518104,No
High School,25.0,6.746214836856723,4112.875364422448,F,Married,Urban,Khon Kaen,5.0,-0.038965872600317246,Yes
College,46.0,4.443782324093995,3174.446392683465,F,Divorced,Urban,Mahasarakam,2.0,0.36314708325080197,Yes
College,26.0,4.039516749977566,4453.346633825589,F,Married,Suburban,Khon Kaen,5.0,0.2768049942232284,Yes
Graduate School,43.0,5.751086873265351,3345.5610575288447,M,Married,Rural,Khon Kaen,5.0,-0.5855646701678353,No
High School,43.0,4.594911973146084,4067.406814213691,M,Divorced,Suburban,Udon,2.0,0.22807117349062178,Yes
High School,46.0,5.11287538138844,4265.245619636542,M,Divorced,Suburban,Mahasarakam,2.0,0.2536041986619364,Yes
College,38.0,5.084934660503437,3813.5519979633964,M,,Suburban,Udon,3.0,0.4912392779773055,Yes
High School,29.0,5.647168538499817,5944.062347926701,F,Married,Rural,Khon Kaen,4.0,0.2663843231125648,No
High School,23.0,4.520278211929208,3489.177773918627,F,Married,Suburban,Udon,6.0,0.1539181766850567,No
Graduate School,,5.619198918940436,5115.500572842078,F,Single,Urban,,2.0,-0.10886737397953808,Yes
College,20.0,7.025814115728258,3581.54590082856,M,Married,Rural,Khon Kaen,3.0,-0.01078056863039438,No
Graduate School,31.0,5.817653461686158,3916.6175643318147,M,Single,Rural,Udon,5.0,-0.1693963784630298,No
High School,33.0,5.339602110381309,2790.015072552135,M,Divorced,Rural,Mahasarakam,4.0,0.7396497191134016,Yes
College,32.0,5.835413711111856,3848.136750384777,M,,Suburban,Khon Kaen,4.0,0.1482044923548379,Yes
College,32.0,4.9110722416230015,3469.6224518095105,F,Divorced,Urban,Udon,4.0,0.31961904883645187,Yes
College,20.0,6.225313054130185,4274.539077326504,F,Single,Suburban,Khon Kaen,5.0,-0.2283927325148208,Yes
Graduate School,33.0,5.21121555276487,4049.685754259045,F,Married,Rural,Khon Kaen,4.0,0.2048306413103028,Yes
College,,2.9181125259040477,4293.081526102725,F,Married,Rural,Mahasarakam,7.0,-0.4085091999040369,No
High School,29.0,4.9666878045595,3846.918377204219,F,Married,Rural,Mahasarakam,5.0,-0.29806974137255265,No
College,38.0,5.7675272196816385,4930.672485737518,F,Married,Rural,Mahasarakam,4.0,-0.34711221444622514,No
High School,43.0,6.318496989797964,3927.62753145467,F,Married,Suburban,Mahasarakam,6.0,-0.2811640736618233,No
Graduate School,55.0,5.230898359152952,3949.660262857904,F,Divorced,Suburban,Udon,1.0,0.5491933838443088,Yes
College,38.0,5.327798875192675,4546.431249318962,M,,Urban,Mahasarakam,1.0,-0.16679707108480685,Yes
High School,30.0,5.448597585650428,4397.549525038239,F,Single,Rural,Mahasarakam,6.0,-0.8061549010706005,No
College,26.0,4.676387690385817,4369.069917833151,M,Single,Rural,Mahasarakam,6.0,-0.43180817768167984,No
Graduate School,39.0,7.0330989431979605,4568.174675849807,F,Single,Urban,Udon,4.0,0.1691098652399438,Yes
Graduate School,28.0,5.908429528180177,5636.607776728561,M,Single,Urban,Mahasarakam,3.0,-0.7726263000316355,Yes
High School,,6.911197152719521,3266.2632543570953,M,Single,Rural,Udon,4.0,0.405527345903012,No
College,26.0,,3366.345825354055,F,Single,Urban,Mahasarakam,5.0,0.528565778380751,Yes
High School,27.0,7.290289505857709,5382.381086279128,M,Divorced,Urban,Udon,4.0,-0.06758004987005266,Yes
Graduate School,39.0,6.0772710628410085,4957.850493308908,F,Single,Urban,Khon Kaen,3.0,0.2830141305849467,Yes
Graduate School,36.0,5.446421648605074,3737.5302002067256,M,Divorced,Suburban,Mahasarakam,4.0,0.0067340327402081665,Yes
High School,26.0,6.670649663820089,5454.689422212645,M,Divorced,Urban,Mahasarakam,4.0,-0.6327231457561772,Yes
Graduate School,28.0,7.159653157592883,4496.796595186304,F,,Urban,Khon Kaen,5.0,0.06991370937036592,Yes
College,32.0,5.5677835293381195,3287.5265188671465,M,Married,Rural,Mahasarakam,5.0,-1.0868754107265144,No
High School,31.0,7.257784686317575,5069.894469052515,M,Divorced,Urban,Mahasarakam,4.0,0.06510944634081184,Yes
High School,36.0,5.3324473618413775,3077.6023136776334,M,Married,Urban,Udon,3.0,0.3831365490736569,Yes
Graduate School,28.0,6.016075473609665,,M,Divorced,Urban,Khon Kaen,3.0,0.08061111516862088,Yes
College,45.0,5.2869797919401265,3300.6061685698915,M,Married,Rural,Udon,4.0,-0.9008155094117657,No
High School,44.0,6.286722175569719,4089.0854880735214,M,Single,Rural,Khon Kaen,5.0,0.059675026125864214,No
College,39.0,8.67928794138205,3763.728752035461,F,Married,Suburban,Mahasarakam,6.0,0.027945783614794717,No
High School,35.0,7.261704797303512,5115.405459529697,F,,Urban,Udon,4.0,0.015392392630568665,Yes
College,25.0,5.223649424123742,3507.784440614386,M,Single,Suburban,Mahasarakam,5.0,0.1019961667528593,No
High School,31.0,7.169008756783534,4972.348926078853,M,Divorced,Urban,Udon,5.0,-0.00855944146318158,Yes
College,33.0,4.567101657633682,5549.061004297322,M,Married,Suburban,Khon Kaen,4.0,-0.3466090546687577,No
Graduate School,31.0,5.8100377966541945,3400.427804263378,F,Divorced,Urban,Udon,4.0,0.1149304414003473,Yes
Graduate School,32.0,5.573630943030684,3769.58246747406,M,Single,Urban,Khon Kaen,5.0,0.4489901775311889,Yes
High School,33.0,4.810605308298378,4877.730503784323,F,Single,Suburban,Khon Kaen,7.0,-0.4118380257825097,No
Graduate School,37.0,4.607826557924929,5138.262050843375,F,Divorced,Rural,Mahasarakam,3.0,0.2636214312712241,Yes
High School,47.0,5.368970731869627,4566.752865826189,F,Married,Rural,Khon Kaen,6.0,-0.45445565081124367,No
College,27.0,5.77846712266327,5020.288116625479,M,Divorced,Suburban,Mahasarakam,5.0,-0.0334342207998471,Yes
High School,24.0,5.418164226970085,4045.4115696434155,M,Divorced,Urban,Khon Kaen,4.0,0.2508823410514027,Yes
Graduate School,39.0,5.531348431550046,5000.849309971545,M,Married,Rural,Udon,5.0,0.006078196180587039,No
College,21.0,6.171763896377996,4055.9478710492954,F,Divorced,Urban,Mahasarakam,6.0,0.10624091362202173,Yes
College,34.0,4.040119534712102,3418.5795134910522,M,Divorced,Suburban,Khon Kaen,4.0,0.6079771211491449,Yes
High School,15.0,6.5635749906355265,5250.615239186205,M,Divorced,Rural,Khon Kaen,5.0,-0.48594238020763814,Yes
College,40.0,6.252676419056589,5192.541510288873,F,Divorced,Urban,Mahasarakam,3.0,-0.055971910854565134,Yes
Graduate School,45.0,5.281308726347846,5710.209608519863,F,Married,Rural,Udon,6.0,0.16622752392861165,No
High School,33.0,,5858.56002033078,F,Single,Rural,Khon Kaen,3.0,-0.768389202530895,Yes
Graduate School,39.0,3.951875459832487,2497.20864961979,F,Divorced,Suburban,Udon,3.0,0.7763105129022153,Yes
College,15.0,7.618637978525532,4363.642006949671,M,Single,Urban,Udon,6.0,0.4531568514744077,Yes
High School,46.0,4.9631724867452895,5104.788794387945,F,Single,Urban,Udon,2.0,-0.17370073918044257,Yes
High School,29.0,2.7223350151282175,4489.141578714351,M,,Suburban,Khon Kaen,5.0,-0.03081496439677393,No
,19.0,2.4016931308374914,3871.9026032545617,F,Single,Rural,Khon Kaen,4.0,-0.005402770885994883,No
High School,23.0,6.891849367740735,5501.048699671213,M,Married,Suburban,Khon Kaen,4.0,-0.27686684496732505,Yes
High School,33.0,6.090467875693552,4183.772989557674,F,Divorced,Suburban,Udon,4.0,0.6112970399002124,Yes
Graduate School,23.0,6.32252174255617,4143.831184766919,M,Single,Urban,Mahasarakam,6.0,0.5226912013240235,Yes
High School,30.0,4.841767181735063,2705.9744368571255,F,Married,Rural,Khon Kaen,5.0,-0.5647056962589166,No
Graduate School,40.0,6.21850853441216,5342.551232529158,F,,Suburban,Mahasarakam,8.0,0.0729572633671692,No
Graduate School,18.0,5.382739136637651,3324.0189004932304,F,Divorced,Rural,Khon Kaen,4.0,0.027718160312298304,No
College,34.0,6.338940469395739,4904.293191063252,M,,Rural,Udon,3.0,-0.02627177214180628,No
High School,32.0,5.10226885482507,3207.116547222314,F,Single,Rural,Udon,5.0,0.20169989044624942,No
High School,28.0,5.099589650966182,4524.758134146406,F,Married,Rural,Khon Kaen,4.0,0.09645086866092295,No
High School,47.0,7.308775858842125,5611.427195677446,F,Divorced,Urban,Khon Kaen,3.0,-0.20748642410281587,Yes
Graduate School,44.0,5.24059045237078,5735.646008603389,M,Married,Rural,Khon Kaen,6.0,-0.36848566315724485,No
College,26.0,3.433658713417442,4090.5162815121694,F,Divorced,Urban,Mahasarakam,5.0,-0.53080188201142,No
College,40.0,4.713820309975753,4947.72641384784,M,Married,Urban,Udon,6.0,-0.010044185036621616,No
Graduate School,35.0,5.763663741370508,4151.687771878566,M,Single,Urban,Udon,3.0,-0.08668609213119213,Yes
High School,35.0,7.411804163991366,4623.9747698530155,M,Single,Rural,Khon Kaen,4.0,-0.03597122250647195,No
Graduate School,31.0,3.1731888134749076,4252.321552545483,M,Married,Rural,Khon Kaen,6.0,-1.0218632168778896,No
College,19.0,6.203263598761987,3629.91149450721,F,Single,Rural,Udon,4.0,-0.027055064501255083,No
Graduate School,22.0,4.421934576905232,2696.1840658504125,M,Married,Rural,Khon Kaen,4.0,-0.7150532942529914,No
Graduate School,20.0,3.193781898122084,3173.4852627679584,F,Divorced,Rural,Udon,3.0,-0.8459469853475641,No
High School,33.0,4.608930708136831,3566.2307992687515,F,Divorced,Rural,Khon Kaen,5.0,,
Graduate School,26.0,6.613590040278302,2081.607915111765,M,Married,Rural,Khon Kaen,5.0,-0.27665025194280385,No
Graduate School,40.0,6.474000594989334,6492.503968562351,M,Single,Urban,Mahasarakam,3.0,-0.26785605123547623,Yes
Graduate School,46.0,5.777810278308666,4047.4428438042733,F,Single,Urban,Khon Kaen,2.0,0.03706143112930772,Yes
College,36.0,6.947323980983044,5892.793255459538,M,Married,Urban,,3.0,-0.29912603334317617,Yes
Graduate School,28.0,6.353338143730369,6965.168611856587,M,Single,Urban,Khon Kaen,4.0,-1.0043362946733687,Yes
High School,31.0,4.85874869151567,2445.735224853933,F,Single,Urban,Khon Kaen,6.0,1.2383598134577656,Yes
Graduate School,40.0,5.614504238957217,4807.405699319387,M,Divorced,Urban,Udon,1.0,-0.27279419253787573,Yes
High School,25.0,5.984910333439737,4482.3096778546715,M,Married,Suburban,Mahasarakam,4.0,-0.16506518651745122,No
High School,37.0,5.041362196453095,3345.0306817635483,M,Married,Urban,,4.0,0.7212597620691106,Yes
College,41.0,5.089228348459879,4025.501060838405,M,Divorced,Urban,Khon Kaen,3.0,0.20556904750633426,Yes
High School,40.0,3.884100751334273,3975.2462153378206,F,Divorced,Suburban,Khon Kaen,4.0,-0.3584607579860892,No
High School,30.0,5.725981446317734,4419.908106359518,F,Divorced,,Khon Kaen,4.0,-0.14327189200588525,Yes
Graduate School,34.0,5.989706278850797,5551.620379311351,F,Divorced,Suburban,Mahasarakam,2.0,-0.612077691004359,Yes
High School,42.0,5.8714728370731635,3898.0399493311074,M,Single,Suburban,Mahasarakam,3.0,0.534345720554996,Yes
College,37.0,6.334514637142694,6403.5546906495,F,Divorced,Urban,Mahasarakam,2.0,-0.6444596159028401,Yes
Graduate School,33.0,4.4879478768768095,4070.7625458095163,F,Married,Rural,Khon Kaen,5.0,-0.2599562100632544,No
College,17.0,7.504847734404811,3839.7270932948286,F,Single,Suburban,,7.0,0.443261543112005,Yes
College,40.0,4.455076214629829,4116.660534913854,M,Married,Urban,Udon,3.0,0.11549542579450509,Yes
College,27.0,5.280312483494805,4709.703781090739,M,Single,Urban,Udon,4.0,0.024395496659278475,Yes
High School,33.0,8.087532476005295,4244.558775578316,F,Married,Rural,Udon,5.0,-0.07657342878257786,No
High School,39.0,4.534953124684492,3266.0646163066936,F,Divorced,Rural,Udon,,-0.04889917406946653,No
Graduate School,34.0,6.252697628592732,4531.216407428211,F,Married,,Mahasarakam,4.0,0.20930440563233624,Yes
Graduate School,21.0,6.00059788224272,4285.235863881131,M,Single,Urban,Udon,6.0,0.38821113951297814,Yes
Graduate School,44.0,4.871433651818452,4501.9807771292335,F,Divorced,Suburban,Khon Kaen,6.0,-0.11460332013347953,No
,23.0,6.784020764771213,4639.502495705094,M,Married,Rural,Udon,4.0,0.44417448724785424,No
Graduate School,49.0,4.359628920293705,3805.5430990718146,M,Divorced,Urban,Khon Kaen,2.0,0.5976005158151478,Yes
Graduate School,44.0,5.369840810249022,5175.371033057763,M,Single,Urban,Udon,2.0,-0.1187874958387614,Yes
High School,33.0,7.638725611452164,5982.005794101474,F,Single,Suburban,Mahasarakam,5.0,-0.015473852857671822,No
High School,26.0,5.522596613192464,4015.10763838119,F,Single,Suburban,Mahasarakam,,-0.01328563875118706,Yes
High School,23.0,6.119002191950635,4032.3385479823173,M,Divorced,Suburban,Mahasarakam,6.0,-0.2691259120506754,No
High School,15.0,4.729065352665424,2798.3114862843304,F,Divorced,Urban,Khon Kaen,5.0,0.14024938871817294,Yes
College,35.0,7.995723033707636,4504.789501850633,M,Married,Rural,Mahasarakam,4.0,0.507884009931184,No
College,35.0,5.180495903887807,5556.071145596609,F,Married,Urban,Khon Kaen,2.0,-0.6520320174072336,Yes
High School,27.0,5.676575855728487,2155.5485486538228,F,Married,Suburban,Udon,3.0,-0.41592260095540107,No
High School,12.0,4.900011853889069,3921.438127927281,F,Divorced,Urban,Mahasarakam,6.0,-0.023405728030869474,Yes
College,37.0,4.32995157861235,4725.529412623593,F,Divorced,Suburban,Khon Kaen,5.0,-0.8927186236722672,No
Graduate School,34.0,5.392434826644988,4700.974525959745,F,Divorced,Suburban,Mahasarakam,4.0,0.07539940431446371,Yes
High School,33.0,5.843909235368438,5031.424065182837,M,Single,Rural,Khon Kaen,3.0,-0.21901605722556466,Yes
Graduate School,53.0,5.286188761641726,4402.712434602411,F,Divorced,Urban,Khon Kaen,2.0,0.15897113573031635,Yes
High School,41.0,6.870710488086676,5449.155082637071,M,,Rural,Udon,5.0,-0.4199316371985525,No
Graduate School,42.0,8.20195453030519,5617.140676714711,F,Married,Urban,Mahasarakam,7.0,-0.4784033876395258,No
College,,6.155747959904307,1895.6742953578525,F,Divorced,Urban,Udon,5.0,1.0412917496576146,Yes
College,40.0,6.236679838341517,4795.1553278732035,F,Divorced,Urban,Mahasarakam,4.0,0.26065254857143827,Yes
College,25.0,6.096105254357183,3477.3654542597724,M,Married,Urban,Mahasarakam,5.0,0.4006201959230979,Yes
Graduate School,23.0,6.580675330660869,,M,Single,Suburban,Mahasarakam,5.0,0.13249892328746776,Yes
High School,46.0,3.6929505864804857,3668.2121272918394,F,Married,Rural,Mahasarakam,2.0,0.29528129230487754,Yes
Graduate School,,4.884466147573137,3940.9512332225995,F,Divorced,Suburban,Mahasarakam,4.0,0.7353847312821401,Yes
College,29.0,6.417492813486504,4476.840771970095,F,Married,Urban,Udon,4.0,-0.27286678338978193,Yes
Graduate School,36.0,4.487866046394115,4150.395939777432,F,Married,Suburban,Udon,5.0,,
High School,29.0,5.070072408848557,3943.621048690792,F,Single,Suburban,Udon,5.0,-0.45149201468780137,No
College,37.0,6.627062007608329,5670.761583538351,M,Divorced,Rural,Khon Kaen,6.0,-0.6477734415967585,No
High School,36.0,4.048674069927791,3064.6652633670374,F,Single,Suburban,Khon Kaen,4.0,0.7143337199514733,Yes
Graduate School,29.0,8.315752695471465,4250.236519463904,F,Single,Suburban,Khon Kaen,4.0,-0.31923403077277884,No
High School,21.0,7.664870411312842,4549.011367456275,F,Single,Urban,Udon,6.0,0.5298291785535632,Yes
,34.0,4.140973354300437,2766.885526099579,F,Divorced,Suburban,Udon,3.0,,Yes
Graduate School,,5.019806901337472,3755.969804226833,F,Married,Rural,Mahasarakam,5.0,-0.17646891779819995,No
College,10.0,6.187188725789372,3688.614169756567,M,Single,Suburban,Khon Kaen,7.0,-0.201177064641011,Yes
High School,32.0,5.642053485395388,5473.998500135378,F,Divorced,Suburban,Khon Kaen,4.0,-0.18107977584005283,Yes
College,19.0,6.018860419299025,4542.794475013954,M,Divorced,Suburban,Khon Kaen,5.0,-0.1921331591714329,Yes
College,33.0,7.2284731831466225,5069.583246431832,F,Divorced,Suburban,Mahasarakam,4.0,-0.16556357773186733,No
Graduate School,41.0,4.210140707109044,3477.7420724758786,F,Married,Suburban,Udon,2.0,0.4102382702708139,Yes
Graduate School,31.0,6.236174755768691,4426.609761584938,F,Married,Rural,Khon Kaen,4.0,-0.18007279240832114,No
College,32.0,5.387288337577231,3975.5562917332513,F,Married,Rural,Mahasarakam,5.0,-1.0197281243736118,No
Graduate School,29.0,6.099112007218329,5191.450190871616,M,Divorced,Urban,Udon,5.0,-0.0373169719034621,Yes
College,26.0,5.5565928129002,4366.76486778371,F,Divorced,Suburban,Khon Kaen,4.0,-0.13008127988642926,Yes
College,27.0,5.635415869868724,5630.5925015233925,M,Single,Suburban,Khon Kaen,8.0,0.027332851171031458,No
High School,16.0,7.364927476650751,3229.08773079751,F,Divorced,Rural,Mahasarakam,2.0,-0.11307726485872999,No
Graduate School,32.0,5.9701790659395915,3753.9720910502956,F,Married,Urban,Mahasarakam,4.0,0.48085428394168717,Yes
Graduate School,59.0,3.7597368670430793,4063.9977295679178,M,Divorced,Urban,Mahasarakam,0.0,0.4360859977554963,Yes
Graduate School,26.0,6.227120490599041,4538.843760604337,F,Married,Rural,Mahasarakam,6.0,0.06464402787665234,No
High School,35.0,4.716247858974546,3527.393939450887,M,Divorced,Suburban,Khon Kaen,3.0,0.1547260468849697,Yes
Graduate School,27.0,6.995541310523801,3391.173123780089,M,Married,Rural,Khon Kaen,3.0,0.40632792469488216,No
College,26.0,6.582317537157925,4440.32661237127,M,Single,Rural,Mahasarakam,5.0,0.05126920023885681,Yes
High School,21.0,4.936658536774809,4131.254077778612,F,Divorced,Urban,Udon,4.0,0.15759190945925194,Yes
,25.0,4.151273337542038,4253.096147160932,F,,Urban,Mahasarakam,7.0,-0.0513192815604185,No
High School,27.0,6.446208339564063,4931.691862643004,M,Single,Suburban,Udon,5.0,0.20737321521189114,Yes
Graduate School,25.0,7.037285253265552,3187.6561416580826,F,Single,Rural,Khon Kaen,4.0,-0.5254921674800632,No
Graduate School,27.0,6.169663369737495,4199.444942059145,M,Divorced,Urban,Mahasarakam,5.0,0.4191273577255579,Yes
High School,37.0,4.760895234680828,3943.710909452726,M,Married,Suburban,Mahasarakam,4.0,-0.3121561020153351,No
College,26.0,4.439249249039375,5082.0332421767,F,Single,Suburban,Khon Kaen,5.0,0.33760959237923366,Yes
College,34.0,5.669309557348036,4817.688955512755,M,Single,Suburban,Khon Kaen,4.0,0.06502521333719366,Yes
High School,25.0,5.266488042236576,2557.953054704595,F,Married,Suburban,Udon,3.0,-0.4085856100655919,No
College,47.0,5.4622887830660005,4586.168650366293,M,Divorced,Urban,Udon,1.0,0.0035430685322319078,Yes
