Education Level,Marital Status,Gender,Age,Years with Company,Location Code,Online Activity,Annual Income,City,Brand Loyalty,Renew
High School,Divorced,M,54.0,7.0,Suburban,4.982155599590784,31399.633491564047,Kyoto,0.3578704058166847,Yes
College,Divorced,F,,3.0,Urban,5.305186563739635,34779.72445204756,Tokyo,-0.0021711966705872665,Yes
College,Divorced,F,52.0,8.0,Suburban,5.492338554214021,42759.63959983314,Kyoto,0.8898438362941871,Yes
High School,Divorced,M,42.0,5.0,Suburban,3.6994361813954373,35907.6021794577,Osaka,-0.38867085413051783,Yes
High School,Divorced,M,43.0,6.0,Urban,7.752477506785288,51167.38081968645,Kyoto,0.053036868695488,Yes
High School,Divorced,M,43.0,1.0,Urban,6.321788675475744,72147.93982142353,Tokyo,-0.8624685206687369,No
College,Single,M,64.0,5.0,Rural,6.337159207937761,60038.81543624381,Osaka,0.442428707984331,No
Graduate School,Divorced,F,45.0,5.0,Rural,5.157128331538598,47860.72679629811,Osaka,-0.584805132296671,Yes
High School,Single,F,49.0,3.0,Rural,6.149103715830245,48477.111390902945,Kyoto,0.1616097307689766,No
High School,Married,M,59.0,3.0,Urban,5.326816298016479,45860.543023143604,Tokyo,,Yes
College,Divorced,F,37.0,3.0,Suburban,6.868731652356454,45897.05702552807,Kyoto,0.02761082465291577,No
College,Single,F,61.0,8.0,Suburban,5.1774840375099425,48936.99964185964,Tokyo,-0.14201595896783378,No
Graduate School,Single,F,49.0,6.0,Suburban,3.250236656507976,65855.69977560277,Kyoto,0.5918507741699613,No
Graduate School,Single,,46.0,1.0,Suburban,7.094957185081306,48763.58690993418,Kyoto,-0.18722404255472264,Yes
College,Divorced,M,54.0,4.0,Suburban,6.740693564406405,64728.3588310165,Kyoto,-0.01186317345463768,Yes
High School,Married,F,44.0,5.0,Rural,4.179568996825499,37886.2541272542,Kyoto,,Yes
Graduate School,Married,F,44.0,8.0,Urban,,58793.74125970679,Osaka,0.4334692118444674,Yes
High School,Divorced,F,47.0,5.0,Suburban,5.545965291806023,38188.810630877415,Osaka,0.9652798450742103,Yes
High School,Divorced,M,50.0,5.0,Urban,6.520356566796379,43186.5954628937,Tokyo,0.5331132040172426,Yes
College,Single,M,48.0,6.0,Suburban,5.700249243801614,43353.36310688298,Tokyo,0.28529476741663495,Yes
Graduate School,Married,M,61.0,6.0,Rural,5.0459785797711545,38714.471849397494,Kyoto,-0.6895514787245912,No
High School,Single,F,49.0,5.0,Rural,3.6231404783593164,53694.19113328163,Kyoto,-0.131997103955908,No
High School,Divorced,F,50.0,7.0,Urban,4.145734514392247,43171.50534812034,Kyoto,-0.34607488578631085,Yes
Graduate School,Single,M,52.0,5.0,Urban,5.028823119636959,57481.326262735696,Kyoto,0.6796366145000035,Yes
College,Married,F,41.0,6.0,Rural,5.011221735156132,46590.80464515458,Osaka,-0.3672037256535332,Yes
Graduate School,Divorced,F,64.0,4.0,Rural,5.23162160724379,43407.398100753475,Tokyo,,No
College,Single,M,41.0,6.0,Urban,6.654700326795022,52037.294941628825,Tokyo,0.7186701554921626,Yes
Graduate School,Single,M,56.0,,Urban,4.997233475467868,55648.16412004188,Kyoto,1.1866572742866552,Yes
High School,Single,F,49.0,5.0,Suburban,6.258131549469607,53837.22892839766,Kyoto,1.0658949186239062,Yes
High School,Divorced,M,50.0,6.0,Rural,5.610401647574702,61556.21375568475,Tokyo,-0.9471465666111436,No
High School,Single,F,62.0,4.0,Urban,6.54585655678755,75125.70213638006,Tokyo,-0.9123946681184651,No
College,Married,F,45.0,3.0,Urban,7.535419824158584,36769.683450155295,Tokyo,-0.4261547417715612,Yes
High School,Single,F,57.0,7.0,Rural,6.003194706727403,31545.530598957354,Tokyo,0.5326700240245518,No
College,Married,M,58.0,6.0,Rural,7.57543149770902,42376.1708339337,Kyoto,0.383709356369695,No
High School,Married,F,44.0,4.0,Urban,5.479506745042074,47310.83441608997,Kyoto,0.8208638252937931,Yes
College,Single,M,52.0,3.0,Suburban,4.803103026788991,46014.90089831112,Kyoto,0.11418553169799513,Yes
College,Divorced,F,44.0,9.0,Rural,4.626145604463035,,Tokyo,0.5859332801155459,Yes
High School,Single,M,47.0,5.0,Urban,4.351224686615236,50926.75842469083,Osaka,0.3886474450682898,Yes
High School,Single,M,46.0,5.0,Urban,3.587983081856792,53998.66112810963,Kyoto,0.48123136033240177,Yes
High School,Divorced,F,58.0,4.0,Urban,6.77019236489253,38954.48922711329,Kyoto,0.6702197909768985,Yes
College,Single,M,45.0,4.0,Urban,,34852.04518226338,Kyoto,-0.18101455762726443,Yes
Graduate School,Divorced,M,50.0,4.0,Urban,5.419160836534184,57049.23700852147,Kyoto,0.22573320243247325,No
Graduate School,Married,M,58.0,4.0,Suburban,7.0250950451365775,41073.85239685359,Osaka,0.06603346741331018,Yes
Graduate School,Divorced,,64.0,6.0,Urban,5.102697950244225,35383.49816912416,Osaka,0.189474713714627,Yes
High School,Single,M,52.0,2.0,Urban,3.9267009268911446,46391.61416270733,Osaka,1.1580519001824532,Yes
Graduate School,Single,M,59.0,2.0,Urban,6.787600281979846,51498.4259387188,Kyoto,0.4916104681069629,Yes
High School,Married,F,55.0,5.0,Suburban,4.552714030924929,52249.488403430536,Kyoto,-0.1929847366731426,No
Graduate School,Single,F,48.0,6.0,Urban,5.320956732556987,47206.37107713222,Osaka,0.7627766138803168,Yes
College,Single,F,40.0,3.0,Suburban,5.2944158749738115,42874.47301914001,Osaka,0.4634524231969701,Yes
High School,Divorced,F,63.0,4.0,Rural,4.239415825483139,54163.1698489376,Tokyo,-1.361615224043015,No
High School,Married,M,60.0,6.0,Urban,5.95471791934178,38746.533551616885,Osaka,0.9144896633373338,Yes
Graduate School,Married,F,47.0,5.0,Suburban,1.6626671322957591,47285.55632373573,Osaka,-0.15065841384418616,Yes
Graduate School,Divorced,M,59.0,4.0,Rural,5.22705254866685,54048.3656744525,Osaka,0.3585247239351617,No
Graduate School,Divorced,M,53.0,4.0,Rural,5.861224224720332,50722.63393478351,Kyoto,0.3532441076954268,Yes
High School,Married,M,49.0,5.0,Suburban,7.283297807851905,51123.06059189781,Kyoto,-0.6862549858818408,No
High School,Divorced,F,41.0,5.0,Suburban,6.906080708197144,48413.826359331884,Kyoto,-0.02658375245930561,Yes
High School,Single,M,53.0,6.0,Urban,5.743667422584818,56259.01499672663,Tokyo,-0.1268956001266813,No
College,Divorced,F,52.0,5.0,Urban,4.428152366233855,37755.77787453913,Osaka,0.6885299935605916,Yes
Graduate School,Divorced,F,62.0,5.0,Urban,4.645293205312694,38809.10073120349,Tokyo,1.1673224785780205,Yes
College,Divorced,M,38.0,5.0,Suburban,6.512761000123908,52207.84828583859,Osaka,0.8582060221462621,No
High School,Divorced,F,42.0,,Rural,5.974085298552124,64240.68197211948,Osaka,-0.24937439795128347,No
High School,Married,F,47.0,5.0,Rural,7.464762304746894,68367.81298944459,Osaka,-0.2815528945822822,No
College,Divorced,F,42.0,4.0,Suburban,6.62062602349182,43099.79382660416,Osaka,0.4609195069089417,Yes
Graduate School,Married,M,54.0,4.0,Suburban,5.069088229287539,69837.30403396487,Osaka,-0.14738343911276014,No
College,Single,M,38.0,4.0,Suburban,4.982761898696864,57786.55349575558,Kyoto,-0.6391947944752974,
,Married,M,59.0,4.0,Urban,5.779571369887621,45247.62676843868,Tokyo,0.09802308865755008,No
College,Single,M,38.0,5.0,Suburban,,49886.413710867695,Osaka,,Yes
Graduate School,Single,F,61.0,3.0,Rural,5.03551506054727,48507.34147058713,Osaka,-0.7390057843928705,No
College,Divorced,M,56.0,1.0,Urban,6.996384414568446,56486.62293870661,Kyoto,0.4484944055980521,Yes
Graduate School,Married,F,42.0,7.0,Suburban,5.60665940471411,60070.25479411652,Osaka,-0.21498767549428643,No
Graduate School,,M,41.0,5.0,Urban,5.551139251775897,46783.20810425302,Tokyo,0.6571763962866876,Yes
High School,Divorced,M,43.0,6.0,Suburban,6.596201411777017,42356.87982189219,Osaka,0.4869821205663384,Yes
Graduate School,Single,M,53.0,8.0,Urban,4.558221038812841,43112.28814384233,Osaka,0.7037634123780294,Yes
Graduate School,Divorced,M,47.0,6.0,Urban,7.477340311204597,46868.98016140452,Kyoto,0.37184014667281934,Yes
College,Married,F,61.0,4.0,Rural,7.9846150330501064,49954.94310972928,Kyoto,-0.1671672687261141,No
High School,Single,F,46.0,5.0,Suburban,5.018171413326797,46261.17583942751,Kyoto,-0.785543506128543,No
College,Single,F,60.0,5.0,Suburban,2.894314621313714,46115.30786040796,Osaka,0.6270510407863559,Yes
Graduate School,Married,M,58.0,6.0,Urban,6.966444409278758,39686.4818385391,Tokyo,0.2445278581410482,Yes
College,Married,F,46.0,6.0,Rural,5.817532928700864,67381.24860781577,Osaka,0.28600020753580957,No
Graduate School,Married,M,55.0,3.0,Suburban,6.476252599474059,23785.75451894975,Tokyo,-0.47941277060824183,
College,Single,M,50.0,5.0,Urban,4.718784877514146,57291.395788862006,Kyoto,0.4895698189784718,Yes
High School,Divorced,M,62.0,4.0,Urban,6.189511397590318,56519.2073802279,Osaka,0.5428530878192861,Yes
College,Single,M,65.0,6.0,Urban,5.568677959189323,56908.438049027936,Kyoto,-0.1268451767242857,Yes
High School,Divorced,F,70.0,8.0,Suburban,3.862726477082376,56350.15563066156,Osaka,-1.2014403848700024,No
Graduate School,Divorced,M,51.0,3.0,Urban,4.011345143732018,44898.013196178035,Osaka,0.2856685246252243,Yes
Graduate School,Single,F,57.0,3.0,Urban,6.933663292343843,47163.839261407644,Osaka,0.7406095601283998,Yes
High School,Married,F,51.0,5.0,Rural,6.1828231668301035,53499.66789514694,Osaka,0.1274546689012691,No
High School,Married,F,53.0,7.0,Rural,5.958621024255123,71093.1084149227,Osaka,0.6406434856558765,No
Graduate School,Divorced,F,51.0,2.0,Rural,4.154387407905744,41569.062561772305,Tokyo,0.37407313418275284,Yes
College,Married,F,54.0,4.0,Urban,6.708403206607791,42708.05383270903,Tokyo,1.274113681167219,Yes
College,Divorced,F,57.0,3.0,Suburban,4.539737606474671,58223.2766984029,Tokyo,-0.4060616027771623,No
College,Single,M,59.0,6.0,Urban,5.290492952515121,47434.90013976918,Tokyo,0.44992901623172293,Yes
Graduate School,Divorced,M,53.0,2.0,Suburban,6.100618766994368,52868.89638719305,Osaka,0.4854009425455069,Yes
College,Single,F,46.0,4.0,Suburban,4.651655211231839,51781.538919820385,Osaka,0.9616469861529008,No
Graduate School,Single,F,46.0,6.0,Urban,6.009236383915189,38699.73948562138,Osaka,-0.1689643573990089,Yes
College,Married,F,61.0,5.0,Urban,5.425933925246986,38919.70368594722,Kyoto,0.9140088472433354,Yes
High School,Married,F,63.0,3.0,Urban,9.198978916468835,71962.67005326407,Osaka,-0.3715626478465784,No
High School,Divorced,F,55.0,3.0,Urban,5.4547739751576945,41872.62536877431,Osaka,0.3164886371004989,Yes
High School,Single,F,57.0,5.0,Urban,6.128514447789587,46775.26229968567,Tokyo,-0.03330969352352467,Yes
College,,F,41.0,5.0,Suburban,8.499815635715915,36559.541586706546,Kyoto,0.5379962785277115,Yes
High School,Divorced,F,34.0,5.0,Urban,4.513470851106378,47884.74850228107,Kyoto,-0.10444187107091907,Yes
College,,F,55.0,6.0,Urban,6.850394934888429,55326.10885297617,Kyoto,0.16607442191927738,Yes
Graduate School,Divorced,F,52.0,2.0,Suburban,5.7783574285993655,37129.27654264197,Kyoto,0.09280463405763519,Yes
Graduate School,Divorced,M,50.0,6.0,Suburban,4.799598719105907,42567.98659723136,Osaka,-0.014309500364673558,Yes
College,Divorced,F,42.0,7.0,Rural,2.721489113502833,54080.52496867228,Kyoto,-0.1872074545725566,No
High School,Single,M,41.0,,Urban,4.510837018111749,44188.392065799075,Osaka,0.8188031270677186,Yes
High School,Divorced,F,53.0,8.0,Suburban,5.476322376132504,29067.202072667977,Osaka,0.6351123692449943,Yes
High School,Divorced,F,35.0,6.0,Suburban,5.678291703057267,59806.11616228159,Osaka,-0.4195962877422238,No
Graduate School,Single,M,47.0,3.0,Suburban,7.166778103718128,48913.22692315175,Tokyo,0.5349534468283269,Yes
College,Married,F,43.0,7.0,Rural,7.802945234536697,73127.06666138847,Kyoto,0.23113758596110592,No
High School,Married,F,43.0,2.0,Urban,6.65187719190571,56605.67194590434,Osaka,-0.34014677297182777,No
High School,Married,M,54.0,4.0,Rural,7.101064121822198,65997.28718747245,Tokyo,-0.5452180733552255,No
Graduate School,Married,M,40.0,4.0,Urban,4.03867965330331,78411.44535722179,Tokyo,-0.0737873587033864,No
High School,Divorced,M,44.0,4.0,Rural,3.6277182706903237,,Kyoto,-0.011146128921947024,Yes
College,Married,M,50.0,7.0,Rural,5.2152275672606825,58264.632425832024,Osaka,-0.1802296802500279,No
High School,Divorced,F,45.0,7.0,Urban,5.746565054128729,55606.660720619126,Tokyo,0.6445414077306324,Yes
College,Divorced,M,54.0,0.0,Urban,5.974567241887805,44963.592009451015,Kyoto,0.4234279722742164,Yes
Graduate School,Married,F,,3.0,Urban,6.885400239314782,74231.65154301823,Kyoto,-0.6789941935359304,No
Graduate School,Married,F,38.0,2.0,Suburban,7.494779512839771,81857.54564368878,Osaka,,No
Graduate School,Single,F,43.0,6.0,Suburban,5.128468572012796,57258.74265567505,Tokyo,0.3565239977771571,Yes
High School,Divorced,F,45.0,3.0,Urban,4.046560080927664,48282.73166409186,Tokyo,0.23135558543897722,Yes
College,Married,F,42.0,4.0,Urban,5.614974730699884,39807.086358378394,Tokyo,0.4038962612138131,Yes
Graduate School,Single,F,39.0,3.0,Rural,5.499487535512422,52968.6689785877,Tokyo,-0.3262232093402081,Yes
College,Married,M,56.0,4.0,Rural,5.362451362567919,60458.27636011855,Osaka,0.3551885594084183,No
High School,Divorced,F,49.0,5.0,Urban,4.634036271562807,42405.00807330769,Tokyo,0.45287403812545224,Yes
College,Married,F,51.0,5.0,Urban,5.116704326330386,46753.12910353195,Osaka,0.14874416769096763,Yes
High School,Divorced,F,50.0,6.0,Urban,4.406190171741234,60205.86664892234,Kyoto,0.26217426340571814,Yes
High School,Divorced,M,54.0,5.0,Urban,5.437806745307915,30770.219508758924,Kyoto,-0.06453826482159544,Yes
College,Divorced,F,43.0,5.0,Urban,7.0951924959202834,38757.199386188615,,0.08523571225418046,
Graduate School,Single,M,47.0,6.0,Urban,7.865009858066317,52819.59047830739,Osaka,0.7743141434392328,Yes
College,Divorced,F,,,Suburban,6.688442272130482,67104.16336816397,Osaka,0.2720981759639871,No
High School,Married,M,54.0,6.0,Urban,6.982286063917423,50273.94230642474,Kyoto,0.07993865142338567,Yes
High School,Single,M,61.0,6.0,Urban,4.129549024088778,31232.516355525804,Tokyo,0.22783325189552983,Yes
High School,Single,F,54.0,7.0,Rural,4.318774607494165,47529.02669796065,Osaka,-0.16554567194494746,Yes
Graduate School,Divorced,F,44.0,4.0,Suburban,4.726719926324968,36507.472644542766,Kyoto,0.7145010396102915,Yes
High School,Married,F,47.0,4.0,Urban,5.998778191382426,53748.18294878191,Kyoto,0.12452930408410137,Yes
College,Married,M,51.0,6.0,Urban,4.476842085035779,39390.330254582565,Kyoto,0.08489484795256708,Yes
Graduate School,Married,F,45.0,4.0,Urban,6.558090593492549,44909.7584782331,Tokyo,-0.302796139932935,No
High School,Single,M,37.0,5.0,Urban,6.770172517906686,53493.88364807025,Osaka,0.1700068862711292,Yes
Graduate School,Married,F,54.0,7.0,Rural,8.021082133538046,89751.63461706843,Kyoto,-0.3909212642441039,No
High School,Divorced,M,52.0,5.0,Rural,5.14425048092503,40702.48258923483,Osaka,1.4629745912404837,Yes
Graduate School,Married,F,42.0,5.0,Urban,5.0557552299924655,50436.340560780984,Osaka,0.5220412896670661,Yes
Graduate School,Single,F,53.0,2.0,Suburban,7.063399735080798,44593.15811935741,Kyoto,0.830052183219812,Yes
Graduate School,Single,F,50.0,5.0,Suburban,5.342082593397206,33276.6558857434,Kyoto,0.36820325647324775,Yes
Graduate School,Married,M,50.0,4.0,Suburban,7.8157782562952764,67882.04791163116,Osaka,-0.6221019814307219,No
College,Married,M,43.0,5.0,Rural,5.918819539802172,56426.68950811328,Tokyo,0.78237180298682,No
Graduate School,Single,M,63.0,7.0,Urban,5.996814014332986,35013.11049102035,Kyoto,0.6836797904457379,Yes
Graduate School,Married,F,60.0,5.0,Rural,5.2862705095204054,80567.33207649816,Tokyo,-0.7385084646554467,No
High School,Divorced,M,41.0,6.0,Urban,6.438063230287636,50113.693840495056,Tokyo,-0.041138369962982785,Yes
High School,Divorced,M,44.0,2.0,Urban,6.336386061735017,42589.96183605035,Tokyo,-0.3095687513030484,Yes
Graduate School,Married,F,60.0,6.0,Rural,6.202920613082778,56034.94111219847,Tokyo,-0.25347863032538154,No
College,Married,M,46.0,4.0,Suburban,4.511518584634128,54803.28359325603,Kyoto,-0.3603471368976996,No
College,Married,F,76.0,4.0,Rural,6.547509672727076,58883.85613556543,Tokyo,0.6126901103080304,No
Graduate School,Divorced,F,54.0,6.0,Urban,6.199230444116127,39662.634710159684,Kyoto,0.440684765351362,Yes
Graduate School,Divorced,M,65.0,7.0,Rural,4.404554922269334,48468.10886803789,Tokyo,0.5059301799279877,No
Graduate School,Divorced,M,45.0,5.0,Urban,5.345505115043232,58086.036121056706,Tokyo,0.8423419350068347,Yes
College,Divorced,M,46.0,2.0,Urban,5.599133903509784,57418.52118830525,Tokyo,0.9829824074386719,Yes
College,Married,F,55.0,4.0,Rural,5.0982605533518255,71398.34963580406,Kyoto,-0.5605922705332332,No
High School,Single,F,44.0,6.0,Rural,6.174159271860541,51181.925292133245,Tokyo,-0.15025689174219503,Yes
High School,Single,F,50.0,6.0,Urban,4.765895435649497,50243.37460089955,Kyoto,0.14655380150164274,Yes
High School,Single,F,51.0,3.0,Rural,5.641555332178011,,Kyoto,1.2273599830847652,Yes
High School,Married,F,43.0,3.0,Suburban,5.525953326593256,62524.92416319906,Tokyo,-0.10264961640137613,No
College,Single,M,43.0,4.0,Urban,5.435380796655851,46325.22515008741,Kyoto,,
College,Single,F,54.0,5.0,Suburban,8.64868636539219,50966.12635066389,Tokyo,0.49386518871911733,Yes
High School,Divorced,F,40.0,4.0,Urban,6.143031207200249,41937.48097550052,,0.14578798597344753,Yes
College,,M,54.0,7.0,Rural,4.8778983862147225,86298.45407795183,Kyoto,-0.38393000713451975,No
Graduate School,Divorced,M,50.0,4.0,,5.718448723752101,48882.193903675674,Osaka,0.34148045927414866,No
Graduate School,Divorced,F,50.0,2.0,Urban,4.771168580858856,47411.82177871911,Osaka,-0.2245604078923295,Yes
High School,Single,F,39.0,2.0,Rural,4.416568323575852,57240.43313316288,,0.09341205557386778,No
Graduate School,Single,M,44.0,3.0,Urban,6.571808043879499,49161.18154649046,Osaka,0.041659949247667014,Yes
College,Divorced,M,59.0,5.0,Rural,4.8837007544503335,55922.09808801769,Tokyo,-0.2782127408110639,No
Graduate School,Single,F,37.0,,Urban,6.159206579918829,59347.75811985744,Kyoto,0.692120018561741,Yes
College,Single,M,50.0,3.0,Rural,5.325991382016521,53854.69617201592,Tokyo,0.10837438723706982,No
Graduate School,Divorced,M,,4.0,Rural,5.9250447791643,64057.208813659265,Tokyo,1.0900582826325804,Yes
High School,Single,M,48.0,5.0,Rural,6.529409851692986,58553.18100604485,Osaka,-0.0447990733812533,No
Graduate School,Single,F,48.0,3.0,Urban,6.15528197232125,51949.93155838016,Tokyo,0.03910033465011828,Yes
College,Married,F,36.0,3.0,Rural,6.221582474947797,56732.98306342494,Tokyo,-0.0032266810607570473,No
College,Divorced,F,36.0,4.0,Suburban,6.9011788438049475,53716.455629246346,Kyoto,1.0430324206797277,Yes
Graduate School,Single,M,49.0,5.0,Rural,7.315046410040423,44888.351972290024,Kyoto,0.18966939231696595,
Graduate School,Married,M,39.0,5.0,Rural,5.500736965417961,51938.75307780512,Osaka,-0.3842749380868208,No
High School,Single,F,60.0,5.0,Rural,7.290556690721196,56853.79341324325,Osaka,-0.19686556317341863,No
Graduate School,Married,F,50.0,5.0,Rural,6.427945502169291,48690.78323355254,Osaka,0.16563822268426906,No
College,Divorced,F,56.0,5.0,Urban,4.56355844775389,36478.112396925375,Tokyo,0.7095634363046153,Yes
Graduate School,Divorced,F,47.0,4.0,Urban,3.6826971751783866,53976.39301620335,Tokyo,0.37129397065261854,Yes
Graduate School,Married,M,61.0,2.0,Urban,6.420727563610079,46227.05976986252,Osaka,0.1473280609790557,Yes
Graduate School,Divorced,F,44.0,7.0,Suburban,5.043378676140998,41319.34563702076,Kyoto,0.31084692080886445,Yes
High School,Single,F,41.0,4.0,Rural,6.834891175619009,61629.74841770698,Kyoto,0.16925511579637526,No
High School,Single,M,43.0,5.0,Urban,4.710655619123881,,Osaka,0.2513698803706351,Yes
Graduate School,Divorced,M,46.0,4.0,Suburban,4.989972976554847,54162.726503324346,Osaka,0.6121923943223248,
